,address,areas,bathrooms,bedrooms,parking-spaces,price,price-item-0,price-item-1,
6,"Rua Alexandre Calaza, Vila Isabel",50 m²,2,2,,R$ 1.000 /mês,condomínio R$ 500,IPTU R$ 25,
7,"Rua Getúlio, Todos os Santos",81 m²,2,3,1,R$ 2.500 /mês,condomínio R$ 900,IPTU R$ 800,
8,"Rua Tubira, Leblon",63 m²,1,2,,R$ 2.300 /mês,condomínio R$ 507,IPTU R$ 101,
9,"Rua Paulo Moura, Barra da Tijuca",120 m²,4,4,2,R$ 3.300 /mês,condomínio R$ 1.300,IPTU R$ 400,
10,"Rua Gilberto Goulart de Andrade, Vila da Penha",90 m²,2,3,1,R$ 1.900 /mês,condomínio R$ 400,IPTU R$ 121,
11,"Rua Conde de Bonfim, Tijuca",85 m²,2,3,1,R$ 2.200 /mês,condomínio R$ 1.295,IPTU R$ 95,
12,"Rua Conde de Bonfim, Tijuca",68 m²,2,2,,R$ 1.100 /mês,condomínio R$ 660,IPTU R$ 93,
14,"Rua Barata Ribeiro, Copacabana",82 m²,2,2,,R$ 2.000 /mês,condomínio R$ 1.041,IPTU R$ 241,
15,"Praça dos Lavradores, Madureira",70 m²,2,2,,R$ 900 /mês,condomínio R$ 250,IPTU R$ 1,
16,"Rua Cordovil, Parada de Lucas",45 m²,1,1,1,R$ 600 /mês,condomínio R$ 375,IPTU R$ 10,
17,"Rua Professor Henrique Costa, Pechincha",70 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 750,IPTU R$ 70,
19,"Avenida Paranapuam, Tauá",64 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 471,IPTU R$ 100,
20,"Rua Antônio Vieira, Leme",53 m²,1,2,,R$ 2.800 /mês,condomínio R$ 802,IPTU R$ 198,
21,"Avenida Lúcio Costa, Barra da Tijuca",120 m²,3,3,3,R$ 3.800 /mês,condomínio R$ 1.550,IPTU R$ 550,
22,"Rua Henrique Stamile Coutinho, Recreio dos Bandeirantes",105 m²,3,3,1,R$ 2.300 /mês,condomínio R$ 700,IPTU R$ 250,
23,"Rua Conde de Bonfim, Tijuca",96 m²,2,3,1,R$ 1.700 /mês,condomínio R$ 866,IPTU R$ 110,
24,"Rua Maurício da Costa Faria, Recreio dos Bandeirantes",85 m²,2,3,1,R$ 2.200 /mês,condomínio R$ 720,IPTU R$ 187,
25,"Rua Félix da Cunha, Tijuca",120 m²,2,3,2,R$ 2.500 /mês,condomínio R$ 700,IPTU R$ 120,
26,"Rua Prudente de Morais, Ipanema",180 m²,3,3,1,R$ 6.900 /mês,condomínio R$ 2.000,IPTU R$ 780,
27,"Avenida Lúcio Costa, Barra da Tijuca",107 m²,2,2,1,R$ 4.500 /mês,condomínio R$ 1.200,,
28,"Avenida Di Cavalcanti, Barra da Tijuca",67 m²,2,2,1,R$ 2.100 /mês,condomínio R$ 933,IPTU R$ 177,
29,"Rua São Camilo, Penha",65 m²,1,2,,R$ 700 /mês,condomínio R$ 260,IPTU R$ 10,
30,"Rua Riachuelo, Centro",32 m²,1,1,,R$ 1.700 /mês,condomínio R$ 380,,
31,"Rua Retiro dos Artistas, Pechincha",64 m²,1,2,1,R$ 1.250 /mês,condomínio R$ 713,IPTU R$ 126,
32,"Rua Alexandre Gasparoni, Marechal Hermes",69 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 100,IPTU R$ 10,
33,"Rua Francisco Bernardino, Riachuelo",84 m²,2,2,,R$ 800 /mês,condomínio R$ 200,,
34,"Rua Henrique Stamile Coutinho, Recreio dos Bandeirantes",90 m²,3,3,1,R$ 2.300 /mês,condomínio R$ 700,IPTU R$ 250,
35,"Rua Imuta, Pechincha",70 m²,1,2,1,R$ 800 /mês,condomínio R$ 350,IPTU R$ 39,
0,"Rua General Roca, Tijuca",50 m²,1,1,,R$ 1.200 /mês,condomínio R$ 740,IPTU R$ 65,
1,"Rua Cardoso de Morais, Bonsucesso",46 m²,1,1,,R$ 900 /mês,condomínio R$ 440,IPTU R$ 10,
2,"Rua Timóteo da Costa, Leblon",153 m²,4,3,3,R$ 6.500 /mês,condomínio R$ 1.800,IPTU R$ 560,
3,"Rua Voluntários da Pátria, Botafogo",41 m²,1,1,,R$ 1.600 /mês,condomínio R$ 616,IPTU R$ 102,
4,"Rua Mossoró, Méier",66 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 440,IPTU R$ 75,
6,"Rua Aroazes, Jacarepaguá",75 m²,2,2,1,R$ 1.700 /mês,condomínio R$ 950,IPTU R$ 150,
7,"Avenida Cláudio Besserman Vianna, Jacarepaguá",77 m²,,2,,R$ 800 /mês,condomínio R$ 1.315,IPTU R$ 147,
8,"Avenida Nossa Senhora de Copacabana, Copacabana",110 m²,2,3,,R$ 4.300 /mês,condomínio R$ 1.200,IPTU R$ 90,
9,"Rua Siqueira Campos, Copacabana",68 m²,2,2,1,R$ 2.800 /mês,condomínio R$ 950,IPTU R$ 232,
10,"Rua Conde de Bonfim, Tijuca",130 m²,2,3,1,R$ 1.956 /mês,condomínio R$ 1.303,IPTU R$ 206,
11,"Rua Conde de Bonfim, Tijuca",54 m²,1,1,,R$ 1.200 /mês,condomínio R$ 366,IPTU R$ 51,
12,"Avenida das Américas, Recreio dos Bandeirantes",55 m²,1,1,1,R$ 1.800 /mês,condomínio R$ 639,IPTU R$ 121,
13,"Rua Garcia Redondo, Cachambi",72 m²,1,3,1,R$ 1.500 /mês,condomínio R$ 680,IPTU R$ 60,
14,"Rua Sacopa, Lagoa",282 m²,4,3,3,R$ 8.000 /mês,condomínio R$ 6.053,IPTU R$ 951,
15,"Flamengo, Rio de Janeiro",140 m²,2,4,,R$ 3.000 /mês,condomínio R$ 900,IPTU R$ 290,
16,"Travessa Barros Leite, Quintino Bocaiúva",45 m²,1,2,,R$ 500 /mês,condomínio R$ 400,IPTU R$ 10,
17,"Rua Olinda Ellis, Campo Grande",51 m²,,2,1,R$ 800 /mês,,,
18,"Rua Santo Amaro, Glória",23 m²,1,1,,R$ 700 /mês,condomínio R$ 350,IPTU R$ 16,
19,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",215 m²,5,4,3,R$ 10.000 /mês,condomínio R$ 3.800,IPTU R$ 900,
20,"Rua Campos da Paz, Rio Comprido",90 m²,2,2,,R$ 1.200 /mês,condomínio R$ 600,IPTU R$ 120,
21,"Rua Desenhista Luiz Guimarães, Barra da Tijuca",134 m²,2,4,2,R$ 2.500 /mês,condomínio R$ 1.743,IPTU R$ 276,
22,"Rua Prudente de Morais, Ipanema",179 m²,5,3,1,R$ 11.900 /mês,condomínio R$ 2.700,IPTU R$ 372,
23,"Avenida Genaro de Carvalho, Recreio dos Bandeirantes",90 m²,3,3,2,R$ 2.200 /mês,condomínio R$ 680,IPTU R$ 225,
24,"Avenida Gilberto Amado, Barra da Tijuca",300 m²,4,4,3,R$ 5.500 /mês,condomínio R$ 1.907,IPTU R$ 662,
25,"Rua Souza Lima, Copacabana",64 m²,3,2,,R$ 3.200 /mês,condomínio R$ 950,IPTU R$ 1.226,
26,"Rua Professor Hélion Povoa, Tijuca",149 m²,4,4,2,R$ 3.200 /mês,condomínio R$ 1.300,IPTU R$ 330,
27,"Travessa Teodomiro Pereira, Freguesia (Jacarepaguá)",100 m²,3,4,2,R$ 1.800 /mês,condomínio R$ 1.125,IPTU R$ 151,
31,"Rua do Humaitá, Humaitá",48 m²,1,1,1,R$ 2.885 /mês,condomínio R$ 1.400,IPTU R$ 120,
32,"Avenida Cesário de Melo, Campo Grande",50 m²,1,2,1,R$ 650 /mês,condomínio R$ 461,IPTU R$ 36,
33,"Rua do Humaitá, Humaitá",49 m²,1,1,,R$ 2.400 /mês,condomínio R$ 1.400,IPTU R$ 156,
34,"Avenida Lúcio Costa, Barra da Tijuca",64 m²,1,1,,R$ 2.300 /mês,condomínio R$ 1.300,IPTU R$ 320,
35,"Avenida Flamboyants da Península, Barra da Tijuca",77 m²,2,2,1,R$ 3.400 /mês,condomínio R$ 225,IPTU R$ 1.345,
0,"Rua Caniu, Pechincha",63 m²,1,2,1,R$ 900 /mês,condomínio R$ 554,IPTU R$ 52,
1,"Avenida Nossa Senhora de Copacabana, Copacabana",126 m²,3,3,1,R$ 3.300 /mês,condomínio R$ 1.600,IPTU R$ 390,
2,"Rua Edgard Werneck, Pechincha",57 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 650,IPTU R$ 54,
3,"Rua Basílio de Brito, Cachambi",75 m²,1,2,,R$ 1.480 /mês,,,
4,"Rua Riachuelo, Centro",39 m²,1,1,,R$ 1.100 /mês,condomínio R$ 384,IPTU R$ 26,
5,"Rua Edgard Werneck, Freguesia (Jacarepaguá)",49 m²,2,1,1,R$ 850 /mês,condomínio R$ 280,IPTU R$ 50,
6,"Rua Teresópolis, Santa Teresa",40 m²,1,2,,R$ 1.500 /mês,IPTU R$ 72,,
7,"Rua de Lazer, Pilares",45 m²,1,2,,R$ 850 /mês,condomínio R$ 350,,
8,"Estrada dos Caboclos, Campo Grande",40 m²,1,2,1,R$ 650 /mês,condomínio R$ 260,,
9,"Avenida Tenente-Coronel Muniz de Aragão, Anil",50 m²,,2,1,R$ 1.100 /mês,condomínio R$ 470,,
10,"Rua Tonelero, Copacabana",70 m²,2,2,,R$ 2.050 /mês,condomínio R$ 850,IPTU R$ 268,
11,"Rua Bacairis, Taquara",60 m²,,1,1,R$ 950 /mês,condomínio R$ 400,,
12,"Rua Bento Lisboa, Catete",88 m²,3,3,1,R$ 3.200 /mês,condomínio R$ 1.400,IPTU R$ 300,
13,"Rua Sargento João Lópes, Ilha do Governador",50 m²,1,1,1,R$ 1.500 /mês,condomínio R$ 280,IPTU R$ 50,
14,"Rua Roberto Dias Lópes, Leme",75 m²,,2,,R$ 2.450 /mês,condomínio R$ 918,,
15,"Rua Retiro dos Artistas, Pechincha",66 m²,2,2,1,R$ 1.600 /mês,condomínio R$ 645,IPTU R$ 781,
17,"Rua Padre Achotegui, Leblon",90 m²,2,3,1,R$ 3.490 /mês,condomínio R$ 1.066,IPTU R$ 315,
19,"Rua Miguel Fernandes, Méier",50 m²,1,2,1,R$ 850 /mês,condomínio R$ 350,IPTU R$ 13,
20,"Rua Major Rúbens Vaz, Gávea",80 m²,2,2,1,R$ 2.900 /mês,condomínio R$ 959,IPTU R$ 189,
21,"Rua Francisco Sá, Copacabana",100 m²,2,4,,R$ 600 /mês,,,
22,"Estrada do Pontal, Recreio dos Bandeirantes",105 m²,3,3,1,R$ 2.250 /mês,condomínio R$ 1.332,IPTU R$ 203,
23,"Rua Sá Ferreira, Copacabana",114 m²,2,3,1,R$ 2.700 /mês,condomínio R$ 1.300,IPTU R$ 301,
24,"Rua Bolivar, Copacabana",75 m²,2,2,,R$ 3.500 /mês,condomínio R$ 1.000,IPTU R$ 117,
25,"Rua Florentina, Cascadura",40 m²,,1,,R$ 750 /mês,condomínio R$ 180,,
26,"Estrada Rodrigues Caldas, Taquara",57 m²,1,2,,R$ 800 /mês,condomínio R$ 600,IPTU R$ 42,
27,"Rua São Francisco Xavier, Maracanã",82 m²,2,3,1,R$ 1.850 /mês,condomínio R$ 597,IPTU R$ 106,
28,"Tijuca, Rio de Janeiro",75 m²,,2,1,R$ 2.000 /mês,condomínio R$ 580,IPTU R$ 23,
30,"Rua Engenheiro Luís Gastão, Braz de Pina",50 m²,1,2,1,R$ 1.400 /mês,condomínio R$ 361,IPTU R$ 10,
31,"Estrada do Rio Grande, Taquara",68 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 600,IPTU R$ 30,
32,"Avenida Nossa Senhora de Copacabana, Copacabana",50 m²,2,1,,R$ 2.800 /mês,condomínio R$ 800,IPTU R$ 120,
33,"Rua Bárbara Heliodora, Jardim Sulacap",55 m²,,2,1,R$ 900 /mês,condomínio R$ 385,,
34,"Rua Joaquim Murtinho, Santa Teresa",96 m²,,3,,R$ 1.900 /mês,condomínio R$ 494,,
35,"Rua Marquês de Jacarepaguá, Taquara",65 m²,1,2,1,R$ 950 /mês,condomínio R$ 640,IPTU R$ 12,
0,"Rua Marechal Ramon Castilla, Botafogo",95 m²,2,2,1,R$ 3.800 /mês,condomínio R$ 1.180,IPTU R$ 402,
1,"Rua Professor Gabizo, Maracanã",84 m²,1,3,2,R$ 2.000 /mês,condomínio R$ 1.115,IPTU R$ 113,
2,"Avenida dos Mananciais, Taquara",52 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 470,IPTU R$ 200,
3,"Rua Geovani de Castro, Freguesia (Jacarepaguá)",48 m²,1,2,1,R$ 700 /mês,condomínio R$ 520,,
4,"Rua Alberto Moreira, Piedade",83 m²,2,2,1,R$ 650 /mês,condomínio R$ 130,IPTU R$ 53,
5,"Rua José Maria, Penha",260 m²,3,3,2,R$ 1.800 /mês,condomínio R$ 1.300,IPTU R$ 260,
6,"Rua Silvestre Travassos, Anil",48 m²,,2,1,R$ 800 /mês,condomínio R$ 332,,
7,"Rua Barão de Jaguaripe, Ipanema",120 m²,2,3,,R$ 5.200 /mês,condomínio R$ 390,IPTU R$ 273,
8,"Rua Visconde de Pirajá, Ipanema",66 m²,,2,1,R$ 3.800 /mês,condomínio R$ 1.100,IPTU R$ 293,
9,"Estrada do Tindiba, Taquara",71 m²,,3,1,R$ 1.900 /mês,condomínio R$ 720,,
10,"Rua Manoel Boucher Pinto, Recreio dos Bandeirantes",110 m²,1,3,2,R$ 2.500 /mês,condomínio R$ 754,IPTU R$ 218,
11,"Rua Conde de Bonfim, Tijuca",69 m²,,2,1,R$ 1.100 /mês,condomínio R$ 655,,
12,"Praça Malvino Reis, Grajaú",165 m²,1,2,3,R$ 2.500 /mês,condomínio R$ 1.428,IPTU R$ 269,
13,"Rua Figueiredo de Magalhães, Copacabana",44 m²,1,1,,R$ 1.800 /mês,condomínio R$ 524,IPTU R$ 107,
14,"Rua Santo Isaac, Irajá",25 m²,1,1,,R$ 700 /mês,IPTU R$ 93,,
15,"Rua Silvia Pozzano, Recreio dos Bandeirantes",91 m²,1,3,2,R$ 1.850 /mês,condomínio R$ 1.050,IPTU R$ 195,
16,"Avenida Braz de Pina, Vila da Penha",77 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 540,IPTU R$ 74,
18,"Rua Francisca Sales, Freguesia (Jacarepaguá)",57 m²,1,2,1,R$ 1.050 /mês,condomínio R$ 595,,
19,"Rua Mário Calderaro, Engenho de Dentro",71 m²,2,2,,R$ 700 /mês,condomínio R$ 304,IPTU R$ 51,
20,"Rua Prudente de Morais, Ipanema",70 m²,2,2,2,R$ 10.000 /mês,condomínio R$ 4.500,IPTU R$ 300,
21,"Rua do Amparo, Cascadura",72 m²,2,2,1,R$ 900 /mês,condomínio R$ 180,,
22,"Estrada Benvindo de Novaes, Recreio dos Bandeirantes",130 m²,3,3,3,R$ 2.250 /mês,condomínio R$ 700,IPTU R$ 150,
23,"Rua Visconde de Silva, Botafogo",93 m²,3,2,1,R$ 2.000 /mês,condomínio R$ 1.750,IPTU R$ 120,
25,"Rua João de Barros, Leblon",190 m²,6,4,3,R$ 15.000 /mês,condomínio R$ 2.200,IPTU R$ 800,
26,"Rua Noel Rosa, Vila Isabel",100 m²,3,3,1,R$ 1.700 /mês,condomínio R$ 610,IPTU R$ 68,
27,"Rua Domingos Ferreira, Copacabana",255 m²,4,4,,R$ 4.499 /mês,condomínio R$ 2.024,IPTU R$ 834,
28,"Rua Desembargador Izidro, Tijuca",105 m²,1,3,1,R$ 2.200 /mês,condomínio R$ 770,IPTU R$ 174,
29,"Avenida José Luiz Ferraz, Recreio dos Bandeirantes",100 m²,,2,2,R$ 1.750 /mês,condomínio R$ 1.170,IPTU R$ 228,
30,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",222 m²,2,3,2,R$ 7.500 /mês,condomínio R$ 1.350,IPTU R$ 633,
31,"Rua Antero Manoel de Sá Filho, Recreio dos Bandeirantes",75 m²,,3,1,R$ 1.800 /mês,condomínio R$ 846,IPTU R$ 151,
32,"Rua César Lattes, Barra da Tijuca",70 m²,1,2,1,R$ 2.500 /mês,condomínio R$ 1.002,IPTU R$ 250,
33,"Rua Jardim Botânico, Humaitá",95 m²,2,1,1,R$ 2.500 /mês,condomínio R$ 1.200,IPTU R$ 327,
34,"Rua Professor Gastão Bahiana, Copacabana",95 m²,3,3,1,R$ 3.690 /mês,condomínio R$ 1.175,IPTU R$ 3.261,
0,"Avenida Lúcio Costa, Barra da Tijuca",391 m²,5,4,4,R$ 10.000 /mês,condomínio R$ 12.100,IPTU R$ 29.309,
1,"Rua Professor Estelita Lins, Laranjeiras",85 m²,2,2,1,R$ 2.900 /mês,condomínio R$ 650,,
2,"Rua Voluntários da Pátria, Botafogo",101 m²,,3,1,R$ 4.000 /mês,condomínio R$ 1.595,IPTU R$ 350,
3,"Estrada de Camorim, Jacarepaguá",48 m²,1,2,,R$ 1.000 /mês,condomínio R$ 360,IPTU R$ 200,
5,"Avenida Ataulfo de Paiva, Leblon",53 m²,2,2,,R$ 3.200 /mês,condomínio R$ 750,IPTU R$ 240,
6,"Praia do Flamengo, Flamengo",400 m²,7,4,1,R$ 7.500 /mês,condomínio R$ 4.112,IPTU R$ 1.181,
7,"Avenida Oswaldo Cruz, Flamengo",140 m²,2,3,1,R$ 3.000 /mês,condomínio R$ 2.550,IPTU R$ 400,
8,"Avenida Atlântica, Copacabana",187 m²,4,4,1,R$ 15.000 /mês,condomínio R$ 2.450,IPTU R$ 745,
9,"Estrada dos Bandeirantes, Jacarepaguá",50 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 500,IPTU R$ 90,
10,"Rua Cambaúba, Jardim Guanabara",93 m²,3,2,1,R$ 1.900 /mês,condomínio R$ 600,IPTU R$ 199,
11,"Rua Fábio Luz, Méier",104 m²,1,3,2,R$ 1.600 /mês,condomínio R$ 1.070,IPTU R$ 203,
14,"Rua Baicuru, Campo Grande",69 m²,2,3,1,R$ 1.350 /mês,condomínio R$ 690,IPTU R$ 45,
15,"Rua Xavier da Silveira, Copacabana",126 m²,,3,1,R$ 2.700 /mês,condomínio R$ 1.836,IPTU R$ 387,
16,"Rua Gonzaga Bastos, Vila Isabel",85 m²,3,2,2,R$ 1.600 /mês,condomínio R$ 1.100,IPTU R$ 108,
17,"Rua Ituverava, Freguesia de Jacarepaguá",154 m²,3,3,2,R$ 3.000 /mês,condomínio R$ 841,IPTU R$ 255,
18,"Avenida Tenente-Coronel Muniz de Aragão, Anil",50 m²,1,2,1,R$ 1.300 /mês,condomínio R$ 400,IPTU R$ 17,
19,"Rua Davi Campista, Humaitá",91 m²,1,3,,R$ 2.400 /mês,condomínio R$ 500,IPTU R$ 210,
20,"Rua dos Araujos, Tijuca",100 m²,3,3,1,R$ 1.500 /mês,condomínio R$ 879,IPTU R$ 96,
21,"Rua Sylvio da Rocha Pollis, Barra da Tijuca",58 m²,1,2,1,R$ 1.600 /mês,condomínio R$ 752,IPTU R$ 94,
23,"Rua Otton da Fonseca, Jardim Sulacap",53 m²,1,2,1,R$ 900 /mês,condomínio R$ 390,IPTU R$ 62,
24,"Rua Fernando de Azevedo, Portuguesa",85 m²,1,3,1,R$ 1.650 /mês,condomínio R$ 335,IPTU R$ 65,
25,"Rua Hannibal Porto, Irajá",50 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 210,IPTU R$ 10,
26,"Rua Paulo Pires, Tomás Coelho",51 m²,1,2,,R$ 650 /mês,condomínio R$ 210,,
27,"Rua Prudente de Morais, Ipanema",200 m²,3,4,1,R$ 8.799 /mês,condomínio R$ 1.780,IPTU R$ 787,
28,"Rua Santa Clara, Copacabana",135 m²,1,3,,R$ 3.200 /mês,condomínio R$ 1.070,IPTU R$ 480,
30,"Avenida Visconde de Albuquerque, Leblon",110 m²,2,3,1,R$ 7.000 /mês,condomínio R$ 1.300,IPTU R$ 500,
31,"Rua Paulo Fernandes, Praça da Bandeira",58 m²,1,2,,R$ 1.100 /mês,condomínio R$ 500,,
32,"Avenida Tim Maia, Recreio dos Bandeirantes",90 m²,2,3,1,R$ 1.600 /mês,condomínio R$ 1.130,IPTU R$ 215,
33,"Avenida Epitácio Pessoa, Ipanema",131 m²,2,3,2,R$ 5.500 /mês,condomínio R$ 1.297,IPTU R$ 762,
34,"Rua Prudente de Morais, Ipanema",200 m²,1,4,1,R$ 10.000 /mês,condomínio R$ 1.800,IPTU R$ 800,
35,"Avenida Vieira Souto, Ipanema",260 m²,,4,2,R$ 29.000 /mês,condomínio R$ 4.285,IPTU R$ 2.964,
5,"Avenida Presidente João Goulart, Vidigal",70 m²,1,2,,R$ 2.000 /mês,,,
6,"Rua Dúlio Costa, Colégio",40 m²,1,1,,R$ 650 /mês,condomínio R$ 120,,
7,"Avenida Prefeito Mendes de Morais, São Conrado",260 m²,3,3,3,R$ 6.000 /mês,condomínio R$ 3.882,IPTU R$ 1.650,
8,"Rua Pedro Domingues, Encantado",46 m²,,2,1,R$ 1.200 /mês,condomínio R$ 520,,
9,"Rua Souza Lima, Copacabana",240 m²,4,3,2,R$ 9.500 /mês,condomínio R$ 2.300,IPTU R$ 650,
10,"Rua Paulo Assis Ribeiro, Barra da Tijuca",160 m²,,3,2,R$ 3.800 /mês,condomínio R$ 1.000,IPTU R$ 430,
11,"Rua Siqueira Campos, Copacabana",65 m²,1,2,1,R$ 2.700 /mês,condomínio R$ 795,IPTU R$ 141,
12,"Avenida Princesa Isabel, Copacabana",70 m²,2,2,,R$ 1.700 /mês,condomínio R$ 590,IPTU R$ 158,
13,"Rua Doutor Marques Canário, Leblon",45 m²,1,1,,R$ 2.700 /mês,condomínio R$ 506,IPTU R$ 107,
14,"Rua Dezenove de Fevereiro, Botafogo",108 m²,4,3,1,R$ 5.970 /mês,condomínio R$ 1.680,IPTU R$ 455,
15,"Rua Joaquim Nabuco, Copacabana",178 m²,1,4,1,R$ 10.500 /mês,condomínio R$ 2.200,IPTU R$ 380,
16,"Rua Bolivar, Copacabana",83 m²,1,2,,R$ 2.200 /mês,condomínio R$ 995,IPTU R$ 230,
17,"Avenida Pepe, Barra da Tijuca",220 m²,5,3,3,R$ 15.000 /mês,condomínio R$ 2.300,IPTU R$ 1.477,
18,"Rua Siqueira Campos, Copacabana",110 m²,2,3,1,R$ 2.500 /mês,condomínio R$ 1.488,IPTU R$ 190,
20,"Rua Prudente de Morais, Ipanema",86 m²,2,2,1,R$ 14.000 /mês,condomínio R$ 4.250,IPTU R$ 590,
22,"Estrada da Gávea, Gávea",180 m²,5,4,3,R$ 1.000 /mês,condomínio R$ 3.000,IPTU R$ 345,
23,"Avenida Nossa Senhora de Copacabana, Copacabana",150 m²,2,3,,R$ 6.000 /mês,condomínio R$ 1.380,IPTU R$ 210,
24,"Avenida Epitácio Pessoa, Ipanema",40 m²,1,1,,R$ 2.300 /mês,condomínio R$ 406,IPTU R$ 239,
25,"Rua Pedro Guedes, Maracanã",360 m²,1,6,4,R$ 4.500 /mês,condomínio R$ 1.402,IPTU R$ 403,
26,"Avenida Prefeito Mendes de Morais, São Conrado",300 m²,3,4,3,R$ 4.900 /mês,condomínio R$ 3.818,IPTU R$ 1.314,
27,"Rua Figueiredo Magalhães, Copacabana",32 m²,1,1,,R$ 1.600 /mês,condomínio R$ 602,IPTU R$ 281,
28,"Avenida Lúcio Costa, Barra da Tijuca",53 m²,1,1,1,R$ 2.000 /mês,condomínio R$ 3.000,IPTU R$ 667,
29,"Avenida Lúcio Costa, Barra da Tijuca",99 m²,,2,1,R$ 12.000 /mês,condomínio R$ 4.200,,
30,"Rua Barão, Praça Seca",71 m²,2,3,1,R$ 1.000 /mês,condomínio R$ 546,IPTU R$ 90,
31,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",224 m²,3,4,3,R$ 6.500 /mês,condomínio R$ 3.630,IPTU R$ 933,
32,"Rua Pio Correia, Jardim Botânico",309 m²,4,4,4,R$ 7.000 /mês,condomínio R$ 2.442,IPTU R$ 8.179,
33,"Rua Major Ávila, Tijuca",96 m²,1,2,,R$ 1.200 /mês,condomínio R$ 630,IPTU R$ 109,
34,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",89 m²,,2,2,R$ 2.900 /mês,condomínio R$ 1.860,IPTU R$ 291,
35,"Rua Almirante Salgado, Laranjeiras",80 m²,2,2,1,R$ 2.000 /mês,condomínio R$ 650,,
0,"Rua Aarão Reis, Santa Teresa",80 m²,1,3,,R$ 1.900 /mês,condomínio R$ 591,IPTU R$ 89,
1,"Rua Geminiano Gois, Freguesia (Jacarepaguá)",103 m²,3,3,1,R$ 2.500 /mês,condomínio R$ 1.300,IPTU R$ 210,
2,"Avenida Lúcio Costa, Barra da Tijuca",50 m²,1,1,1,R$ 1.700 /mês,condomínio R$ 1.232,IPTU R$ 296,
3,"Avenida das Américas, Barra da Tijuca",95 m²,4,3,2,R$ 1.800 /mês,condomínio R$ 1.200,IPTU R$ 205,
4,"Rua Teodoro da Silva, Vila Isabel",76 m²,1,2,1,R$ 1.440 /mês,condomínio R$ 790,IPTU R$ 75,
5,"Avenida Salvador Allende, Recreio dos Bandeirantes",92 m²,2,3,2,R$ 2.400 /mês,condomínio R$ 1.250,IPTU R$ 130,
6,"Rua da Relação, Centro",44 m²,1,1,,R$ 1.800 /mês,condomínio R$ 765,IPTU R$ 63,
7,"Avenida Pepe, Barra da Tijuca",95 m²,2,2,2,R$ 3.000 /mês,condomínio R$ 2.000,IPTU R$ 400,
8,"Rua das Verbenas, Vila Valqueire",77 m²,,2,,R$ 800 /mês,condomínio R$ 330,IPTU R$ 17,
9,"Rua das Camélias, Vila Valqueire",65 m²,2,2,1,R$ 1.100 /mês,condomínio R$ 407,IPTU R$ 49,
10,"Rua Conde de Bonfim, Tijuca",105 m²,2,4,,R$ 2.000 /mês,condomínio R$ 850,IPTU R$ 152,
11,"Avenida Francisco Alves, Jardim Guanabara",35 m²,1,1,1,R$ 1.000 /mês,condomínio R$ 280,,
12,"Avenida das Américas, Recreio dos Bandeirantes",84 m²,3,3,1,R$ 2.500 /mês,condomínio R$ 1.200,IPTU R$ 192,
13,"Rua Cardoso de Morais, Bonsucesso",80 m²,2,2,1,R$ 700 /mês,condomínio R$ 700,,
14,"Estrada Coronel Vieira, Irajá",45 m²,1,2,1,R$ 900 /mês,condomínio R$ 460,,
15,"Avenida das Américas, Barra da Tijuca",100 m²,3,2,2,R$ 2.990 /mês,condomínio R$ 1.460,IPTU R$ 450,
16,"Estrada do Rio Grande, Taquara",30 m²,1,1,1,R$ 1.300 /mês,condomínio R$ 390,,
17,"Rua das Laranjeiras, Laranjeiras",75 m²,2,3,,R$ 3.000 /mês,condomínio R$ 700,IPTU R$ 116,
18,"Rua Joaquim Palhares, Praca da Bandeira",70 m²,1,3,,R$ 1.700 /mês,condomínio R$ 680,IPTU R$ 50,
19,"Rua Silvia Pozzano, Recreio dos Bandeirantes",71 m²,1,2,1,R$ 1.800 /mês,condomínio R$ 982,IPTU R$ 170,
20,"Rua Visconde de Santa Cruz, Engenho Novo",45 m²,1,1,1,R$ 600 /mês,condomínio R$ 495,IPTU R$ 15,
21,"Rua da Passagem, Botafogo",34 m²,1,1,,R$ 1.300 /mês,condomínio R$ 590,IPTU R$ 80,
22,"Rua Retiro dos Artistas, Pechincha",50 m²,1,2,1,R$ 900 /mês,condomínio R$ 500,IPTU R$ 51,
23,"Avenida Evandro Lins e Silva, Barra da Tijuca",72 m²,2,2,1,R$ 3.300 /mês,condomínio R$ 1.100,IPTU R$ 227,
24,"Rua Jardim Botânico, Jardim Botânico",70 m²,2,2,1,R$ 2.800 /mês,condomínio R$ 900,IPTU R$ 175,
25,"Rua Ituverava, Anil",70 m²,,2,1,R$ 1.000 /mês,condomínio R$ 596,IPTU R$ 56,
