,address,areas,bathrooms,bedrooms,parking-spaces,price,price-item-0,price-item-1,
8,"Rua Prudente de Morais, Ipanema",82 m²,,2,1,R$ 9.000 /mês,condomínio R$ 4.350,IPTU R$ 5.360,
9,"Rua São João Batista, Botafogo",75 m²,,2,,R$ 2.000 /mês,condomínio R$ 412,IPTU R$ 115,
12,"Rua Bolívar, Copacabana",60 m²,2,1,,R$ 1.900 /mês,condomínio R$ 950,IPTU R$ 170,
13,"Avenida Alfredo Balthazar da Silveira, Recreio dos Bandeirantes",120 m²,3,3,2,R$ 3.500 /mês,condomínio R$ 813,IPTU R$ 285,
15,"Copacabana, Rio de Janeiro",244 m²,3,3,1,R$ 9.000 /mês,condomínio R$ 2.110,IPTU R$ 767,
16,"Estrada do Tindiba, Taquara",59 m²,2,2,1,R$ 1.250 /mês,condomínio R$ 650,IPTU R$ 98,
17,"Rua Padre Francisco Lanna, Vila Isabel",73 m²,2,2,1,R$ 1.600 /mês,condomínio R$ 686,IPTU R$ 67,
18,"Rua Tirol, Freguesia (Jacarepaguá)",70 m²,2,2,1,R$ 1.700 /mês,condomínio R$ 750,IPTU R$ 100,
19,"Rua Ipanema, Barra da Tijuca",205 m²,1,4,2,R$ 4.500 /mês,condomínio R$ 1.550,IPTU R$ 618,
21,"Rua Marechal Mascarenhas de Morais, Copacabana",66 m²,1,1,1,R$ 2.900 /mês,condomínio R$ 1.800,IPTU R$ 579,
22,"Avenida Jardins de Santa Mônica, Barra da Tijuca",436 m²,,4,3,R$ 30.000 /mês,condomínio R$ 4.540,IPTU R$ 1.300,
23,"Avenida Vieira Souto, Ipanema",105 m²,2,2,1,R$ 9.000 /mês,condomínio R$ 3.300,IPTU R$ 1.670,
25,"Barra da Tijuca, Rio de Janeiro",355 m²,5,5,3,R$ 5.500 /mês,condomínio R$ 5.373,IPTU R$ 991,
26,"Avenida Jornalista Tim Lopes, Barra da Tijuca",352 m²,5,4,5,R$ 13.000 /mês,condomínio R$ 4.500,IPTU R$ 800,
27,"Rua Filgueiras Lima, Riachuelo",74 m²,2,2,1,R$ 1.211 /mês,condomínio R$ 380,,
28,"Estrada do Engenho D'Agua, Anil",65 m²,2,2,1,R$ 1.500 /mês,condomínio R$ 300,IPTU R$ 200,
29,"Avenida Lúcio Costa, Barra da Tijuca",128 m²,3,3,2,R$ 4.000 /mês,condomínio R$ 2.877,IPTU R$ 905,
30,"Avenida Lúcio Costa, Barra da Tijuca",100 m²,,2,1,R$ 3.000 /mês,condomínio R$ 6.862,,
31,"Rua do Resende, Centro",35 m²,,1,,R$ 750 /mês,condomínio R$ 430,IPTU R$ 25,
32,"Ilha Governador, Rio de Janeiro",50 m²,1,1,1,R$ 950 /mês,condomínio R$ 520,IPTU R$ 65,
33,"Rua Pernambuco, Engenho de Dentro",50 m²,1,2,,R$ 1.000 /mês,IPTU R$ 55,,
34,"Rua Gilberto Cardoso, Leblon",80 m²,2,2,1,R$ 5.500 /mês,condomínio R$ 1.035,IPTU R$ 252,
35,"Lagoa, Rio de Janeiro",317 m²,5,4,3,R$ 11.000 /mês,condomínio R$ 6.400,IPTU R$ 2.106,
4,"Rua Conde de Bonfim, Tijuca",98 m²,3,3,1,R$ 2.000 /mês,condomínio R$ 1.125,IPTU R$ 114,
5,"Avenida Rui Barbosa, Flamengo",119 m²,2,3,1,R$ 2.400 /mês,condomínio R$ 2.000,IPTU R$ 450,
6,"Rua São Lázaro, Praça Seca",50 m²,1,1,,R$ 600 /mês,condomínio R$ 10,,
7,"Rua Almirante Ary Rongel, Recreio dos Bandeirantes",90 m²,1,3,2,R$ 2.100 /mês,condomínio R$ 900,IPTU R$ 180,
8,"Praia do Flamengo, Flamengo",180 m²,2,3,1,R$ 5.450 /mês,condomínio R$ 1.629,IPTU R$ 5.447,
9,"Avenida Lúcio Costa, Barra da Tijuca",384 m²,2,4,3,R$ 14.000 /mês,condomínio R$ 11.431,IPTU R$ 29.638,
10,"Rua Santa Alexandrina, Rio Comprido",85 m²,2,2,1,R$ 1.200 /mês,condomínio R$ 787,IPTU R$ 50,
11,"Rua Souza Lima, Copacabana",130 m²,5,3,1,R$ 8.500 /mês,condomínio R$ 1.100,IPTU R$ 2.000,
12,"Rua Sanatório, Madureira",52 m²,1,1,1,R$ 750 /mês,condomínio R$ 350,IPTU R$ 39,
13,"Rua Duvivier, Copacabana",100 m²,3,3,,R$ 1.800 /mês,condomínio R$ 912,IPTU R$ 211,
14,"Rua das Palmeiras, Botafogo",95 m²,1,2,1,R$ 2.600 /mês,condomínio R$ 923,IPTU R$ 261,
15,"Rua Fala Amendoeira, Barra da Tijuca",172 m²,1,4,3,R$ 7.500 /mês,condomínio R$ 2.968,IPTU R$ 541,
16,"Estrada Benvindo de Novaes, Recreio dos Bandeirantes",70 m²,2,2,1,R$ 2.800 /mês,condomínio R$ 630,IPTU R$ 170,
17,"Avenida Pasteur, Botafogo",101 m²,1,3,1,R$ 2.500 /mês,condomínio R$ 1.270,IPTU R$ 158,
18,"Rua Conde de Bonfim, Tijuca",120 m²,1,3,1,R$ 2.300 /mês,condomínio R$ 560,IPTU R$ 209,
19,"Rua do Catete, Catete",66 m²,1,1,1,R$ 2.500 /mês,condomínio R$ 680,IPTU R$ 155,
20,"Rua Ferreira de Andrade, Cachambi",59 m²,1,1,1,R$ 1.200 /mês,condomínio R$ 630,IPTU R$ 77,
21,"Estrada do Quitungo, Braz de Pina",86 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 230,IPTU R$ 30,
22,"Avenida General San Martin, Leblon",200 m²,7,4,2,R$ 9.000 /mês,condomínio R$ 2.439,IPTU R$ 1.371,
23,"Rua Senador Muniz Freire, Vila Isabel",72 m²,2,2,1,R$ 1.700 /mês,condomínio R$ 620,IPTU R$ 95,
24,"Avenida Henrique Dumont, Ipanema",200 m²,2,3,1,R$ 14.000 /mês,condomínio R$ 3.800,IPTU R$ 952,
25,"Avenida das Acácias da Península, Barra da Tijuca",179 m²,2,3,4,R$ 6.500 /mês,condomínio R$ 2.600,IPTU R$ 430,
26,"Rua Professor Nehemias Gueiros, Recreio dos Bandeirantes",110 m²,2,3,1,R$ 2.200 /mês,condomínio R$ 748,IPTU R$ 279,
28,"Rua Klara Zilbernick, Recreio dos Bandeirantes",84 m²,,2,2,R$ 2.100 /mês,condomínio R$ 525,IPTU R$ 182,
30,"Rua João Líra, Leblon",125 m²,,3,,R$ 10.000 /mês,condomínio R$ 1.650,IPTU R$ 440,
31,"Avenida Prefeito Mendes de Morais, São Conrado",650 m²,,5,3,R$ 30.000 /mês,condomínio R$ 15.400,IPTU R$ 3.500,
32,"Rua Almirante Alexandrino, Santa Teresa",120 m²,2,3,,R$ 2.700 /mês,condomínio R$ 1.158,IPTU R$ 98,
33,"Rua Alberto de Campos, Ipanema",270 m²,4,4,3,R$ 15.000 /mês,condomínio R$ 1.400,IPTU R$ 4.000,
34,"Avenida Pepe, Barra da Tijuca",270 m²,2,3,3,R$ 9.996 /mês,condomínio R$ 3.800,IPTU R$ 1.300,
35,"Rua Joaquim Nabuco, Ipanema",380 m²,,3,2,R$ 17.000 /mês,condomínio R$ 2.450,IPTU R$ 1.508,
0,"Rua São Clemente, Botafogo",69 m²,1,1,1,R$ 2.100 /mês,condomínio R$ 850,IPTU R$ 100,
1,"Rua Barão da Torre, Ipanema",80 m²,4,2,1,R$ 3.700 /mês,condomínio R$ 880,IPTU R$ 135,
2,"Avenida Adolpho de Vasconcelos, Barra da Tijuca",60 m²,2,2,1,R$ 1.900 /mês,condomínio R$ 860,IPTU R$ 200,
4,"Rua General Urquiza, Leblon",118 m²,3,4,1,R$ 6.500 /mês,condomínio R$ 1.917,IPTU R$ 617,
5,"Avenida Epitácio Pessoa, Lagoa",380 m²,4,4,4,R$ 23.000 /mês,condomínio R$ 4.460,,
6,"Avenida Vice-Presidente José Alencar, Jacarepaguá",166 m²,6,4,3,R$ 5.500 /mês,condomínio R$ 2.000,IPTU R$ 400,
7,"Estrada do Tingui, Campo Grande",50 m²,1,2,1,R$ 730 /mês,condomínio R$ 220,,
8,"Rua Constante Ramos, Copacabana",90 m²,,3,1,R$ 2.800 /mês,condomínio R$ 1.450,IPTU R$ 311,
9,"Rua São Manuel, Botafogo",45 m²,1,1,1,R$ 2.100 /mês,condomínio R$ 1.020,IPTU R$ 300,
10,"Avenida das Américas, Barra da Tijuca",85 m²,,2,1,R$ 4.500 /mês,,,
11,"Boulevard Vinte e Oito de Setembro, Vila Isabel",90 m²,2,2,,R$ 1.220 /mês,condomínio R$ 735,IPTU R$ 97,
12,"Rua Ministro Gabriel de Piza, Freguesia de Jacarepaguá",60 m²,1,2,1,R$ 800 /mês,condomínio R$ 700,IPTU R$ 25,
13,"Avenida Rodolfo Amoedo, Barra da Tijuca",253 m²,,4,5,R$ 8.000 /mês,condomínio R$ 1.680,,
14,"Rua Gustavo Corção, Recreio dos Bandeirantes",103 m²,1,3,2,R$ 2.300 /mês,condomínio R$ 957,IPTU R$ 2.582,
15,"Avenida Oswaldo Cruz, Flamengo",75 m²,2,1,1,R$ 3.900 /mês,condomínio R$ 900,IPTU R$ 236,
16,"Lagoa, Rio de Janeiro",400 m²,6,4,4,R$ 25.000 /mês,condomínio R$ 4.600,IPTU R$ 1.500,
17,"Ipanema, Rio de Janeiro",183 m²,2,4,1,R$ 16.000 /mês,condomínio R$ 2.300,IPTU R$ 685,
18,"Rua Paulo César de Andrade, Laranjeiras",330 m²,2,5,2,R$ 8.500 /mês,condomínio R$ 2.730,,
19,"Avenida Cláudio Besserman Vianna, Jacarepaguá",80 m²,2,2,,R$ 1.100 /mês,condomínio R$ 1.100,IPTU R$ 151,
20,"Rua General Ribeiro da Costa, Leme",44 m²,1,1,,R$ 1.400 /mês,condomínio R$ 869,IPTU R$ 69,
21,"Avenida Raymundo Magalhães Júnior, Barra da Tijuca",96 m²,2,2,2,R$ 2.100 /mês,condomínio R$ 1.289,IPTU R$ 257,
22,"Rua Conde de Bonfim, Tijuca",38 m²,1,1,,R$ 1.500 /mês,condomínio R$ 400,IPTU R$ 25,
23,"Rua Mamoré, Freguesia (Jacarepaguá)",98 m²,2,2,1,R$ 1.351 /mês,condomínio R$ 694,,
24,"Rua São Dionísio, Penha",52 m²,1,1,,R$ 700 /mês,condomínio R$ 200,IPTU R$ 93,
25,"Rua Ipanema, Barra da Tijuca",161 m²,2,3,2,R$ 4.297 /mês,condomínio R$ 2.478,IPTU R$ 451,
26,"Rua Adriano, Méier",53 m²,2,2,1,R$ 1.400 /mês,condomínio R$ 650,IPTU R$ 49,
27,"Estrada Cachamorra, Campo Grande",48 m²,1,2,,R$ 800 /mês,,,
28,"Praia do Flamengo, Flamengo",180 m²,2,3,1,R$ 5.900 /mês,condomínio R$ 1.550,IPTU R$ 544,
30,"Estrada da Gávea, São Conrado",74 m²,2,2,1,R$ 1.750 /mês,condomínio R$ 1.231,IPTU R$ 173,
31,"Rua Ibia, Turiaçu",49 m²,1,2,,R$ 500 /mês,condomínio R$ 362,,
32,"Rua Viléla Taváres, Lins de Vasconcelos",100 m²,2,3,1,R$ 1.000 /mês,condomínio R$ 650,IPTU R$ 100,
33,"Avenida Atlântica, Copacabana",345 m²,5,3,2,R$ 10.000 /mês,condomínio R$ 4.100,IPTU R$ 14.565,
35,"Rua Professor Gonçalves, Campo Grande",70 m²,2,2,1,R$ 900 /mês,,,
0,"Rua Marquês de Abrantes, Flamengo",98 m²,2,3,,R$ 2.400 /mês,condomínio R$ 1.200,IPTU R$ 215,
1,"Rua Uruguai, Andaraí",85 m²,2,2,,R$ 1.350 /mês,condomínio R$ 552,IPTU R$ 99,
2,"Avenida Lúcio Costa, Barra da Tijuca",550 m²,3,4,3,R$ 21.500 /mês,condomínio R$ 8.000,IPTU R$ 2.400,
4,"Rua Maria Angélica, Jardim Botânico",90 m²,2,3,1,R$ 3.800 /mês,condomínio R$ 1.000,IPTU R$ 310,
5,"Avenida Vice-Presidente José Alencar, Jacarepaguá",150 m²,2,4,2,R$ 4.500 /mês,condomínio R$ 2.500,IPTU R$ 440,
6,"Rua Godofredo Viana, Taquara",60 m²,2,2,1,R$ 1.250 /mês,condomínio R$ 600,IPTU R$ 50,
7,"Rua Aristeu, Curicica",61 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 150,IPTU R$ 53,
8,"Rua Nascimento Silva, Ipanema",150 m²,2,3,1,R$ 9.000 /mês,condomínio R$ 2.450,IPTU R$ 724,
9,"Rua Dezenove de Fevereiro, Botafogo",94 m²,,2,1,R$ 4.500 /mês,condomínio R$ 1.330,IPTU R$ 402,
10,"Praia Botafogo, Botafogo",402 m²,5,5,2,R$ 10.300 /mês,condomínio R$ 2.880,IPTU R$ 965,
11,"Rua Paissandu, Flamengo",72 m²,2,2,,R$ 2.300 /mês,condomínio R$ 900,IPTU R$ 160,
12,"Rua Comendador Siqueira, Pechincha",80 m²,2,2,1,R$ 1.500 /mês,condomínio R$ 300,,
15,"Avenida Cesário de Melo, Inhoaíba",50 m²,1,2,1,R$ 650 /mês,condomínio R$ 220,,
16,"Rua Uruguai, Tijuca",85 m²,1,3,1,R$ 2.150 /mês,condomínio R$ 810,IPTU R$ 87,
17,"Rua das Amendoeiras, Cosmos",46 m²,1,2,1,R$ 680 /mês,condomínio R$ 165,,
18,"Rua Pinheiro Guimarães, Botafogo",124 m²,3,4,,R$ 5.500 /mês,condomínio R$ 1.804,IPTU R$ 474,
19,"Praça Comandante Xavier de Brito, Tijuca",90 m²,1,2,,R$ 1.700 /mês,condomínio R$ 800,IPTU R$ 197,
20,"Rua Haddock Lobo, Tijuca",80 m²,2,2,1,R$ 1.300 /mês,condomínio R$ 769,IPTU R$ 103,
21,"Avenida Paulo de Frontin, Praça da Bandeira",54 m²,,1,,R$ 1.200 /mês,condomínio R$ 426,,
22,"Rua Intendente Cunha Menezes, Méier",59 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 606,IPTU R$ 57,
23,"Rua Moranga, Inhoaíba",49 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 335,,
24,"Leblon, Rio de Janeiro",205 m²,1,4,2,R$ 13.000 /mês,condomínio R$ 6.000,IPTU R$ 1.214,
25,"Rua Prudente de Morais, Ipanema",86 m²,2,2,1,R$ 11.000 /mês,condomínio R$ 4.569,IPTU R$ 757,
26,"Rua Rodolfo Dantas, Copacabana",190 m²,2,3,,R$ 6.500 /mês,condomínio R$ 1.800,IPTU R$ 326,
27,"Avenida Atlântica, Copacabana",73 m²,2,2,1,R$ 1.750 /mês,condomínio R$ 1.700,IPTU R$ 240,
28,"Rua Jornalista Henrique Cordeiro, Barra da Tijuca",85 m²,3,2,1,R$ 2.300 /mês,condomínio R$ 1.000,IPTU R$ 222,
31,"Rio de Janeiro, Rio de Janeiro",33 m²,1,1,1,R$ 1.650 /mês,condomínio R$ 690,IPTU R$ 63,
32,"Rua Maria Angélica, Jardim Botânico",85 m²,1,2,2,R$ 3.200 /mês,condomínio R$ 1.796,IPTU R$ 315,
33,"Jacarepaguá, Rio de Janeiro",64 m²,2,2,1,R$ 2.500 /mês,condomínio R$ 1.400,IPTU R$ 114,
34,"Rua Adolfo Bergamini, Engenho de Dentro",75 m²,2,2,,R$ 1.000 /mês,condomínio R$ 340,IPTU R$ 51,
35,"Avenida Niemeyer, São Conrado",280 m²,2,3,2,R$ 5.000 /mês,condomínio R$ 1.800,IPTU R$ 34,
0,"Rua Visconde de Santa Isabel, Vila Isabel",75 m²,,2,,R$ 1.000 /mês,condomínio R$ 605,,
1,"Avenida Atlântica, Copacabana",320 m²,4,3,1,R$ 5.800 /mês,condomínio R$ 2.200,IPTU R$ 292,
2,"Rua das Laranjeiras, Laranjeiras",140 m²,2,3,2,R$ 3.300 /mês,condomínio R$ 1.500,IPTU R$ 260,
3,"Avenida Atlântica, Copacabana",578 m²,8,5,1,R$ 23.000 /mês,condomínio R$ 1.300,IPTU R$ 1.580,
4,"Rua Chico Moreira, Campo Grande",50 m²,1,2,1,R$ 700 /mês,,,
7,"Rua Homem de Melo, Tijuca",104 m²,1,3,1,R$ 2.600 /mês,condomínio R$ 1.100,IPTU R$ 230,
9,"Avenida Teixeira de Castro, Bonsucesso",60 m²,1,2,,R$ 1.200 /mês,condomínio R$ 350,,
11,"Rua Omar Bandeira Ramidan Sobrinho, Recreio dos Bandeirantes",88 m²,3,3,1,R$ 2.830 /mês,condomínio R$ 784,IPTU R$ 207,
12,"Avenida Atlântica, Copacabana",230 m²,1,4,2,R$ 10.000 /mês,condomínio R$ 4.000,IPTU R$ 700,
13,"Rua Alberto de Campos, Ipanema",80 m²,1,2,,R$ 3.000 /mês,condomínio R$ 900,IPTU R$ 197,
14,"Rua Clodoaldo de Freitas, Guadalupe",40 m²,1,2,,R$ 650 /mês,,,
15,"Rua Hermínia, Cachambi",45 m²,1,2,,R$ 900 /mês,condomínio R$ 320,,
16,"Estrada dos Bandeirantes, Vargem Pequena",60 m²,1,3,,R$ 1.500 /mês,condomínio R$ 449,IPTU R$ 55,
17,"Rua Espumas, Jardim Guanabara",40 m²,1,1,,R$ 1.000 /mês,condomínio R$ 350,,
18,"Rua Siqueira Campos, Copacabana",70 m²,,2,1,R$ 2.700 /mês,condomínio R$ 700,IPTU R$ 175,
19,"Rua Rita Ludolf, Leblon",150 m²,3,3,1,R$ 11.500 /mês,condomínio R$ 3.350,IPTU R$ 815,
21,"Rua Souza Lima, Copacabana",85 m²,2,2,2,R$ 3.400 /mês,condomínio R$ 1.342,IPTU R$ 327,
22,"Rua Barão de Mesquita, Tijuca",65 m²,1,2,,R$ 1.500 /mês,condomínio R$ 520,IPTU R$ 90,
23,"Rua Grajaú, Grajau",90 m²,3,3,1,R$ 2.000 /mês,condomínio R$ 725,IPTU R$ 100,
24,"Avenida Pepe, Barra da Tijuca",226 m²,,3,3,R$ 15.000 /mês,condomínio R$ 2.800,IPTU R$ 1.407,
25,"Rua Sanharó, Barra da Tijuca",742 m²,,3,5,R$ 11.000 /mês,condomínio R$ 4.500,,
26,"Avenida Nossa Senhora de Copacabana, Copacabana",110 m²,1,3,,R$ 4.000 /mês,condomínio R$ 1.000,IPTU R$ 263,
28,"Estrada Iaraqua, Campo Grande",47 m²,1,2,1,R$ 700 /mês,,,
29,"Rua Domingos Ferreira, Copacabana",90 m²,1,2,1,R$ 4.800 /mês,condomínio R$ 940,IPTU R$ 180,
31,"Rua Constante Ramos, Copacabana",80 m²,2,2,,R$ 2.900 /mês,condomínio R$ 800,IPTU R$ 120,
32,"Rua Silveira Martins, Flamengo",115 m²,2,2,2,R$ 4.000 /mês,condomínio R$ 570,IPTU R$ 2.500,
33,"Avenida Adolpho de Vasconcelos, Barra da Tijuca",52 m²,1,2,1,R$ 1.150 /mês,condomínio R$ 704,IPTU R$ 104,
34,"Rua Ângelo Bittencourt, Vila Isabel",76 m²,,2,1,R$ 950 /mês,condomínio R$ 840,,
1,"Rua César Lattes, Barra da Tijuca",70 m²,2,2,1,R$ 2.100 /mês,condomínio R$ 1.001,IPTU R$ 160,
2,"Rua Doutor Satamini, Tijuca",144 m²,2,3,1,R$ 2.380 /mês,condomínio R$ 1.590,IPTU R$ 234,
3,"Avenida Vice-Presidente José Alencar, Jacarepaguá",69 m²,2,2,1,R$ 2.100 /mês,condomínio R$ 1.200,,
5,"Rua Conde de Lages, Santa Teresa",45 m²,1,1,1,R$ 1.500 /mês,condomínio R$ 587,IPTU R$ 92,
6,"Rua Barão de Mesquita, Tijuca",100 m²,2,3,1,R$ 1.600 /mês,condomínio R$ 665,IPTU R$ 148,
7,"Rua Morais e Silva, Maracanã",88 m²,3,2,1,R$ 5.000 /mês,condomínio R$ 1.000,IPTU R$ 152,
8,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",85 m²,3,2,1,R$ 2.300 /mês,condomínio R$ 1.300,IPTU R$ 228,
9,"Estrada Rodrigues Caldas, Taquara",52 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 670,IPTU R$ 55,
11,"Rua Marquês de Olinda, Botafogo",40 m²,1,1,,R$ 1.700 /mês,,,
12,"Rua Paula Freitas, Copacabana",100 m²,1,2,1,R$ 2.500 /mês,condomínio R$ 1.500,IPTU R$ 319,
13,"Rua Professor Manuel Ferreira, Gávea",100 m²,3,2,1,R$ 5.500 /mês,condomínio R$ 1.211,IPTU R$ 371,
14,"Rua Comendador Bastos, Freguesia (Ilha do Governador)",75 m²,2,2,1,R$ 1.200 /mês,IPTU R$ 84,,
15,"Rua do Humaitá, Humaitá",75 m²,2,2,1,R$ 3.000 /mês,condomínio R$ 1.384,IPTU R$ 230,
16,"Estrada Meringuava, Jacarepaguá",58 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 550,IPTU R$ 52,
18,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",240 m²,1,4,3,R$ 9.800 /mês,condomínio R$ 3.500,IPTU R$ 658,
19,"Estrada Pau-ferro, Pechincha",70 m²,,3,1,R$ 1.490 /mês,condomínio R$ 650,IPTU R$ 75,
20,"Rua Joaquim Távora, Engenho Novo",56 m²,1,2,1,R$ 700 /mês,condomínio R$ 413,IPTU R$ 17,
21,"Rua Carlos Gois, Leblon",304 m²,5,4,3,R$ 18.000 /mês,condomínio R$ 5.150,IPTU R$ 1.638,
23,"Rua Pedro Américo, Catete",30 m²,1,1,,R$ 1.000 /mês,condomínio R$ 510,IPTU R$ 35,
24,"Praça Antônio Callado, Barra da Tijuca",94 m²,3,2,1,R$ 2.400 /mês,condomínio R$ 1.410,IPTU R$ 260,
25,"Rua Quirino dos Santos, Jardim Guanabara",240 m²,4,4,3,R$ 2.900 /mês,condomínio R$ 1.200,,
26,"Estrada dos Bandeirantes, Jacarepaguá",65 m²,2,2,,R$ 1.350 /mês,condomínio R$ 599,IPTU R$ 103,
27,"Estrada dos Três Rios, Freguesia (Jacarepaguá)",72 m²,2,2,1,R$ 1.600 /mês,condomínio R$ 700,,
29,"Rua Vilela Tavares, Méier",63 m²,1,2,,R$ 1.000 /mês,condomínio R$ 529,IPTU R$ 54,
30,"Rua Retiro dos Artistas, Pechincha",45 m²,1,1,1,R$ 600 /mês,condomínio R$ 530,,
31,"Avenida Lúcio Costa, Barra da Tijuca",222 m²,3,4,3,R$ 12.000 /mês,condomínio R$ 5.384,IPTU R$ 1.546,
32,"Avenida Presidente Vargas, Cidade Nova",57 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 440,IPTU R$ 48,
33,"Rua Ângelo Bittencourt, Vila Isabel",102 m²,2,3,2,R$ 2.100 /mês,condomínio R$ 850,IPTU R$ 98,
34,"Rua Vinte e Quatro de Maio, São Francisco Xavier",81 m²,2,2,1,R$ 1.000 /mês,condomínio R$ 963,IPTU R$ 75,
35,"Rua Marquês de Abrantes, Flamengo",102 m²,2,3,,R$ 3.500 /mês,condomínio R$ 1.000,IPTU R$ 231,
1,"Rua Prudente de Morais, Ipanema",178 m²,4,3,1,R$ 7.000 /mês,condomínio R$ 2.900,IPTU R$ 786,
3,"Rua Borja Reis, Engenho de Dentro",50 m²,1,2,1,R$ 800 /mês,condomínio R$ 483,,
4,"Rua César Lattes, Barra da Tijuca",68 m²,1,1,1,R$ 1.999 /mês,condomínio R$ 965,IPTU R$ 233,
6,"Rua Demosthenes Madureira de Pinho, Recreio dos Bandeirantes",85 m²,3,3,,R$ 2.700 /mês,condomínio R$ 870,IPTU R$ 271,
7,"Rua Nossa Senhora das Graças, Ramos",60 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 200,,
8,"Rua Demosthenes Madureira de Pinho, Recreio dos Bandeirantes",200 m²,2,4,2,R$ 3.000 /mês,condomínio R$ 1.050,,
9,"Rua Prudente de Morais, Ipanema",50 m²,1,1,1,R$ 2.300 /mês,condomínio R$ 2.135,IPTU R$ 604,
10,"Avenida Atlântica, Copacabana",200 m²,3,3,1,R$ 6.000 /mês,condomínio R$ 2.495,IPTU R$ 6.000,
13,"Avenida Ataulfo de Paiva, Leblon",78 m²,2,2,1,R$ 3.300 /mês,condomínio R$ 1.000,IPTU R$ 260,
15,"Rua Visconde de Silva, Botafogo",105 m²,3,3,2,R$ 5.000 /mês,condomínio R$ 1.600,IPTU R$ 3.287,
17,"Avenida Rui Barbosa, Flamengo",190 m²,1,3,1,R$ 5.000 /mês,condomínio R$ 1.940,,
19,"Rua Luís Barbosa, Vila Isabel",44 m²,1,1,,R$ 980 /mês,condomínio R$ 250,IPTU R$ 25,
21,"Rua Timóteo da Costa, Leblon",158 m²,2,3,2,R$ 8.000 /mês,condomínio R$ 2.000,IPTU R$ 500,
25,"Praia Botafogo, Botafogo",170 m²,2,4,2,R$ 7.000 /mês,condomínio R$ 2.100,IPTU R$ 490,
26,"Rua Fernão Cardim, Engenho de Dentro",60 m²,2,3,1,R$ 1.600 /mês,condomínio R$ 600,,
30,"Estrada dos Três Rios, Freguesia (Jacarepaguá)",58 m²,,3,1,R$ 1.250 /mês,condomínio R$ 270,IPTU R$ 55,
31,"Rua Brás Cubas, Pavuna",57 m²,1,3,1,R$ 550 /mês,condomínio R$ 441,IPTU R$ 10,
32,"Rua Gustavo Sampaio, Leme",50 m²,1,1,,R$ 1.900 /mês,condomínio R$ 489,IPTU R$ 112,
33,"Avenida Princesa Isabel, Copacabana",30 m²,,1,,R$ 1.000 /mês,condomínio R$ 552,IPTU R$ 75,
34,"Rua Nascimento Silva, Ipanema",160 m²,1,3,1,R$ 8.000 /mês,condomínio R$ 1.600,IPTU R$ 830,
35,"Rua General Polidoro, Botafogo",71 m²,2,2,1,R$ 2.900 /mês,condomínio R$ 600,IPTU R$ 162,
0,"Rua São Luiz Gonzaga, São Cristóvão",,,1,,R$ 800 /mês,condomínio R$ 193,IPTU R$ 31,40 m²
1,"Avenida Delfim Moreira, Leblon",,,2,,R$ 25.000 /mês,condomínio R$ 6.000,IPTU R$ 2.900,2
2,"Rua Flávio José da Costa, Pitangueiras",,,2,,R$ 1.300 /mês,condomínio R$ 270,IPTU R$ 25,1
3,"Rua Rabino Henrique Lemle, Recreio dos Bandeirantes",,,3,,R$ 2.800 /mês,condomínio R$ 800,IPTU R$ 280,2
4,"Estrada do Tindiba, Taquara",,,3,,R$ 1.500 /mês,condomínio R$ 720,,2
5,"Praia do Flamengo, Flamengo",,,3,,R$ 17.000 /mês,condomínio R$ 2.350,IPTU R$ 690,235 m²
7,"Rua General Urquiza, Leblon",,,3,,R$ 10.000 /mês,condomínio R$ 2.425,IPTU R$ 396,2
8,"Rua General Artigas, Leblon",,,4,,R$ 11.000 /mês,condomínio R$ 3.900,IPTU R$ 770,2
9,"Praia José Bonifácio, Paquetá",,,1,,R$ 1.000 /mês,condomínio R$ 350,IPTU R$ 15,1
10,"Rua Casuarina, Lagoa",,,3,,R$ 4.000 /mês,condomínio R$ 1.700,IPTU R$ 740,3
11,"Rua General Severiano, Botafogo",,,2,,R$ 2.700 /mês,condomínio R$ 1.000,IPTU R$ 100,1
13,"Rua Alves de Brito, Tijuca",,,2,,R$ 1.800 /mês,condomínio R$ 400,IPTU R$ 85,1
14,"Rua Senador Euzebio, Flamengo",,,1,,R$ 2.250 /mês,condomínio R$ 1.009,IPTU R$ 162,2
15,"Avenida Atlântica, Copacabana",,,3,,R$ 3.900 /mês,condomínio R$ 1.200,IPTU R$ 780,180 m²
16,"Rua Teodoro da Silva, Vila Isabel",,,2,,R$ 1.800 /mês,condomínio R$ 850,IPTU R$ 64,1
17,"Rua Bolivar, Copacabana",,,3,,R$ 3.300 /mês,condomínio R$ 1.244,IPTU R$ 399,2
18,"Avenida dos Mananciais, Taquara",,,2,,R$ 900 /mês,,,2
