address,areas,bathrooms,bedrooms,parking-spaces,zap_price_pmo,zap_price_cls,zap_price_iptu,latitude,longitude,street,neighborhood,r$_pmo,usd_pmo
"Campo Grande, Rio de Janeiro",43 m²,1.0,2.0,1.0,R$ 800 /mês,condomínio R$ 200,,-22.902953,-43.5591295,Campo Grande, Rio de Janeiro,800,185.96
"Rua Canning, Ipanema",136 m²,3.0,3.0,1.0,R$ 5.000 /mês,condomínio R$ 1.373,IPTU R$ 566,-22.9848957,-43.1952136,Rua Canning, Ipanema,5000,1162.23
"Rua Borja Reis, Engenho de Dentro",50 m²,1.0,1.0,1.0,R$ 900 /mês,condomínio R$ 483,,-22.9044357,-43.298857700000006,Rua Borja Reis, Engenho de Dentro,900,209.2
"Rua Marquês de Paraná, Flamengo",40 m²,1.0,1.0,,R$ 1.550 /mês,condomínio R$ 565,IPTU R$ 29,-22.9383687,-43.1765099,Rua Marquês de Paraná, Flamengo,1550,360.29
"Rua Barata Ribeiro, Copacabana",60 m²,2.0,1.0,,R$ 3.200 /mês,condomínio R$ 650,IPTU R$ 110,-22.9654545,-43.18084520000001,Rua Barata Ribeiro, Copacabana,3200,743.83
"Rua Desembargador Paulo Alonso, Recreio dos Bandeirantes",115 m²,2.0,3.0,2.0,R$ 2.500 /mês,condomínio R$ 1.100,IPTU R$ 350,-23.0197777,-43.479158899999995,Rua Desembargador Paulo Alonso, Recreio dos Bandeirantes,2500,581.12
"Avenida Epitácio Pessoa, Lagoa",125 m²,3.0,3.0,2.0,R$ 3.500 /mês,condomínio R$ 1.500,IPTU R$ 512,-22.9803652,-43.2139765,Avenida Epitácio Pessoa, Lagoa,3500,813.56
"Rua Marquês de São Vicente, Gávea",83 m²,2.0,3.0,1.0,R$ 4.200 /mês,condomínio R$ 985,IPTU R$ 470,-22.9770236,-43.230294,Rua Marquês de São Vicente, Gávea,4200,976.27
"Rua Adolfo Bergamini, Engenho de Dentro",59 m²,2.0,2.0,,R$ 1.300 /mês,,,-22.8996367,-43.295828,Rua Adolfo Bergamini, Engenho de Dentro,1300,302.18
"Rua São Gabriel, Cachambi",48 m²,1.0,1.0,1.0,R$ 750 /mês,condomínio R$ 370,IPTU R$ 15,-22.887878399999998,-43.2746974,Rua São Gabriel, Cachambi,750,174.33
"Rua Dezenove de Fevereiro, Botafogo",90 m²,3.0,2.0,1.0,R$ 4.250 /mês,condomínio R$ 1.270,IPTU R$ 383,-22.948844649999998,-43.17982909625297,Rua Dezenove de Fevereiro, Botafogo,4250,987.9
"Taquara, Rio de Janeiro",93 m²,3.0,3.0,1.0,R$ 1.200 /mês,condomínio R$ 968,IPTU R$ 80,-22.921886399999998,-43.384646000000004,Taquara, Rio de Janeiro,1200,278.94
"Rua General Glicério, Laranjeiras",100 m²,3.0,3.0,1.0,R$ 3.100 /mês,condomínio R$ 1.200,IPTU R$ 187,-22.940859399999997,-43.1915055,Rua General Glicério, Laranjeiras,3100,720.58
"Estrada de Camorim, Jacarepaguá",45 m²,1.0,2.0,1.0,R$ 1.000 /mês,condomínio R$ 322,,-22.969351,-43.4257664,Estrada de Camorim, Jacarepaguá,1000,232.45
"Avenida Prado Júnior, Copacabana",30 m²,1.0,1.0,,R$ 1.750 /mês,condomínio R$ 340,IPTU R$ 34,-22.964367000000003,-43.1746755,Avenida Prado Júnior, Copacabana,1750,406.78
"Avenida Lúcio Costa, Barra da Tijuca",228 m²,1.0,4.0,3.0,R$ 20.000 /mês,condomínio R$ 4.200,IPTU R$ 17.000,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,20000,4648.92
"Rua Ipanema, Barra da Tijuca",161 m²,1.0,3.0,2.0,R$ 4.500 /mês,condomínio R$ 2.478,IPTU R$ 451,-23.0011303,-43.3608268,Rua Ipanema, Barra da Tijuca,4500,1046.01
"Rua Júlio de Castilhos, Copacabana",31 m²,1.0,1.0,,R$ 1.700 /mês,condomínio R$ 500,IPTU R$ 75,-22.984220800000003,-43.1916424,Rua Júlio de Castilhos, Copacabana,1700,395.16
"Rua Ana Silva, Pechincha",62 m²,1.0,2.0,1.0,R$ 1.000 /mês,condomínio R$ 535,IPTU R$ 85,-22.923876500000002,-43.353021999999996,Rua Ana Silva, Pechincha,1000,232.45
"Avenida Lúcio Costa, Barra da Tijuca",202 m²,2.0,4.0,3.0,R$ 12.000 /mês,condomínio R$ 6.623,,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,12000,2789.35
"Rua Otelo Rosa, Irajá",66 m²,1.0,1.0,,R$ 900 /mês,condomínio R$ 200,,-22.8299726,-43.3197998,Rua Otelo Rosa, Irajá,900,209.2
"Rua Povina Cavalcanti, São Conrado",230 m²,3.0,4.0,2.0,R$ 6.500 /mês,condomínio R$ 2.300,IPTU R$ 510,-22.9973818,-43.260230799999995,Rua Povina Cavalcanti, São Conrado,6500,1510.9
"Estrada Benvindo de Novaes, Recreio dos Bandeirantes",60 m²,3.0,2.0,1.0,R$ 2.697 /mês,condomínio R$ 750,IPTU R$ 165,-23.013892000000002,-43.4634254,Estrada Benvindo de Novaes, Recreio dos Bandeirantes,2697,626.91
"Rua Escultor Sergio Camargo, Jacarepaguá",90 m²,3.0,3.0,1.0,R$ 2.300 /mês,condomínio R$ 1.500,IPTU R$ 1.800,-22.9665038,-43.3713193,Rua Escultor Sergio Camargo, Jacarepaguá,2300,534.63
"Avenida Ataulfo de Paiva, Leblon",130 m²,,4.0,1.0,R$ 11.000 /mês,condomínio R$ 2.130,,-22.984592000000003,-43.2241076,Avenida Ataulfo de Paiva, Leblon,11000,2556.91
"Avenida Beira-Mar, Centro",120 m²,2.0,3.0,,R$ 7.800 /mês,condomínio R$ 1.400,IPTU R$ 550,-22.912308300000003,-43.1732237,Avenida Beira-Mar, Centro,7800,1813.08
"Rua Alcides Lima, Jacarepaguá",70 m²,2.0,2.0,1.0,R$ 1.650 /mês,condomínio R$ 557,IPTU R$ 98,-22.9451467,-43.3374151,Rua Alcides Lima, Jacarepaguá,1650,383.54
"Avenida Marechal Henrique Lott, Barra da Tijuca",70 m²,1.0,1.0,1.0,R$ 1.900 /mês,condomínio R$ 1.119,IPTU R$ 1.100,-23.001908,-43.3501969,Avenida Marechal Henrique Lott, Barra da Tijuca,1900,441.65
"Rua Frei Caneca, Centro",30 m²,1.0,1.0,,R$ 900 /mês,condomínio R$ 458,IPTU R$ 252,-22.9111852,-43.193242600000005,Rua Frei Caneca, Centro,900,209.2
"Avenida Alexandre Ferreira, Lagoa",160 m²,1.0,3.0,2.0,R$ 3.900 /mês,condomínio R$ 2.755,IPTU R$ 547,-22.9604618,-43.203900899999994,Avenida Alexandre Ferreira, Lagoa,3900,906.54
"Avenida Cláudio Besserman Vianna, Jacarepaguá",114 m²,1.0,3.0,1.0,R$ 1.350 /mês,condomínio R$ 1.392,IPTU R$ 234,-22.9739287,-43.35973320000001,Avenida Cláudio Besserman Vianna, Jacarepaguá,1350,313.8
"Avenida Atlântica, Copacabana",600 m²,6.0,5.0,1.0,R$ 15.500 /mês,condomínio R$ 1.309,IPTU R$ 1.550,-22.9766415,-43.188297,Avenida Atlântica, Copacabana,15500,3602.91
"Avenida Atlântica, Copacabana",270 m²,3.0,4.0,4.0,R$ 15.000 /mês,condomínio R$ 2.520,IPTU R$ 1.567,-22.9766415,-43.188297,Avenida Atlântica, Copacabana,15000,3486.69
"Rua São João Gualberto, Vila da Penha",41 m²,1.0,1.0,,R$ 800 /mês,condomínio R$ 263,IPTU R$ 10,-22.843897600000002,-43.3069659,Rua São João Gualberto, Vila da Penha,800,185.96
"Rua Bartolomeu Portela, Botafogo",25 m²,1.0,1.0,,R$ 1.200 /mês,condomínio R$ 334,IPTU R$ 30,-22.9506576,-43.1759883,Rua Bartolomeu Portela, Botafogo,1200,278.94
"Rua Arquias Cordeiro, Engenho Novo",71 m²,2.0,2.0,1.0,R$ 1.300 /mês,condomínio R$ 670,IPTU R$ 56,-22.9039197,-43.2733079,Rua Arquias Cordeiro, Engenho Novo,1300,302.18
"Rua Araguaia, Freguesia (Jacarepaguá)",80 m²,1.0,3.0,1.0,R$ 2.000 /mês,condomínio R$ 767,IPTU R$ 183,-22.937735600000003,-43.3446284,Rua Araguaia, Freguesia (Jacarepaguá),2000,464.89
"Avenida Lúcio Costa, Barra da Tijuca",66 m²,1.0,1.0,1.0,R$ 2.300 /mês,condomínio R$ 1.600,IPTU R$ 541,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,2300,534.63
"Rua General Severiano, Botafogo",65 m²,1.0,2.0,1.0,R$ 2.200 /mês,condomínio R$ 950,IPTU R$ 180,-22.9530993,-43.177193700000004,Rua General Severiano, Botafogo,2200,511.38
"Rua Morais e Silva, Maracanã",85 m²,2.0,2.0,1.0,R$ 2.000 /mês,condomínio R$ 987,IPTU R$ 108,-22.912447600000004,-43.2220924,Rua Morais e Silva, Maracanã,2000,464.89
"Rua Barão do Bom Retiro, Grajaú",86 m²,2.0,3.0,,R$ 1.600 /mês,condomínio R$ 584,IPTU R$ 101,-22.9195247,-43.2615033,Rua Barão do Bom Retiro, Grajaú,1600,371.91
"Rua Aroazes, Jacarepaguá",64 m²,2.0,2.0,1.0,R$ 1.800 /mês,condomínio R$ 617,IPTU R$ 1.136,-22.9709611,-43.395351399999996,Rua Aroazes, Jacarepaguá,1800,418.4
"Avenida Pepe, Barra da Tijuca",325 m²,3.0,4.0,4.0,R$ 10.000 /mês,condomínio R$ 3.500,IPTU R$ 1.900,-23.0143229,-43.2972041,Avenida Pepe, Barra da Tijuca,10000,2324.46
"Rua Pacheco Leão, Jardim Botânico",90 m²,3.0,3.0,1.0,R$ 3.500 /mês,condomínio R$ 1.250,IPTU R$ 280,-22.9656645,-43.223445299999995,Rua Pacheco Leão, Jardim Botânico,3500,813.56
"Ipanema, Rio de Janeiro",190 m²,2.0,3.0,1.0,R$ 3.800 /mês,condomínio R$ 2.070,IPTU R$ 640,-22.9839557,-43.202216299999996,Ipanema, Rio de Janeiro,3800,883.29
"Rua Santa Clara, Copacabana",146 m²,2.0,3.0,1.0,R$ 3.200 /mês,condomínio R$ 2.285,IPTU R$ 410,-22.9690461,-43.18946629999999,Rua Santa Clara, Copacabana,3200,743.83
"Avenida Atlântica, Copacabana",389 m²,5.0,4.0,2.0,R$ 9.500 /mês,condomínio R$ 4.750,IPTU R$ 1.631,-22.9766415,-43.188297,Avenida Atlântica, Copacabana,9500,2208.24
"Avenida Lúcio Costa, Barra da Tijuca",70 m²,,1.0,1.0,R$ 2.300 /mês,condomínio R$ 1.200,IPTU R$ 306,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,2300,534.63
"Avenida Jambeiro, Vila Valqueire",88 m²,2.0,2.0,1.0,R$ 1.400 /mês,condomínio R$ 300,IPTU R$ 91,-22.881858800000003,-43.3709908,Avenida Jambeiro, Vila Valqueire,1400,325.42
"Rua Isolina, Méier",70 m²,1.0,2.0,1.0,R$ 807 /mês,condomínio R$ 750,IPTU R$ 50,-22.9059313,-43.279063,Rua Isolina, Méier,807,187.58
"Rua Lima Barros, Vasco da Gama",60 m²,1.0,1.0,,R$ 650 /mês,condomínio R$ 406,IPTU R$ 14,-22.890891,-43.2256822,Rua Lima Barros, Vasco da Gama,650,151.09
"Rua Siqueira Campos, Copacabana",75 m²,1.0,2.0,1.0,R$ 3.000 /mês,condomínio R$ 700,IPTU R$ 130,-22.968515300000004,-43.1850961,Rua Siqueira Campos, Copacabana,3000,697.34
"Rua Manhuaçu, Vargem Grande",32 m²,1.0,1.0,1.0,R$ 750 /mês,,,-22.9806891,-43.494756,Rua Manhuaçu, Vargem Grande,750,174.33
"Avenida Atlântica, Copacabana",30 m²,1.0,1.0,,R$ 850 /mês,condomínio R$ 448,IPTU R$ 120,-22.9766415,-43.188297,Avenida Atlântica, Copacabana,850,197.58
"Rua Carvalho de Souza, Madureira",69 m²,1.0,2.0,,R$ 450 /mês,condomínio R$ 541,IPTU R$ 9,-22.8761423,-43.33473970000001,Rua Carvalho de Souza, Madureira,450,104.6
"Avenida Lúcio Costa, Recreio dos Bandeirantes",115 m²,,3.0,2.0,R$ 3.000 /mês,condomínio R$ 1.005,IPTU R$ 652,-23.0248278,-43.45716289999999,Avenida Lúcio Costa, Recreio dos Bandeirantes,3000,697.34
"Rua Ramos da Fonseca, Lins de Vasconcelos",100 m²,2.0,2.0,,R$ 1.800 /mês,IPTU R$ 45,,-22.9107177,-43.2886664,Rua Ramos da Fonseca, Lins de Vasconcelos,1800,418.4
"Rua Manuel de Freitas, Irajá",45 m²,1.0,1.0,,R$ 700 /mês,condomínio R$ 170,,-22.8247681,-43.3303814,Rua Manuel de Freitas, Irajá,700,162.71
"Avenida Hildebrando de Araújo Góes, Barra da Tijuca",128 m²,,4.0,2.0,R$ 3.200 /mês,condomínio R$ 1.830,,-22.9984979,-43.385681,Avenida Hildebrando de Araújo Góes, Barra da Tijuca,3200,743.83
"Rua Edwaldo de Vasconcelos, Recreio dos Bandeirantes",81 m²,2.0,2.0,1.0,R$ 1.600 /mês,condomínio R$ 987,IPTU R$ 181,-23.0185151,-43.4634021,Rua Edwaldo de Vasconcelos, Recreio dos Bandeirantes,1600,371.91
"Barra da Tijuca, Rio de Janeiro",118 m²,5.0,3.0,2.0,R$ 2.950 /mês,condomínio R$ 1.850,IPTU R$ 274,-22.999740399999997,-43.3659929,Barra da Tijuca, Rio de Janeiro,2950,685.72
"Avenida das Américas, Guaratiba",45 m²,1.0,1.0,1.0,R$ 1.000 /mês,condomínio R$ 600,,-23.0068092,-43.5514684,Avenida das Américas, Guaratiba,1000,232.45
"Rua Comendador Siqueira, Pechincha",80 m²,1.0,2.0,1.0,R$ 1.300 /mês,condomínio R$ 300,,-22.9251523,-43.3478346,Rua Comendador Siqueira, Pechincha,1300,302.18
"Avenida Lúcio Costa, Barra da Tijuca",60 m²,1.0,1.0,1.0,R$ 1.700 /mês,condomínio R$ 1.650,IPTU R$ 302,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,1700,395.16
"Rua Bolivar, Copacabana",30 m²,1.0,1.0,,R$ 1.200 /mês,condomínio R$ 475,IPTU R$ 76,-22.975793300000003,-43.1912304,Rua Bolivar, Copacabana,1200,278.94
"Rua Professor Azevedo Marques, Leblon",80 m²,,1.0,1.0,R$ 4.500 /mês,condomínio R$ 1.551,,-22.985288399999998,-43.2282029,Rua Professor Azevedo Marques, Leblon,4500,1046.01
"Rua Pereira Nunes, Vila Isabel",70 m²,1.0,2.0,,R$ 1.300 /mês,condomínio R$ 400,IPTU R$ 30,-22.9205272,-43.2382218,Rua Pereira Nunes, Vila Isabel,1300,302.18
"Rua Maria Angélica, Jardim Botânico",80 m²,3.0,2.0,1.0,R$ 2.400 /mês,condomínio R$ 1.465,IPTU R$ 315,-22.960081,-43.2091516,Rua Maria Angélica, Jardim Botânico,2400,557.87
"Rua Conde de Bonfim, Tijuca",110 m²,2.0,3.0,1.0,R$ 3.000 /mês,condomínio R$ 627,IPTU R$ 168,-22.9279379,-43.236188,Rua Conde de Bonfim, Tijuca,3000,697.34
"Estrada Benvindo de Novaes, Recreio dos Bandeirantes",72 m²,1.0,3.0,1.0,R$ 1.900 /mês,condomínio R$ 750,IPTU R$ 170,-23.013892000000002,-43.4634254,Estrada Benvindo de Novaes, Recreio dos Bandeirantes,1900,441.65
"Rua Cardoso de Morais, Bonsucesso",58 m²,1.0,2.0,,R$ 1.100 /mês,condomínio R$ 300,,-22.863659100000003,-43.2542351,Rua Cardoso de Morais, Bonsucesso,1100,255.69
"Avenida Adolpho de Vasconcelos, Barra da Tijuca",58 m²,1.0,2.0,1.0,R$ 1.400 /mês,condomínio R$ 708,IPTU R$ 110,-22.9997404,-43.3659929,Avenida Adolpho de Vasconcelos, Barra da Tijuca,1400,325.42
"Rua Marquês de Olinda, Botafogo",65 m²,1.0,2.0,,R$ 1.300 /mês,condomínio R$ 599,IPTU R$ 100,-22.9435521,-43.1853684,Rua Marquês de Olinda, Botafogo,1300,302.18
"Rua Júlio de Castilhos, Copacabana",76 m²,2.0,2.0,1.0,R$ 3.700 /mês,condomínio R$ 1.200,IPTU R$ 167,-22.984220800000003,-43.1916424,Rua Júlio de Castilhos, Copacabana,3700,860.05
"Rua Visconde de Itamarati, Maracanã",85 m²,2.0,2.0,,R$ 1.850 /mês,condomínio R$ 660,IPTU R$ 68,-22.9159421,-43.230912700000005,Rua Visconde de Itamarati, Maracanã,1850,430.03
"Rua Natal, Botafogo",50 m²,1.0,1.0,,R$ 2.500 /mês,condomínio R$ 400,IPTU R$ 68,-22.9448095,-43.18365120000001,Rua Natal, Botafogo,2500,581.12
"Rua Palmira Gonçalves Maia, Tijuca",82 m²,1.0,3.0,,R$ 2.000 /mês,IPTU R$ 103,,-22.933034,-43.2428477,Rua Palmira Gonçalves Maia, Tijuca,2000,464.89
"Rua Presidente Nereu Ramos, Recreio dos Bandeirantes",202 m²,6.0,4.0,3.0,R$ 3.500 /mês,condomínio R$ 1.300,IPTU R$ 561,-23.0292488,-43.4693688,Rua Presidente Nereu Ramos, Recreio dos Bandeirantes,3500,813.56
"Rua Siqueira Campos, Copacabana",50 m²,2.0,1.0,1.0,R$ 2.800 /mês,condomínio R$ 696,IPTU R$ 100,-22.968515300000004,-43.1850961,Rua Siqueira Campos, Copacabana,2800,650.85
"Estrada do Portela, Madureira",60 m²,1.0,2.0,,R$ 750 /mês,condomínio R$ 450,,-22.870838199999998,-43.3417588,Estrada do Portela, Madureira,750,174.33
"Avenida Alfredo Balthazar da Silveira, Recreio dos Bandeirantes",65 m²,2.0,2.0,2.0,R$ 1.500 /mês,condomínio R$ 1.100,IPTU R$ 125,-23.0211861,-43.4540997,Avenida Alfredo Balthazar da Silveira, Recreio dos Bandeirantes,1500,348.67
"Rua Bauhíneas da Península, Barra da Tijuca",85 m²,2.0,2.0,2.0,R$ 2.800 /mês,condomínio R$ 1.380,IPTU R$ 245,-22.986821300000003,-43.3571161,Rua Bauhíneas da Península, Barra da Tijuca,2800,650.85
"Rua Torres de Oliveira, Piedade",43 m²,1.0,2.0,,R$ 890 /mês,condomínio R$ 281,IPTU R$ 14,-22.9056436,-43.3157305,Rua Torres de Oliveira, Piedade,890,206.88
"Rua da Abolição, Abolição",65 m²,1.0,2.0,,R$ 900 /mês,condomínio R$ 100,,-22.8869338,-43.2970637,Rua da Abolição, Abolição,900,209.2
"Rua Conde de Rezende, Bento Ribeiro",45 m²,1.0,1.0,,R$ 650 /mês,IPTU R$ 20,,-22.8666607,-43.3608367,Rua Conde de Rezende, Bento Ribeiro,650,151.09
"Rua Belfort Roxo, Copacabana",93 m²,4.0,3.0,1.0,R$ 4.000 /mês,condomínio R$ 1.200,IPTU R$ 286,-22.962703899999998,-43.1767378,Rua Belfort Roxo, Copacabana,4000,929.78
"Rua César Lattes, Barra da Tijuca",72 m²,2.0,2.0,1.0,R$ 2.500 /mês,condomínio R$ 1.050,,-23.000725199999998,-43.421142700000004,Rua César Lattes, Barra da Tijuca,2500,581.12
"Rua Cândido Benício, Jacarepaguá",78 m²,1.0,2.0,1.0,R$ 800 /mês,condomínio R$ 297,IPTU R$ 50,-22.9665038,-43.3713193,Rua Cândido Benício, Jacarepaguá,800,185.96
"Avenida Marechal Rondon, Rocha",60 m²,2.0,3.0,1.0,R$ 1.000 /mês,condomínio R$ 842,IPTU R$ 63,-22.9030276,-43.2511816,Avenida Marechal Rondon, Rocha,1000,232.45
"Avenida Marechal Henrique Lott, Barra da Tijuca",90 m²,2.0,2.0,1.0,R$ 2.500 /mês,condomínio R$ 1.540,IPTU R$ 240,-23.001908,-43.3501969,Avenida Marechal Henrique Lott, Barra da Tijuca,2500,581.12
"Rua Sá Ferreira, Copacabana",70 m²,1.0,2.0,,R$ 2.100 /mês,condomínio R$ 1.118,IPTU R$ 96,-22.980819399999998,-43.1910909,Rua Sá Ferreira, Copacabana,2100,488.14
"Rua Conselheiro Macedo Soares, Lagoa",40 m²,1.0,1.0,,R$ 2.490 /mês,condomínio R$ 830,IPTU R$ 160,-6.5899848,-37.9149013,Rua Conselheiro Macedo Soares, Lagoa,2490,578.79
"Rua Caniu, Pechincha",98 m²,2.0,2.0,1.0,R$ 1.300 /mês,condomínio R$ 650,IPTU R$ 90,-22.941189399999995,-43.360071600000005,Rua Caniu, Pechincha,1300,302.18
"Estrada da Posse, Campo Grande",50 m²,1.0,2.0,,R$ 800 /mês,,,-22.8852277,-43.5562164,Estrada da Posse, Campo Grande,800,185.96
"Estrada do Cafundá, Taquara",75 m²,2.0,3.0,1.0,R$ 1.200 /mês,condomínio R$ 110,IPTU R$ 72,-22.907092199999997,-43.379624799999995,Estrada do Cafundá, Taquara,1200,278.94
"Estrada do Rio Morto, Vargem Grande",169 m²,3.0,4.0,2.0,R$ 2.000 /mês,condomínio R$ 631,IPTU R$ 135,-22.9912255,-43.492756799999995,Estrada do Rio Morto, Vargem Grande,2000,464.89
"Rua Senador Simonsen, Jardim Botânico",70 m²,1.0,1.0,,R$ 2.500 /mês,condomínio R$ 457,IPTU R$ 115,-22.961110199999997,-43.218739299999996,Rua Senador Simonsen, Jardim Botânico,2500,581.12
"Rua Bartolomeu Portela, Botafogo",210 m²,4.0,4.0,1.0,R$ 4.500 /mês,condomínio R$ 2.000,IPTU R$ 426,-22.9506576,-43.1759883,Rua Bartolomeu Portela, Botafogo,4500,1046.01
"Rua Barata Ribeiro, Copacabana",31 m²,1.0,1.0,,R$ 1.300 /mês,condomínio R$ 440,IPTU R$ 74,-22.9654545,-43.18084520000001,Rua Barata Ribeiro, Copacabana,1300,302.18
"Rua Senador Vergueiro, Flamengo",56 m²,1.0,1.0,,R$ 1.900 /mês,condomínio R$ 490,IPTU R$ 116,-22.934022100000004,-43.176146,Rua Senador Vergueiro, Flamengo,1900,441.65
"Rua Uruguai, Andaraí",56 m²,2.0,1.0,,R$ 1.200 /mês,condomínio R$ 590,IPTU R$ 89,-22.9215236,-43.248205299999995,Rua Uruguai, Andaraí,1200,278.94
"Flamengo, Rio de Janeiro",45 m²,1.0,1.0,,R$ 15.000 /mês,,,-22.9339841,-43.1745744,Flamengo, Rio de Janeiro,15000,3486.69
"Rua Maria Quitéria, Ipanema",108 m²,2.0,3.0,1.0,R$ 6.800 /mês,condomínio R$ 1.560,IPTU R$ 390,-22.9864374,-43.20719879999999,Rua Maria Quitéria, Ipanema,6800,1580.63
"Avenida Nelson Cardoso, Tanque",48 m²,,2.0,,R$ 1.100 /mês,condomínio R$ 80,IPTU R$ 90,-22.917668799999998,-43.363978700000004,Avenida Nelson Cardoso, Tanque,1100,255.69
"Rua Dias da Cruz, Méier",56 m²,,1.0,,R$ 700 /mês,condomínio R$ 620,IPTU R$ 54,-22.9042905,-43.286152200000004,Rua Dias da Cruz, Méier,700,162.71
"Avenida Atlântica, Copacabana",195 m²,2.0,3.0,1.0,R$ 6.500 /mês,condomínio R$ 1.925,IPTU R$ 954,-22.9766415,-43.188297,Avenida Atlântica, Copacabana,6500,1510.9
"Rua João Silva, Olaria",52 m²,1.0,1.0,,R$ 1.120 /mês,IPTU R$ 25,,-22.848067800000003,-43.2608815,Rua João Silva, Olaria,1120,260.34
"Avenida Afrânio de Melo Franco, Leblon",100 m²,1.0,2.0,1.0,R$ 5.000 /mês,condomínio R$ 1.700,,-22.9790043,-43.21843320000001,Avenida Afrânio de Melo Franco, Leblon,5000,1162.23
"Rua João Líra, Leblon",325 m²,4.0,4.0,3.0,R$ 19.000 /mês,condomínio R$ 3.500,IPTU R$ 1.200,-22.984189699999998,-43.2223282,Rua João Líra, Leblon,19000,4416.47
"Rua Igarapava, Leblon",70 m²,1.0,2.0,,R$ 6.500 /mês,condomínio R$ 950,IPTU R$ 300,-22.9869482,-43.2307504,Rua Igarapava, Leblon,6500,1510.9
"Higienópolis, Rio de Janeiro",61 m²,1.0,2.0,,R$ 750 /mês,condomínio R$ 255,IPTU R$ 10,-22.873998999999998,-43.2613682,Higienópolis, Rio de Janeiro,750,174.33
"Rua Senador Vergueiro, Flamengo",109 m²,3.0,3.0,1.0,R$ 2.900 /mês,condomínio R$ 1.176,IPTU R$ 234,-22.934022100000004,-43.176146,Rua Senador Vergueiro, Flamengo,2900,674.09
"Estrada do Gabinal, Freguesia (Jacarepaguá)",65 m²,1.0,2.0,,R$ 700 /mês,condomínio R$ 656,IPTU R$ 49,-22.9411582,-43.3441051,Estrada do Gabinal, Freguesia (Jacarepaguá),700,162.71
"Rua Bento Lisboa, Catete",32 m²,1.0,1.0,,R$ 1.900 /mês,condomínio R$ 480,IPTU R$ 50,-22.926836399999996,-43.17931289999999,Rua Bento Lisboa, Catete,1900,441.65
"Rua Jacarandás da Península, Barra da Tijuca",110 m²,3.0,2.0,2.0,R$ 3.700 /mês,condomínio R$ 1.750,IPTU R$ 300,-22.9938255,-43.350948200000005,Rua Jacarandás da Península, Barra da Tijuca,3700,860.05
"Rua Barão da Torre, Ipanema",121 m²,3.0,2.0,1.0,R$ 6.400 /mês,condomínio R$ 3.000,IPTU R$ 650,-22.983158399999997,-43.2050161,Rua Barão da Torre, Ipanema,6400,1487.65
"Rua General Tasso Fragoso, Lagoa",252 m²,5.0,4.0,4.0,R$ 12.500 /mês,condomínio R$ 3.919,IPTU R$ 1.120,-22.9622039,-43.2099987,Rua General Tasso Fragoso, Lagoa,12500,2905.58
"Rua Baronesa de Poconé, Lagoa",50 m²,,3.0,2.0,R$ 25.600 /mês,condomínio R$ 1.140,IPTU R$ 510,-6.5899848,-37.9149013,Rua Baronesa de Poconé, Lagoa,25600,5950.62
"Rua Barata Ribeiro, Copacabana",120 m²,2.0,3.0,1.0,R$ 4.500 /mês,condomínio R$ 1.300,IPTU R$ 219,-22.9654545,-43.18084520000001,Rua Barata Ribeiro, Copacabana,4500,1046.01
"Avenida Ator José Wilker, Jacarepaguá",78 m²,2.0,2.0,1.0,R$ 2.000 /mês,condomínio R$ 1.100,IPTU R$ 70,-22.9665038,-43.3713193,Avenida Ator José Wilker, Jacarepaguá,2000,464.89
"Avenida Prefeito Mendes de Morais, São Conrado",358 m²,,4.0,3.0,R$ 8.000 /mês,condomínio R$ 10.650,IPTU R$ 2.200,-22.9997388,-43.2684256,Avenida Prefeito Mendes de Morais, São Conrado,8000,1859.57
"Rua Pereira da Silva, Laranjeiras",100 m²,2.0,3.0,1.0,R$ 2.800 /mês,condomínio R$ 1.100,IPTU R$ 1.900,-22.930774600000003,-43.1868679,Rua Pereira da Silva, Laranjeiras,2800,650.85
"Vargem Pequena, Rio de Janeiro",53 m²,1.0,3.0,1.0,R$ 950 /mês,condomínio R$ 556,IPTU R$ 56,-22.9818187,-43.4578117,Vargem Pequena, Rio de Janeiro,950,220.82
"Barra da Tijuca, Rio de Janeiro",140 m²,1.0,4.0,2.0,R$ 3.000 /mês,condomínio R$ 2.296,IPTU R$ 395,-22.999740399999997,-43.3659929,Barra da Tijuca, Rio de Janeiro,3000,697.34
"Rua Barata Ribeiro, Copacabana",40 m²,1.0,1.0,,R$ 1.800 /mês,condomínio R$ 570,IPTU R$ 107,-22.9654545,-43.18084520000001,Rua Barata Ribeiro, Copacabana,1800,418.4
"Rua Pareto, Tijuca",165 m²,2.0,4.0,1.0,R$ 2.900 /mês,condomínio R$ 730,IPTU R$ 225,-22.922655,-43.2302143,Rua Pareto, Tijuca,2900,674.09
"Rua Jacarandás da Península, Barra da Tijuca",168 m²,,3.0,3.0,R$ 6.500 /mês,condomínio R$ 2.800,IPTU R$ 500,-22.9938255,-43.350948200000005,Rua Jacarandás da Península, Barra da Tijuca,6500,1510.9
