price,title,furnishing,tenants preferred,bathroom,availability,latitude,longitude,balcony,floor,facing,overlooking,car parking,owner resides,curr_mark,hasLac,inr_pmo,usd_pmo
"₹ 13,000","3 BHK Apartment for rent in Ghatkesar, NH 2 2 1360 sqft",Furnished,Bachelors,2,Immediately,17.4286804199219,78.6440505981445,1,3 out of 8 Floors,West,,2 Covered,,₹,False,13000.0,182.29
"₹ 25,000",2 BHK Apartment for rent in Rai Durg 1330 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.421821594238278,78.38440704345703,1,3 out of 4 Floors,,Main Road,"2 Covered, 2 Open",,₹,False,25000.0,350.55
"₹ 16,000",3 BHK Apartment for rent in Jubilee Hills 1500 sqft,Furnished,Bachelors/Family,3,Immediately,17.4308362,78.4102882,2,4 out of 5 Floors,,,,,₹,False,16000.0,224.35
"₹ 35,000",3 BHK Apartment for rent in Nanakram Guda 2030 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.413887023925778,78.34127044677734,3,4 out of 14 Floors,East,,1 Covered,,₹,False,35000.0,490.77
"₹ 50,000",3 BHK Apartment for rent in 5th Phase KPHB 1854 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,22.3511148,78.6677428,,11 out of 34 Floors,,,,,₹,False,50000.0,701.1
"₹ 18,000","2 BHK House for rent in Manikonda, Outer Ring Road 900 sqft",Furnished,Family,2,Immediately,17.40459273509322,78.3828938519287,,2 out of 2 Floors,East,Main Road,1 Open,Same Premise,₹,False,18000.0,252.4
"₹ 12,000","2 BHK Apartment for rent in Sanjeeva Reddy Nagar, NH 9 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.445480346679688,78.44397735595703,1,1 out of 5 Floors,East,"Main Road, Garden/Park",,,₹,False,12000.0,168.26
"₹ 42,000","3 BHK Apartment for rent in Aparna Serene Park, Kondapur 1880 sqft",,,,,17.464033800000003,78.33749499999999,,,,,,,₹,False,42000.0,588.92
"₹ 7,500","1 BHK Apartment for rent in Krishna Nagar, Yousufguda",Unfurnished,Bachelors/Family,1,Immediately,17.4330523,78.4246746,1,3 out of 4 Floors,East,"Garden/Park, Main Road",,,₹,False,7500.0,105.16
"₹ 22,000","3 BHK Apartment for rent in Sanjeeva Reddy Nagar, NH 9 1800 sqft",Semi-Furnished,Bachelors,3,Immediately,17.43900489807129,78.45391082763672,2,1 out of 5 Floors,East,Main Road,"1 Covered, 1 Open",,₹,False,22000.0,308.48
"₹ 60,000",5 BHK Villa for rent in Bowenpally 5500 sqft,Furnished,Bachelors/Family,5,Immediately,17.4755371,78.4792282,2,,,,1 Covered,,₹,False,60000.0,841.32
"₹ 11,000","2 BHK House for rent in Bhudevi Nagar, Secunderabad, Siddipet Road 1300 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 6 Floors,,,,,₹,False,11000.0,154.24
"₹ 18,000","3 BHK Builder Floor for rent in Neknampur, Manikonda, Outer Ring Road 1400 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,,1 out of 4 Floors,,,,,₹,False,18000.0,252.4
₹ 1.9 Lac,"10 BHK House for rent in Gachibowli, Outer Ring Road 6000 sqft",Semi-Furnished,Bachelors/Family,> 10,Immediately,12.9494824,77.5226539,4,,East,Garden/Park,,,₹,True,1.9,2664.18
"₹ 22,000","3 BHK Apartment for rent in Sun City, Bandlaguda, Chevella Road 1235 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,5 out of 6 Floors,,,,,₹,False,22000.0,308.48
"₹ 8,000","3 BHK House for rent in Telangana NGOS Colony, Katedan Industrial Area 266 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,17.304296493530273,78.44496154785156,,Ground out of 1 Floor,South,Garden/Park,1 Covered,,₹,False,8000.0,112.18
"₹ 12,500","2 BHK Builder Floor for rent in KSR's Sri Jaya Castle, Nizampet 1200 sqft",,,,,,,,,,,,,₹,False,12500.0,175.28
"₹ 26,000","2 BHK Penthouse for rent in Somajiguda, NH 9 1800 sqft",Furnished,Bachelors/Family,2,Immediately,17.4255053,78.4585197,,5 out of 5 Floors,,,,,₹,False,26000.0,364.57
"₹ 17,000","2 BHK House for rent in Pragathi Nagar, Kukatpally 1300 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.519025802612305,78.39411163330078,,3 out of 4 Floors,North - East,,,,₹,False,17000.0,238.37
"₹ 12,000","2 BHK Apartment for rent in Hydershakote, Bandlaguda, Chevella Road 1190 sqft",Semi-Furnished,Bachelors,2,Immediately,17.362762451171875,78.38982391357422,2,3 out of 4 Floors,North - East,Main Road,,,₹,False,12000.0,168.26
"₹ 23,000",2 BHK Builder Floor for rent in Kondapur 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,18.3309604,79.9224686,,1 out of 6 Floors,,,,,₹,False,23000.0,322.51
"₹ 9,000","2 BHK Apartment for rent in Janapriya Apartments, Miyapur, NH 9 700 sqft",,,,,17.4933615405279,78.356628,,,,,,,₹,False,9000.0,126.2
"₹ 8,000",1 BHK Apartment for rent in Moti Nagar,Furnished,Bachelors/Family,1,Immediately,28.657859,77.1424288,,4 out of 4 Floors,,,,,₹,False,8000.0,112.18
"₹ 11,000","1 BHK Apartment for rent in Banjara Hills, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.4177464,78.4399014,,2 out of 5 Floors,,,,,₹,False,11000.0,154.24
"₹ 6,500",2 BHK House for rent in Rampally 1200 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.4697905,78.641907,,1 out of 4 Floors,,,,,₹,False,6500.0,91.14
"₹ 9,000","2 BHK Apartment for rent in Machabollaram, Medchal Road 1040 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,,₹,False,9000.0,126.2
"₹ 8,000",2 BHK House for rent in Karmanghat 1150 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.3410061,78.5329747,,3 out of 3 Floors,,,,,₹,False,8000.0,112.18
"₹ 35,000",3 BHK Apartment for rent in RTA office 1591 sqft,Furnished,Family,3,Immediately,17.2592018,80.1523445,2,5 out of 5 Floors,North,"Garden/Park, Main Road",2 Covered,,₹,False,35000.0,490.77
"₹ 9,500","2 BHK Service Apartment for rent in Bairamalguda, Karmanghat 1125 sqft",Unfurnished,Family,2,Immediately,,,2,4 out of 5 Floors,West,"Garden/Park, Main Road",1 Covered,,₹,False,9500.0,133.21
"₹ 7,000",2 BHK Villa for rent in Manneguda 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.2983343,77.9813509,2,,West,"Garden/Park, Pool, Main Road",2 Covered,,₹,False,7000.0,98.15
"₹ 30,000",4 BHK Villa for rent in Madhapur 3500 sqft,Furnished,Bachelors,4,Immediately,17.4408578,78.3916289,4,,East,Garden/Park,,,₹,False,30000.0,420.66
"₹ 15,000","2 BHK Apartment for rent in Moosarambagh, NH 9 1150 sqft",Furnished,Family,2,Immediately,17.3743532,78.5160835,2,3 out of 4 Floors,South - East,"Garden/Park, Main Road",1 Covered,,₹,False,15000.0,210.33
"₹ 17,000","1 BHK House for rent in Srinagar Colony, Old Malakpet, NH 9",Furnished,Bachelors/Family,2,Immediately,,,1,,East,Garden/Park,,,₹,False,17000.0,238.37
"₹ 9,000","2 BHK House for rent in Mallampet, Outer Ring Road 1250 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,,₹,False,9000.0,126.2
"₹ 12,500","2 BHK Apartment for rent in Sanjeeva Reddy Nagar, NH 9 1130 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.445480346679688,78.44397735595703,1,1 out of 6 Floors,East,"Garden/Park, Main Road",,,₹,False,12500.0,175.28
"₹ 15,000","2 BHK House for rent in Vanasthalipuram, NH 9 1250 sqft",Furnished,Bachelors/Family,2,Immediately,17.330989837646484,78.57025909423828,2,2 out of 3 Floors,North,Main Road,,,₹,False,15000.0,210.33
"₹ 11,000","2 BHK Builder Floor for rent in Hydershakote, Bandlaguda, Chevella Road 1350 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 3 Floors,,,,,₹,False,11000.0,154.24
"₹ 9,000",2 BHK Apartment for rent in Ram nagar 300 sqft,Unfurnished,Bachelors/Family,1,Immediately,17.41224479675293,78.50216674804688,,1 out of 4 Floors,North,Main Road,,,₹,False,9000.0,126.2
"₹ 14,000",2 BHK House for rent in Attapur 1450 sqft,Semi-Furnished,Bachelors,2,Immediately,17.368194580078125,78.43169403076172,2,2 out of 2 Floors,North,,,,₹,False,14000.0,196.31
"₹ 14,000","2 BHK Apartment for rent in Manikonda, Outer Ring Road 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.400739669799805,78.40858459472656,2,2 out of 5 Floors,,Main Road,1 Covered,,₹,False,14000.0,196.31
"₹ 11,000",2 BHK Apartment for rent in Balkampet,Semi-Furnished,Bachelors,2,Immediately,17.445369720458984,78.45032501220703,1,2 out of 6 Floors,East,Main Road,,,₹,False,11000.0,154.24
"₹ 30,000","2 BHK Apartment for rent in Happy Home Fortuna, Hyderaguda-Attapur 1162 sqft",,,,,17.356061999999998,78.42323499999999,,,,,,,₹,False,30000.0,420.66
"₹ 12,000","2 BHK House for rent in Kachiguda, NH 2 2 900 sqft",Semi-Furnished,Bachelors/Family,1,Immediately,17.39004015,78.49462050784989,1,,,,,,₹,False,12000.0,168.26
"₹ 45,000",3 BHK Apartment for rent in Hitech City 2200 sqft,Furnished,Bachelors/Family,3,Immediately,17.4698143,78.3853779,,8 out of 8 Floors,,,,,₹,False,45000.0,630.99
"₹ 7,500","1 BHK Apartment for rent in Sanath Nagar, NH 9",Semi-Furnished,Bachelors,1,Immediately,17.45594596862793,78.44197082519531,1,1 out of 3 Floors,East,"Main Road, Garden/Park",,,₹,False,7500.0,105.16
"₹ 12,000","3 BHK House for rent in Anandbagh, Secunderabad, Moula Ali Road 1500 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.45561408996582,78.54325103759766,1,Ground out of 3 Floors,,,,,₹,False,12000.0,168.26
"₹ 11,000","2 BHK Apartment for rent in Sanath Nagar, NH 9",Semi-Furnished,Bachelors,2,Immediately,17.45594596862793,78.44197082519531,1,Ground out of 5 Floors,East,Main Road,,,₹,False,11000.0,154.24
"₹ 40,000",3 BHK Villa for rent in Kompally 2800 sqft,Furnished,Bachelors/Family,4,Immediately,18.0823869,78.003997,,,,,,,₹,False,40000.0,560.88
"₹ 7,000","1 BHK Apartment for rent in Ameerpet, NH 9",Semi-Furnished,Bachelors,1,Immediately,17.439186096191403,78.44463348388672,1,Ground out of 4 Floors,East,"Main Road, Garden/Park",,,₹,False,7000.0,98.15
"₹ 30,000",2 BHK Apartment for rent in Nanakram Guda 1250 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,1,14 out of 30 Floors,East,"Garden/Park, Pool, Main Road","1 Covered, 1 Open",,₹,False,30000.0,420.66
"₹ 13,000",2 BHK House for rent in Ameenpur 1250 sqft,Unfurnished,Bachelors/Family,2,From Mar '20,17.52589988708496,78.32382202148438,2,Ground out of 1 Floor,West,Main Road,,,₹,False,13000.0,182.29
"₹ 13,000",2 BHK House for rent in Bandlaguda Jagir 1050 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,,₹,False,13000.0,182.29
"₹ 12,500","2 BHK Apartment for rent in Hyder Nagar, NH 9 1000 sqft",Unfurnished,Bachelors/Family,1,Immediately,17.496990203857422,78.38509368896484,2,4 out of 4 Floors,East,,,,₹,False,12500.0,175.28
"₹ 15,000","1 BHK Apartment for rent in Narsingi, Outer Ring Road",Semi-Furnished,Bachelors,1,Immediately,17.38604736328125,78.35657501220703,1,2 out of 5 Floors,East,"Garden/Park, Main Road",1 Covered,,₹,False,15000.0,210.33
"₹ 12,500","2 BHK House for rent in Alkapuri, LB Nagar, NH 9 1400 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,,,,,₹,False,12500.0,175.28
"₹ 13,000","2 BHK Builder Floor for rent in Bachupally, Outer Ring Road 1050 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 1 Floor,East,,,Same Premise,₹,False,13000.0,182.29
"₹ 22,918","4 BHK Apartment for rent in Shyamlal Building, Begumpet 1500 sqft",,,,,17.445384,78.46476,,,,,,,₹,False,22918.0,321.36
"₹ 20,000",2 BHK Apartment for rent in park avanu Gopanapalli 1200 sqft,Semi-Furnished,Bachelors/Family,2,From Mar '20,,,,2 out of 5 Floors,,,,,₹,False,20000.0,280.44
"₹ 21,500","2 BHK Apartment for rent in Vazhraa Pushpak, Nizampet 1205 sqft",,,,,17.514425,78.3864816,,,,,,,₹,False,21500.0,301.47
"₹ 9,000","2 BHK House for rent in Gandhi Nagar South Colony, Vanasthalipuram 1200 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,1,Ground out of 1 Floor,South,Main Road,2 Covered,,₹,False,9000.0,126.2
"₹ 18,000","2 BHK Builder Floor for rent in Gachibowli, Outer Ring Road 800 sqft",Unfurnished,Bachelors/Family,2,Immediately,12.9494824,77.5226539,,4 out of 5 Floors,,,,,₹,False,18000.0,252.4
"₹ 10,000","2 BHK House for rent in Hasthinapuram South, Hastinapuram 1450 sqft",Unfurnished,Bachelors/Family,1,Immediately,17.324419021606445,78.55677032470703,2,Ground out of 1 Floor,North,Main Road,,,₹,False,10000.0,140.22
"₹ 30,000",2 BHK Apartment for rent in Nanakram Guda 1275 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,1,11 out of 30 Floors,East,"Garden/Park, Pool, Main Road","1 Covered, 1 Open",,₹,False,30000.0,420.66
"₹ 12,000","1 BHK House for rent in Chitrapuri Colony, Manikonda, Outer Ring Road",,,,,17.41673666666667,78.37749166666667,,,,,,,₹,False,12000.0,168.26
"₹ 20,000",3 BHK Apartment for rent in Nizampet 1600 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.515397,78.3817156,3,3 out of 5 Floors,,,1 Covered,,₹,False,20000.0,280.44
"₹ 12,000","1 BHK House for rent in Kukatpally Housing Board Colony, NH 9",Unfurnished,Bachelors/Family,1,From Feb '20,17.4922068,78.3973638,,Ground out of 1 Floor,,,,,₹,False,12000.0,168.26
"₹ 20,000",2 BHK Apartment for rent in Kondapur,Furnished,Bachelors/Family,2,Immediately,17.462682723999027,78.35317993164062,2,1 out of 4 Floors,North,,,,₹,False,20000.0,280.44
"₹ 30,000","3 BHK Apartment for rent in Chitrapuri Colony, Manikonda, Outer Ring Road 1670 sqft",,,,,17.41673666666667,78.37749166666667,,,,,,,₹,False,30000.0,420.66
"₹ 16,000",2 BHK Builder Floor for rent in Madhuranagar 1200 sqft,Semi-Furnished,Family,2,Immediately,17.4396037,78.4351299,3,2 out of 4 Floors,East,Main Road,1 Covered,,₹,False,16000.0,224.35
"₹ 45,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2700 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,,6 out of 12 Floors,,,,,₹,False,45000.0,630.99
"₹ 9,000","2 BHK Apartment for rent in Gandhamguda, Bairagiguda 1400 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.364944458007812,78.3805923461914,2,1 out of 1 Floor,East,Garden/Park,,,₹,False,9000.0,126.2
"₹ 9,000","2 BHK House for rent in Bapu Nagar, Lakdikapul 150 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 2 Floors,,,,,₹,False,9000.0,126.2
"₹ 7,000","1 BHK House for rent in Padma Colony, New Nallakunta",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,2 out of 3 Floors,East,Garden/Park,,,₹,False,7000.0,98.15
"₹ 12,000","2 BHK Builder Floor for rent in Padma Colony, New Nallakunta 1000 sqft",Semi-Furnished,Family,2,Immediately,,,1,2 out of 5 Floors,North,Garden/Park,1 Covered,,₹,False,12000.0,168.26
"₹ 20,000","3 BHK Builder Floor for rent in Padma Colony, New Nallakunta 1600 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,2,3 out of 5 Floors,,,1 Covered,,₹,False,20000.0,280.44
"₹ 7,000",1 BHK Apartment for rent in Prashanth Nagar-Uppal,Unfurnished,Bachelors/Family,1,Immediately,17.4061779,78.5598445,1,1 out of 3 Floors,,,,,₹,False,7000.0,98.15
"₹ 40,000","3 BHK Apartment for rent in My Home Avatar, Narsingi, Outer Ring Road 1834 sqft",,,,,17.399043,78.355424,,,,,,,₹,False,40000.0,560.88
"₹ 60,000",3 BHK Villa for rent in Gopanapalli 3800 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.458379745483402,78.45382690429688,1,,North,Main Road,2 Covered,,₹,False,60000.0,841.32
"₹ 18,000","3 BHK Apartment for rent in Pasha Colony, Ibrahim Bagh 150 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,,,,2 out of 4 Floors,,,,,₹,False,18000.0,252.4
"₹ 30,000","2 BHK Apartment for rent in My Home Avatar, Narsingi, Outer Ring Road 1314 sqft",,,,,17.399043,78.355424,,,,,,,₹,False,30000.0,420.66
"₹ 18,000","2 BHK Builder Floor for rent in Arvind Nagar Colony, Toli Chowki 150 sqyrd",Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,,₹,False,18000.0,252.4
"₹ 18,000","3 BHK Builder Floor for rent in Vidyanagar, Adikmet 1600 sqft",Semi-Furnished,Family,2,Immediately,17.406291961669922,78.49032592773438,1,2 out of 5 Floors,East,Main Road,1 Covered,,₹,False,18000.0,252.4
"₹ 52,000","3 BHK Apartment for rent in Srinagar Colony, Old Malakpet, NH 9 2011 sqft",Unfurnished,Bachelors,3,Immediately,17.374908447265625,78.5130386352539,2,4 out of 5 Floors,East,Garden/Park,,,₹,False,52000.0,729.14
"₹ 11,000",2 BHK House for rent in Ram nagar 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.398256301879886,78.49009704589844,,2 out of 3 Floors,East,Main Road,1 Covered,,₹,False,11000.0,154.24
"₹ 9,000",2 BHK House for rent in Bhavanipuram Colony 1100 sqft,Unfurnished,Family,2,Immediately,,,,1 out of 1 Floor,North - East,,2 Covered,,₹,False,9000.0,126.2
"₹ 10,000",2 BHK House for rent in Gandhinagar 1350 sqft,Unfurnished,Bachelors/Family,3,Immediately,23.2232877,72.6492267,,1 out of 2 Floors,,,,,₹,False,10000.0,140.22
"₹ 40,000",5 BHK House for rent in Moula Ali Road 2400 sqft,Unfurnished,Bachelors/Family,5,Immediately,17.4668161,78.5592161,,1 out of 3 Floors,,,,,₹,False,40000.0,560.88
"₹ 22,000","2 BHK Apartment for rent in Bachupally, Outer Ring Road 1210 sqft",Furnished,Bachelors/Family,2,Immediately,17.551816940307614,78.38607025146484,2,4 out of 6 Floors,,,,,₹,False,22000.0,308.48
"₹ 12,500","2 BHK Villa for rent in Beeramguda, Ramachandra Puram, NH 9 1350 sqft",Semi-Furnished,Family,2,Immediately,17.429807662963867,78.42669677734375,,,East,,"1 Covered, 1 Open",,₹,False,12500.0,175.28
"₹ 45,000","3 BHK Apartment for rent in Aditya Empress Towers, Shaikpet 2385 sqft",,,,,17.406372,78.404193,,,,,,,₹,False,45000.0,630.99
"₹ 12,000",2 BHK House for rent in Vidyuth Nagar 200 sqyrd,Semi-Furnished,Bachelors/Family,2,Immediately,13.0226956,76.0993037,,2 out of 2 Floors,,,,,₹,False,12000.0,168.26
"₹ 6,000",1 BHK Apartment for rent in Nagole,Unfurnished,Bachelors/Family,1,Immediately,17.3775306,78.5601231,,2 out of 3 Floors,,,,,₹,False,6000.0,84.13
"₹ 44,000","3 BHK Apartment for rent in Aditya Empress Towers, Shaikpet 1990 sqft",,,,,17.406372,78.404193,,,,,,,₹,False,44000.0,616.97
"₹ 14,500",2 BHK Apartment for rent in Asif Nagar 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,19.0654081,72.9226293,3,4 out of 5 Floors,,Garden/Park,,,₹,False,14500.0,203.32
"₹ 7,500",2 BHK Apartment for rent in Dammaiguda 1100 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.5038613,78.5913259,1,2 out of 3 Floors,,,,,₹,False,7500.0,105.16
"₹ 60,000","3 BHK Apartment for rent in Prestige Ivy League, Phase 2, Hitech City 2051 sqft",,,,,17.458604,78.368989,,,,,,,₹,False,60000.0,841.32
"₹ 25,000","2 BHK Apartment for rent in Stand Alone Apartment, Kondapur 1250 sqft",,,,,,,,,,,,,₹,False,25000.0,350.55
"₹ 5,000","2 BHK House for rent in Vidyanagar, Adikmet 250 sqft",Unfurnished,Bachelors/Family,1,Immediately,17.407947540283207,78.51384735107422,2,2 out of 3 Floors,North - East,Main Road,,,₹,False,5000.0,70.11
"₹ 18,000","3 BHK Apartment for rent in Narsingi, Outer Ring Road 1430 sqft",Unfurnished,Bachelors,2,Immediately,17.39021873474121,78.39976501464844,1,4 out of 4 Floors,East,"Garden/Park, Main Road",,,₹,False,18000.0,252.4
"₹ 21,000","3 BHK Apartment for rent in Pragathi Nagar, Kukatpally",Unfurnished,Bachelors,2,From Feb '20,17.51755714416504,78.3985595703125,1,4 out of 4 Floors,East,Garden/Park,,,₹,False,21000.0,294.46
"₹ 16,000","2 BHK Apartment for rent in Manikonda, Outer Ring Road 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,1,3 out of 4 Floors,North - East,Main Road,,,₹,False,16000.0,224.35
"₹ 30,000","2 BHK Apartment for rent in Gachibowli, Outer Ring Road 1250 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,12.9494824,77.5226539,1,15 out of 30 Floors,East,"Garden/Park, Pool, Main Road","1 Covered, 1 Open",,₹,False,30000.0,420.66
"₹ 9,500","1 BHK Apartment for rent in Chitrapuri Colony, Manikonda, Outer Ring Road",,,,,17.41673666666667,78.37749166666667,,,,,,,₹,False,9500.0,133.21
"₹ 7,000","1 BHK House for rent in Champapet, Koti",Unfurnished,Bachelors/Family,1,Immediately,17.382871627807614,78.48974609375,1,Ground out of 2 Floors,North,,,,₹,False,7000.0,98.15
"₹ 9,000","2 BHK House for rent in CRF Colony, Balanagar 200 sqft",Unfurnished,Bachelors,2,Immediately,17.47542381286621,78.44730377197266,1,Ground out of 3 Floors,North - West,Main Road,,,₹,False,9000.0,126.2
"₹ 12,000","2 BHK Builder Floor for rent in Kavadiguda, NH 7 950 sqft",Semi-Furnished,Family,2,Immediately,17.4227022,78.4917695,1,2 out of 5 Floors,North,Main Road,1 Covered,,₹,False,12000.0,168.26
"₹ 30,000","2 BHK Apartment for rent in Yella Reddy Guda, NH 9 1100 sqft",Unfurnished,Bachelors,2,Immediately,,,3,5 out of 5 Floors,East,"Garden/Park, Main Road",,,₹,False,30000.0,420.66
"₹ 18,000","3 BHK Apartment for rent in Tellapur, Outer Ring Road",Semi-Furnished,Bachelors/Family,3,Immediately,17.46061897277832,78.27516174316406,2,3 out of 15 Floors,,,,,₹,False,18000.0,252.4
"₹ 10,000",1 BHK Builder Floor for rent in Toli Chowki,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,,₹,False,10000.0,140.22
"₹ 14,000",2 BHK Builder Floor for rent in Toli Chowki 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,,₹,False,14000.0,196.31
