areas,bathrooms,bedrooms,r$_pmo,coord,class
179.0,2.0,3.0,6500,"(-22.9890302, -43.3549717)",0.0
110.0,2.0,3.0,2200,"(-23.017635000000002, -43.453629)",0.0
84.0,,2.0,2100,"(-23.0195328, -43.461752399999995)",0.0
125.0,,3.0,10000,"(-22.984189699999998, -43.2223282)",0.0
650.0,,5.0,30000,"(-22.9997388, -43.2684256)",0.0
120.0,2.0,3.0,2700,"(-22.920405499999998, -43.1847866)",0.0
270.0,4.0,4.0,15000,"(-22.981271300000003, -43.2004164)",0.0
270.0,2.0,3.0,9996,"(-23.0143229, -43.2972041)",0.0
380.0,,3.0,17000,"(-22.9872369, -43.19614960000001)",0.0
69.0,1.0,1.0,2100,"(-22.9500463, -43.191054799999996)",0.0
80.0,4.0,2.0,3700,"(-22.983158399999997, -43.2050161)",0.0
60.0,2.0,2.0,1900,"(-22.9997404, -43.3659929)",0.0
118.0,3.0,4.0,6500,"(-22.98459200000001, -43.2241076)",0.0
380.0,4.0,4.0,23000,"(-22.9803652, -43.2139765)",0.0
166.0,6.0,4.0,5500,"(-22.9662234, -43.382768799999994)",0.0
50.0,1.0,2.0,730,"(-22.8825508, -43.5942919)",0.0
90.0,,3.0,2800,"(-22.9722264, -43.1919672)",0.0
85.0,,2.0,4500,"(-23.000417300000002, -43.332459)",0.0
90.0,2.0,2.0,1220,"(-22.915478, -43.2439792)",0.0
60.0,1.0,2.0,800,"(-22.9408899, -43.3422564)",1.0
253.0,,4.0,8000,"(-23.0096083, -43.3169506)",0.0
103.0,1.0,3.0,2300,"(-23.014148499999997, -43.4556143)",0.0
75.0,2.0,1.0,3900,"(-22.9393527, -43.1745967)",0.0
400.0,6.0,4.0,25000,"(-22.9624658, -43.20248839999999)",0.0
183.0,2.0,4.0,16000,"(-22.9839557, -43.202216299999996)",0.0
330.0,2.0,5.0,8500,"(-10.8040231, -37.1658336)",0.0
80.0,2.0,2.0,1100,"(-22.9739287, -43.35973320000001)",0.0
44.0,1.0,1.0,1400,"(-22.961944, -43.1688829)",0.0
96.0,2.0,2.0,2100,"(-23.001445899999997, -43.3715864)",0.0
38.0,1.0,1.0,1500,"(-22.9279379, -43.236188)",0.0
98.0,2.0,2.0,1351,"(-22.9380848, -43.342701)",0.0
52.0,1.0,1.0,700,"(-22.844008, -43.2813091)",0.0
161.0,2.0,3.0,4297,"(-23.0011303, -43.3608268)",0.0
53.0,2.0,2.0,1400,"(-22.9022017, -43.2899906)",0.0
180.0,2.0,3.0,5900,"(-22.9282465, -43.170790419174786)",0.0
74.0,2.0,2.0,1750,"(-22.995434399999997, -43.25830379999999)",0.0
49.0,1.0,2.0,500,"(-22.8599788, -43.3430798)",0.0
100.0,2.0,3.0,1000,"(-22.907383199999998, -43.2876155)",0.0
345.0,5.0,3.0,10000,"(-22.9766415, -43.188297)",0.0
70.0,2.0,2.0,900,"(-22.9101087, -43.5646341)",0.0
98.0,2.0,3.0,2400,"(-22.9373944, -43.177594)",0.0
85.0,2.0,2.0,1350,"(-22.9215236, -43.248205299999995)",0.0
550.0,3.0,4.0,21500,"(-23.014923800000002, -43.407209)",0.0
90.0,2.0,3.0,3800,"(-22.960081, -43.2091516)",0.0
150.0,2.0,4.0,4500,"(-22.9662234, -43.382768799999994)",0.0
60.0,2.0,2.0,1250,"(-22.920391, -43.3689424)",0.0
61.0,1.0,2.0,1200,"(-22.9541885, -43.3820845)",0.0
150.0,2.0,3.0,9000,"(-22.9819833, -43.206933)",0.0
94.0,,2.0,4500,"(-22.94884465, -43.179829096252966)",0.0
402.0,5.0,5.0,10300,"(-22.9454241, -43.18079099640421)",0.0
72.0,2.0,2.0,2300,"(-22.933985999999997, -43.1760735)",0.0
80.0,2.0,2.0,1500,"(-22.9251523, -43.3478346)",0.0
50.0,1.0,2.0,650,"(-22.913748499999997, -43.5973741)",0.0
85.0,1.0,3.0,2150,"(-22.9306672, -43.242268100000004)",0.0
46.0,1.0,2.0,680,"(-22.9191815, -43.6155325)",1.0
90.0,1.0,2.0,1700,"(-22.9320014, -43.243491140980645)",0.0
80.0,2.0,2.0,1300,"(-22.9210997, -43.2188249)",0.0
54.0,,1.0,1200,"(-22.91525, -43.2102423)",0.0
59.0,1.0,2.0,1000,"(-22.905018300000002, -43.2907075)",0.0
49.0,1.0,2.0,1200,"(-22.9120074, -43.5835614)",0.0
205.0,1.0,4.0,13000,"(-22.983556, -43.22493770000001)",0.0
86.0,2.0,2.0,11000,"(-22.9855992, -43.1969718)",0.0
190.0,2.0,3.0,6500,"(-22.9652581, -43.179425)",0.0
73.0,2.0,2.0,1750,"(-22.9766415, -43.188297)",0.0
85.0,3.0,2.0,2300,"(-23.004016800000002, -43.3247702)",0.0
33.0,1.0,1.0,1650,"(-22.911013699999998, -43.2093727)",0.0
85.0,1.0,2.0,3200,"(-22.960081, -43.2091516)",0.0
64.0,2.0,2.0,2500,"(-22.9665038, -43.371319299999996)",0.0
75.0,2.0,2.0,1000,"(-22.8996367, -43.295828)",0.0
280.0,2.0,3.0,5000,"(-22.9986176, -43.2529098)",0.0
75.0,,2.0,1000,"(-22.917009, -43.25892879999999)",0.0
320.0,4.0,3.0,5800,"(-22.9766415, -43.188297)",0.0
140.0,2.0,3.0,3300,"(-22.9323641, -43.1821872)",0.0
578.0,8.0,5.0,23000,"(-22.9766415, -43.188297)",0.0
50.0,1.0,2.0,700,"(-22.936765100000002, -43.5737386)",0.0
104.0,1.0,3.0,2600,"(-22.9332703, -43.237241)",0.0
60.0,1.0,2.0,1200,"(-22.858773499999998, -43.253392299999994)",0.0
88.0,3.0,3.0,2830,"(-23.0111148, -43.46874260000001)",0.0
230.0,1.0,4.0,10000,"(-22.9766415, -43.188297)",0.0
80.0,1.0,2.0,3000,"(-22.981271300000003, -43.2004164)",0.0
40.0,1.0,2.0,650,"(-22.8391229, -43.3756348)",0.0
45.0,1.0,2.0,900,"(-22.8931103, -43.273839100000004)",0.0
60.0,1.0,3.0,1500,"(-22.988240899999997, -43.43405720000001)",0.0
40.0,1.0,1.0,1000,"(-22.811422600000004, -43.2104936)",0.0
70.0,,2.0,2700,"(-22.968515300000004, -43.1850961)",0.0
150.0,3.0,3.0,11500,"(-22.986895, -43.2275735)",0.0
85.0,2.0,2.0,3400,"(-22.981749100000002, -43.1906689)",0.0
65.0,1.0,2.0,1500,"(-22.924047, -43.23641660000001)",0.0
90.0,3.0,3.0,2000,"(-22.923590700000002, -43.2617675)",0.0
226.0,,3.0,15000,"(-23.0143229, -43.2972041)",0.0
742.0,,3.0,11000,"(-23.0129521, -43.314369299999996)",0.0
110.0,1.0,3.0,4000,"(-22.968132699999998, -43.1830609)",0.0
47.0,1.0,2.0,700,"(-22.925462300000003, -43.558387700000004)",0.0
90.0,1.0,2.0,4800,"(-22.9721962, -43.1865848)",0.0
80.0,2.0,2.0,2900,"(-22.9722264, -43.1919672)",0.0
115.0,2.0,2.0,4000,"(-22.9255259, -43.17292970000001)",0.0
52.0,1.0,2.0,1150,"(-22.9997404, -43.3659929)",0.0
76.0,,2.0,950,"(-22.9179572, -43.2599136)",0.0
70.0,2.0,2.0,2100,"(-23.000725199999998, -43.421142700000004)",0.0
144.0,2.0,3.0,2380,"(-22.9207621, -43.222878)",0.0
69.0,2.0,2.0,2100,"(-22.9662234, -43.382768799999994)",0.0
45.0,1.0,1.0,1500,"(-22.9319478, -43.1969954)",0.0
100.0,2.0,3.0,1600,"(-22.924047, -43.23641660000001)",0.0
88.0,3.0,2.0,5000,"(-22.912447600000004, -43.2220924)",0.0
85.0,3.0,2.0,2300,"(-23.0048388, -43.366279799999994)",0.0
52.0,1.0,2.0,1100,"(-22.9301996, -43.3938251)",0.0
40.0,1.0,1.0,1700,"(-22.9435521, -43.1853684)",0.0
100.0,1.0,2.0,2500,"(-22.9672354, -43.18357460000001)",0.0
100.0,3.0,2.0,5500,"(-22.9814243, -43.2383245)",0.0
75.0,2.0,2.0,1200,"(nan, nan)",
75.0,2.0,2.0,3000,"(-27.5660564, -53.9719817)",0.0
58.0,1.0,2.0,1000,"(-22.9665038, -43.3713193)",0.0
240.0,1.0,4.0,9800,"(-23.0048388, -43.366279799999994)",0.0
70.0,,3.0,1490,"(-22.928988, -43.3534191)",1.0
56.0,1.0,2.0,700,"(-22.9080897, -43.26688950000001)",0.0
304.0,5.0,4.0,18000,"(-22.9842762, -43.219898799999996)",0.0
30.0,1.0,1.0,1000,"(-22.923823300000002, -43.17771)",0.0
94.0,3.0,2.0,2400,"(-23.002106100000002, -43.39327614523657)",0.0
240.0,4.0,4.0,2900,"(-22.817045800000002, -43.1941223)",0.0
65.0,2.0,2.0,1350,"(-22.9548472, -43.3765899)",0.0
72.0,2.0,2.0,1600,"(-22.936339899999997, -43.3330978)",0.0
63.0,1.0,2.0,1000,"(-22.907383199999998, -43.2876155)",0.0
45.0,1.0,1.0,600,"(-22.93048030000001, -43.3555556)",0.0
222.0,3.0,4.0,12000,"(-23.014923800000002, -43.407209)",0.0
57.0,1.0,2.0,1200,"(-22.9074889, -43.1988718)",0.0
102.0,2.0,3.0,2100,"(-22.9179572, -43.2599136)",0.0
81.0,2.0,2.0,1000,"(-22.902391199999997, -43.258096)",0.0
102.0,2.0,3.0,3500,"(-22.9373944, -43.177594)",0.0
178.0,4.0,3.0,7000,"(-22.9855992, -43.1969718)",0.0
50.0,1.0,2.0,800,"(-22.9044357, -43.298857700000006)",0.0
68.0,1.0,1.0,1999,"(-23.000725199999998, -43.421142700000004)",0.0
85.0,3.0,3.0,2700,"(-23.0240469, -43.4620723)",0.0
60.0,1.0,2.0,1000,"(-22.848566199999997, -43.254738700000004)",0.0
200.0,2.0,4.0,3000,"(-23.0240469, -43.4620723)",0.0
50.0,1.0,1.0,2300,"(-22.9855992, -43.1969718)",0.0
200.0,3.0,3.0,6000,"(-22.9766415, -43.188297)",0.0
78.0,2.0,2.0,3300,"(-22.98459200000001, -43.2241076)",0.0
105.0,3.0,3.0,5000,"(-22.9578765, -43.1952146)",0.0
190.0,1.0,3.0,5000,"(-22.9387029, -43.17358170000001)",0.0
44.0,1.0,1.0,980,"(-22.9172232, -43.250054999999996)",0.0
158.0,2.0,3.0,8000,"(-22.984338600000005, -43.2328045)",0.0
170.0,2.0,4.0,7000,"(-22.9454241, -43.18079099640421)",0.0
60.0,2.0,3.0,1600,"(-22.8861097, -43.2879583)",0.0
58.0,,3.0,1250,"(-22.936339899999997, -43.3330978)",0.0
57.0,1.0,3.0,550,"(-22.8112165, -43.3669331)",0.0
50.0,1.0,1.0,1900,"(-22.9628638, -43.1699883)",0.0
30.0,,1.0,1000,"(-22.9629697, -43.1746635)",0.0
160.0,1.0,3.0,8000,"(-22.9819833, -43.206933)",0.0
71.0,2.0,2.0,2900,"(-22.9560012, -43.1850648)",0.0
,,1.0,800,"(-22.90038, -43.2309388)",1.0
,,2.0,25000,"(-22.98679, -43.2200859)",0.0
,,2.0,1300,"(-22.8146839, -43.179274799999995)",0.0
,,3.0,2800,"(-23.0156911, -43.4518068)",0.0
,,3.0,1500,"(-22.927310100000003, -43.3599944)",0.0
,,3.0,17000,"(-22.9282465, -43.170790419174786)",0.0
,,3.0,10000,"(-22.98459200000001, -43.2241076)",0.0
,,4.0,11000,"(-22.9860948, -43.2254539)",0.0
,,1.0,1000,"(-22.762697199999998, -43.1100817)",0.0
,,3.0,4000,"(-22.960607500000002, -43.20045800000001)",0.0
,,2.0,2700,"(-22.9530993, -43.177193700000004)",0.0
,,2.0,1800,"(-22.935022, -43.2420635)",0.0
,,1.0,2250,"(-22.9376678, -43.1750188)",0.0
,,3.0,3900,"(-22.9766415, -43.188297)",0.0
,,2.0,1800,"(-22.917662399999998, -43.24595770000001)",0.0
,,3.0,3300,"(-22.97579330000001, -43.1912304)",0.0
,,2.0,900,"(-22.9165104, -43.3788967)",0.0
,,2.0,2400,"(-23.004743899999998, -43.32773570000001)",0.0
,,2.0,2000,"(-22.9435521, -43.1853684)",0.0
,,2.0,1200,"(-22.8355116, -43.3182064)",0.0
,,1.0,1650,"(-22.98698730000001, -43.1909986)",0.0
,,2.0,3500,"(-23.0013982, -43.3767102)",0.0
,,4.0,3000,"(-22.9654545, -43.18084520000001)",0.0
,,2.0,3000,"(-23.003845300000002, -43.3422799)",0.0
,,3.0,2600,"(-22.9210997, -43.2188249)",0.0
,,3.0,1900,"(-22.9279379, -43.236188)",0.0
,,3.0,1100,"(-22.873999, -43.2613682)",0.0
,,2.0,1300,"(-22.9181164, -43.2664799)",0.0
,,3.0,950,"(-22.9408899, -43.3422564)",1.0
,,1.0,1100,"(-27.368619, -53.491876)",0.0
,,2.0,6500,"(-23.014923800000002, -43.407209)",0.0
,,4.0,7500,"(-22.9803652, -43.2139765)",0.0
,,5.0,5000,"(-6.5899848, -37.9149013)",0.0
48.0,1.0,2.0,700,"(-22.878342899999996, -43.548934)",0.0
250.0,3.0,5.0,7000,"(-22.995434399999997, -43.25830379999999)",0.0
40.0,1.0,1.0,2500,"(-22.9796255, -43.2359047)",0.0
130.0,1.0,3.0,3500,"(-22.9295544, -43.24080670000001)",0.0
251.0,4.0,4.0,12000,"(-22.968384550000003, -43.22869449858106)",0.0
500.0,3.0,4.0,30000,"(-22.983556, -43.22493770000001)",0.0
59.0,1.0,2.0,700,"(-22.93048030000001, -43.3555556)",0.0
280.0,4.0,4.0,9800,"(-22.9607745, -43.2028991)",0.0
47.0,1.0,1.0,1000,"(-22.9301996, -43.3938251)",0.0
183.0,,4.0,10000,"(-23.014923800000002, -43.407209)",0.0
170.0,3.0,3.0,16000,"(-22.98679, -43.2200859)",0.0
76.0,,2.0,1400,"(-22.940716199999997, -43.3343039)",0.0
327.0,4.0,4.0,8000,"(-10.8040231, -37.1658336)",0.0
96.0,2.0,2.0,5500,"(-22.9997388, -43.2684256)",0.0
571.0,,4.0,6000,"(-22.9822342, -43.241168200000004)",0.0
90.0,3.0,3.0,3800,"(-22.9656645, -43.223445299999995)",0.0
55.0,1.0,1.0,1800,"(-23.014923800000002, -43.407209)",0.0
150.0,2.0,2.0,6500,"(-22.9719642, -43.1843432)",0.0
85.0,2.0,2.0,1200,"(-22.9265883, -43.22686029999999)",0.0
100.0,2.0,3.0,2300,"(-22.930583600000002, -43.1781740399696)",0.0
40.0,2.0,2.0,1000,"(-22.907518600000003, -43.3012474)",0.0
48.0,1.0,2.0,2000,"(-22.9746064, -43.190522200000004)",0.0
170.0,5.0,3.0,5000,"(-22.965298, -43.1981772)",0.0
36.0,1.0,1.0,1400,"(-22.9183909, -43.3971464)",1.0
39.0,,1.0,4500,"(-22.98698730000001, -43.1909986)",0.0
56.0,2.0,2.0,1500,"(-22.94624115, -43.557178065955135)",0.0
100.0,2.0,3.0,5000,"(-22.983556, -43.22493770000001)",0.0
50.0,1.0,2.0,1100,"(-22.912771, -43.544942299999995)",0.0
142.0,3.0,2.0,3500,"(-22.9690461, -43.18946629999999)",0.0
64.0,2.0,2.0,1100,"(-22.907383199999998, -43.2876155)",0.0
48.0,1.0,1.0,700,"(-22.862638600000004, -43.2564534)",0.0
80.0,1.0,2.0,1200,"(-22.9126254, -43.242544)",0.0
70.0,2.0,3.0,1700,"(-22.9416042, -43.2489054)",0.0
96.0,1.0,3.0,1300,"(-22.9217881, -43.24021679999999)",0.0
85.0,1.0,3.0,2400,"(-22.97668075, -43.19403508877312)",1.0
60.0,2.0,2.0,1500,"(-22.930592899999997, -43.2089309)",0.0
75.0,2.0,3.0,2000,"(-22.9215236, -43.248205299999995)",0.0
27.0,1.0,1.0,1400,"(-22.9847565, -43.19540679999999)",0.0
120.0,1.0,3.0,4500,"(-22.9779756, -43.229873299999994)",0.0
100.0,1.0,3.0,2650,"(-22.935445899999998, -43.1865273)",0.0
82.0,1.0,2.0,3900,"(-22.94884465, -43.179829096252966)",0.0
180.0,5.0,3.0,2500,"(-23.0197777, -43.479158899999995)",0.0
68.0,2.0,2.0,2500,"(-22.9567449, -43.19296920000001)",0.0
110.0,,3.0,6000,"(-22.953016899999998, -43.1885829)",0.0
87.0,2.0,2.0,2400,"(-23.014923800000002, -43.407209)",0.0
120.0,1.0,4.0,6800,"(-22.9804456, -43.2221655)",0.0
44.0,1.0,1.0,950,"(-22.915478, -43.2439792)",0.0
56.0,1.0,2.0,1000,"(-22.8204856, -43.3209722)",0.0
61.0,1.0,2.0,2300,"(-23.0056458, -43.330188299999996)",0.0
95.0,,3.0,2500,"(-23.000417300000002, -43.332459)",0.0
117.0,3.0,3.0,2950,"(-23.000725199999998, -43.421142700000004)",0.0
75.0,2.0,3.0,1500,"(-22.9148861, -43.2110419)",0.0
70.0,1.0,2.0,2000,"(-22.9612316, -43.191196399999995)",0.0
50.0,2.0,2.0,1200,"(-21.512665600000002, -44.9033355)",0.0
52.0,1.0,1.0,1900,"(-22.983158399999997, -43.2050161)",0.0
165.0,1.0,3.0,9500,"(-22.9849095, -43.219823999999996)",0.0
35.0,1.0,1.0,1000,"(-22.9243251, -43.251933)",0.0
68.0,2.0,2.0,1150,"(-22.924047, -43.23641660000001)",0.0
150.0,3.0,3.0,3500,"(-22.983158399999997, -43.2050161)",0.0
130.0,,3.0,5700,"(-22.999740399999997, -43.3659929)",0.0
350.0,,4.0,18500,"(-22.984189699999998, -43.2223282)",0.0
180.0,,4.0,5000,"(-22.9770236, -43.230294)",0.0
95.0,2.0,3.0,2700,"(-22.9355655, -43.185107200000004)",0.0
50.0,1.0,1.0,1400,"(-22.9065343, -43.22061420000001)",0.0
137.0,3.0,3.0,5000,"(-22.9855992, -43.1969718)",0.0
285.0,5.0,4.0,20000,"(-22.9862375, -43.209178200000004)",0.0
125.0,4.0,4.0,4650,"(-23.0048388, -43.366279799999994)",0.0
40.0,1.0,2.0,1100,"(-22.8911207, -43.2962695)",0.0
46.0,,1.0,1500,"(-22.968132699999998, -43.1830609)",0.0
148.0,,4.0,2800,"(-23.02267680000001, -43.4867206)",0.0
115.0,1.0,3.0,2300,"(-15.6022342, -56.08197679999999)",0.0
105.0,3.0,3.0,2900,"(-27.5660564, -53.9719817)",0.0
110.0,2.0,3.0,4000,"(-22.965578, -43.17784879999999)",0.0
63.0,1.0,1.0,2300,"(-22.9654545, -43.18084520000001)",0.0
22.0,1.0,1.0,850,"(-22.913987300000002, -43.215955799999996)",0.0
117.0,3.0,3.0,3000,"(-23.000725199999998, -43.421142700000004)",0.0
61.0,2.0,2.0,3000,"(-22.9827643, -43.1900836)",0.0
58.0,1.0,1.0,2200,"(-23.014923800000002, -43.407209)",0.0
100.0,1.0,2.0,2100,"(-23.0098759, -43.4445748)",0.0
57.0,1.0,2.0,2100,"(-22.9642486, -43.1803664)",0.0
85.0,1.0,2.0,3800,"(-22.979191500000002, -43.2195349)",0.0
70.0,1.0,3.0,3300,"(-22.9789705, -43.2240743)",0.0
79.0,1.0,2.0,2300,"(-22.9838087, -43.1952591)",0.0
75.0,1.0,2.0,2700,"(-23.013892000000002, -43.4634254)",0.0
65.0,2.0,2.0,2200,"(-23.014923800000002, -43.407209)",0.0
75.0,2.0,3.0,1500,"(-22.90050260000001, -43.2976489)",0.0
105.0,3.0,3.0,2250,"(-23.018515100000002, -43.4634021)",0.0
90.0,2.0,2.0,2000,"(-23.0204825, -43.5143487)",0.0
91.0,3.0,2.0,1900,"(-22.9130407, -43.2205941)",0.0
83.0,1.0,2.0,1500,"(-23.017587, -43.4528801)",0.0
68.0,2.0,3.0,1050,"(-22.8929679, -43.2788216)",0.0
60.0,2.0,2.0,1300,"(-22.90999110000001, -43.2406283)",0.0
96.0,1.0,3.0,3300,"(-22.9662234, -43.382768799999994)",0.0
139.0,2.0,3.0,1900,"(-23.0147819, -43.4610052)",0.0
51.0,1.0,2.0,1300,"(-22.9966799, -43.4249176)",0.0
80.0,2.0,3.0,1100,"(-22.8931641, -43.2827591)",0.0
77.0,2.0,3.0,4200,"(-22.98698730000001, -43.1909986)",0.0
250.0,3.0,3.0,3800,"(-22.972089699999998, -43.1900211)",0.0
99.0,2.0,3.0,3500,"(-23.0217111, -43.486967799999995)",0.0
103.0,3.0,2.0,4000,"(-23.0143229, -43.2972041)",0.0
233.0,4.0,3.0,12000,"(-23.000417300000002, -43.332459)",0.0
90.0,,2.0,2000,"(-22.939630899999997, -43.182965)",0.0
79.0,2.0,2.0,4000,"(-22.9796255, -43.2359047)",0.0
39.0,1.0,1.0,2000,"(-22.9672354, -43.18357460000001)",0.0
105.0,3.0,3.0,3600,"(-22.9578765, -43.1952146)",0.0
500.0,,3.0,8900,"(-22.9387029, -43.17358170000001)",0.0
100.0,1.0,1.0,5000,"(-22.9803652, -43.2139765)",0.0
52.0,1.0,2.0,800,"(-22.898259799999998, -43.2702775)",0.0
157.0,2.0,3.0,4750,"(-22.9690461, -43.18946629999999)",0.0
298.0,,3.0,17000,"(-23.000417300000002, -43.332459)",0.0
112.0,3.0,3.0,4000,"(-22.962703899999998, -43.1767378)",0.0
180.0,,4.0,12000,"(-22.9865648, -43.2324401)",0.0
70.0,3.0,1.0,2350,"(-22.924572, -43.1768622)",0.0
52.0,1.0,1.0,1300,"(-22.999740399999997, -43.3659929)",0.0
52.0,1.0,1.0,1750,"(-22.9827643, -43.1900836)",0.0
57.0,1.0,2.0,900,"(-22.896601399999998, -43.3447441)",0.0
390.0,,4.0,14000,"(-22.9997388, -43.2684256)",0.0
65.0,2.0,2.0,1700,"(-22.9279379, -43.236188)",0.0
126.0,3.0,4.0,3400,"(-22.9803652, -43.2139765)",0.0
196.0,1.0,3.0,5500,"(-22.9997388, -43.2684256)",0.0
25.0,1.0,1.0,1800,"(-22.915955899999997, -43.180060499999996)",0.0
50.0,1.0,1.0,750,"(-22.8882525, -43.2772282)",0.0
80.0,2.0,2.0,1300,"(-22.9306672, -43.242268100000004)",0.0
80.0,2.0,2.0,1600,"(-23.0185151, -43.4634021)",0.0
240.0,4.0,2.0,6000,"(-22.9997388, -43.2684256)",0.0
70.0,2.0,2.0,1000,"(-22.889529, -43.2790571)",0.0
170.0,,3.0,3300,"(-22.9721962, -43.1865848)",0.0
120.0,4.0,3.0,7000,"(-22.98327260000001, -43.202763)",0.0
35.0,,1.0,2700,"(-22.923823300000002, -43.17771)",0.0
74.0,3.0,2.0,2300,"(-23.0015257, -43.395351700000006)",0.0
46.0,1.0,1.0,1500,"(-22.8049732, -43.219866107721046)",0.0
89.0,2.0,2.0,1700,"(-22.912032, -43.226347)",0.0
68.0,1.0,2.0,1600,"(-22.9997404, -43.3659929)",0.0
70.0,1.0,2.0,1000,"(-22.90742695, -43.412571206899955)",0.0
84.0,,2.0,7500,"(-22.9777288, -43.224804999999996)",0.0
160.0,3.0,3.0,6000,"(-22.94665860000001, -43.161134600000004)",0.0
243.0,3.0,3.0,12000,"(-22.9913592, -43.2675329)",0.0
66.0,1.0,2.0,1200,"(nan, nan)",
200.0,3.0,4.0,5000,"(-22.944898100000003, -43.1608852)",0.0
120.0,3.0,3.0,1900,"(-22.9332164, -43.2381453)",0.0
93.0,3.0,2.0,2500,"(-23.0015518, -43.3806777)",0.0
40.0,1.0,1.0,850,"(-22.873894500000002, -43.34117020000001)",0.0
93.0,1.0,3.0,1600,"(-22.9306672, -43.242268100000004)",0.0
120.0,3.0,3.0,3300,"(-22.968192000000002, -43.358388500000004)",0.0
200.0,,2.0,9900,"(-22.9803652, -43.2139765)",0.0
85.0,,2.0,1900,"(-23.000417300000002, -43.332459)",0.0
480.0,2.0,4.0,4000,"(-22.9393527, -43.1745967)",0.0
110.0,3.0,2.0,10500,"(-22.9653055, -43.176673799999996)",0.0
200.0,4.0,3.0,6000,"(-22.9995141, -43.26502720000001)",0.0
180.0,3.0,3.0,4950,"(-22.9282465, -43.170790419174786)",0.0
50.0,,1.0,1600,"(-23.014923800000002, -43.407209)",0.0
80.0,1.0,2.0,2200,"(-23.0086357, -43.2956345)",0.0
90.0,,3.0,520000,"(-22.9351051, -43.2445715)",0.0
60.0,2.0,1.0,2700,"(-27.5660564, -53.9719817)",0.0
160.0,3.0,2.0,7000,"(-23.014923800000002, -43.407209)",0.0
60.0,1.0,2.0,800,"(-22.8887056, -43.2894986)",1.0
100.0,1.0,3.0,1600,"(-22.917662399999998, -43.24595770000001)",0.0
60.0,2.0,2.0,700,"(-22.9096108, -43.2986859)",0.0
280.0,,4.0,8000,"(-22.9997388, -43.2684256)",0.0
35.0,1.0,1.0,1550,"(-22.9513701, -43.1842679)",0.0
62.0,,2.0,1350,"(-23.0185151, -43.4634021)",0.0
283.0,5.0,4.0,4500,"(-23.0134205, -43.3075028)",0.0
57.0,2.0,2.0,1800,"(-22.9548472, -43.3765899)",0.0
230.0,4.0,3.0,7000,"(-22.988339899999996, -43.3529408)",0.0
132.0,4.0,3.0,9500,"(-23.014923800000002, -43.407209)",0.0
35.0,1.0,1.0,1100,"(-22.9131907, -43.1860902)",0.0
55.0,1.0,1.0,2500,"(-22.93320515, -43.17760685626049)",0.0
94.0,2.0,2.0,4497,"(-22.955651, -43.1737289)",0.0
476.0,1.0,4.0,5800,"(-22.9387029, -43.17358170000001)",0.0
76.0,2.0,2.0,1000,"(-22.9039197, -43.2733079)",0.0
78.0,1.0,2.0,1900,"(-22.9210997, -43.2188249)",0.0
150.0,2.0,3.0,2000,"(-22.9279379, -43.236188)",0.0
177.0,4.0,3.0,8500,"(-22.9790043, -43.21843320000001)",0.0
81.0,2.0,3.0,1200,"(-22.9312854, -43.36198529999999)",0.0
170.0,4.0,4.0,12000,"(-22.9839557, -43.2022163)",0.0
59.0,2.0,2.0,900,"(-22.905018300000002, -43.2907075)",0.0
80.0,3.0,2.0,2900,"(-27.5660564, -53.9719817)",0.0
170.0,4.0,4.0,11500,"(-22.983158399999997, -43.2050161)",0.0
45.0,,2.0,900,"(-22.9117384, -43.5461167)",0.0
160.0,4.0,4.0,4950,"(-22.9986093, -43.2695956)",0.0
85.0,2.0,2.0,2700,"(-23.0048388, -43.366279799999994)",0.0
80.0,2.0,2.0,1000,"(-22.8966961, -43.3055126)",0.0
350.0,3.0,4.0,6050,"(-23.009006, -43.3062496)",0.0
230.0,3.0,3.0,6000,"(-23.014923800000002, -43.407209)",0.0
40.0,1.0,1.0,1505,"(-22.7904418, -43.31496420000001)",0.0
70.0,1.0,2.0,1200,"(-22.9709611, -43.395351399999996)",0.0
89.0,2.0,2.0,1500,"(-23.0066417, -43.4845412)",0.0
86.0,2.0,2.0,6000,"(-22.9855992, -43.1969718)",0.0
91.0,2.0,2.0,8000,"(-22.9855992, -43.1969718)",0.0
94.0,3.0,4.0,5000,"(-22.9533486, -43.189868)",0.0
58.0,1.0,2.0,1650,"(-22.8854895, -43.2733372)",0.0
100.0,,2.0,2600,"(-23.0048388, -43.366279799999994)",0.0
46.0,1.0,1.0,1600,"(-22.968132699999998, -43.1830609)",0.0
390.0,,3.0,11500,"(-22.9997388, -43.2684256)",0.0
107.0,3.0,2.0,3800,"(-22.9814243, -43.2383245)",0.0
95.0,2.0,4.0,1946,"(-22.9548472, -43.3765899)",0.0
62.0,2.0,2.0,1800,"(-22.914519199999997, -43.2147125)",0.0
70.0,1.0,2.0,1900,"(-22.9245892, -43.235199200000004)",0.0
60.0,2.0,2.0,900,"(-22.921215399999998, -43.374144799999996)",0.0
350.0,2.0,4.0,30000,"(-22.9862375, -43.209178200000004)",0.0
25.0,1.0,1.0,1500,"(-22.9454241, -43.18079099640421)",0.0
75.0,3.0,2.0,2650,"(-22.9494286, -43.1873596)",0.0
70.0,1.0,2.0,800,"(-22.8355116, -43.3182064)",0.0
179.0,1.0,3.0,6000,"(-23.013892000000002, -43.4634254)",0.0
44.0,1.0,1.0,1500,"(-9.3429057, -38.2552548)",0.0
98.0,2.0,2.0,1100,"(-22.8146716, -43.210201299999994)",0.0
