areas,bathrooms,bedrooms,r$_pmo,coord,class
70.0,2.0,3.0,2400,"(-22.9216346, -43.257501)",0.0
150.0,3.0,3.0,4000,"(-22.9805083, -43.213479299999996)",0.0
110.0,2.0,3.0,3800,"(-22.9865648, -43.2324401)",0.0
185.0,4.0,4.0,10500,"(-23.0143229, -43.2972041)",0.0
213.0,5.0,4.0,10000,"(-22.961100100000003, -43.2049879)",0.0
84.0,1.0,3.0,3000,"(-23.002106100000002, -43.39327614523657)",0.0
82.0,,3.0,2200,"(-23.0223214, -43.5099059)",0.0
90.0,,1.0,1999,"(-23.014923800000002, -43.407209)",0.0
41.0,1.0,1.0,1300,"(-22.9654545, -43.18084520000001)",0.0
420.0,,4.0,6900,"(-23.014923800000002, -43.407209)",0.0
70.0,1.0,2.0,1200,"(-22.8779072, -43.2580479)",0.0
260.0,4.0,5.0,8000,"(-22.9721962, -43.1865848)",0.0
116.0,2.0,3.0,4000,"(-22.9871664, -43.2242641)",0.0
140.0,3.0,3.0,4700,"(-23.014923800000002, -43.407209)",0.0
63.0,1.0,1.0,2300,"(-23.014923800000002, -43.407209)",0.0
43.0,1.0,1.0,4000,"(-22.98165, -43.2133493)",0.0
70.0,1.0,2.0,900,"(-22.9090942, -43.2678381)",0.0
60.0,1.0,2.0,2800,"(-22.9533486, -43.189868)",0.0
50.0,1.0,2.0,900,"(-22.86653380000001, -43.3776136)",0.0
64.0,1.0,3.0,1450,"(-22.9042905, -43.286152200000004)",0.0
62.0,,1.0,2100,"(-22.923823300000002, -43.17771)",0.0
160.0,2.0,3.0,1900,"(-22.917734799999998, -43.2188065)",0.0
48.0,1.0,2.0,800,"(-22.9665038, -43.3713193)",0.0
80.0,2.0,2.0,2900,"(-27.5660564, -53.9719817)",0.0
70.0,1.0,2.0,900,"(-22.8323751, -43.31407479999999)",0.0
120.0,3.0,3.0,5500,"(-22.9859524, -43.1911156)",0.0
28.0,1.0,1.0,700,"(-22.901509100000002, -43.2660153)",1.0
33.0,1.0,1.0,3300,"(-22.985511, -43.19287620000001)",0.0
173.0,4.0,4.0,8200,"(-22.999740399999997, -43.3659929)",0.0
89.0,3.0,3.0,2200,"(-23.020068300000002, -43.4642256)",0.0
90.0,2.0,3.0,2000,"(-23.0211861, -43.4540997)",0.0
82.0,1.0,2.0,2500,"(-22.962171899999998, -43.1737305)",0.0
155.0,1.0,2.0,4800,"(-22.9607745, -43.2028991)",0.0
106.0,2.0,3.0,5200,"(-23.014923800000002, -43.407209)",0.0
75.0,2.0,2.0,2000,"(-22.9997404, -43.3659929)",0.0
78.0,3.0,2.0,2000,"(-22.9732812, -43.379219299999995)",0.0
124.0,2.0,2.0,3500,"(-22.976685699999997, -43.1914396)",1.0
80.0,3.0,1.0,2300,"(-22.940963, -43.1913573)",0.0
120.0,2.0,3.0,3950,"(-22.9628638, -43.1699883)",0.0
140.0,3.0,3.0,10000,"(-22.983556, -43.22493770000001)",0.0
120.0,2.0,2.0,7000,"(-23.014923800000002, -43.407209)",0.0
65.0,,2.0,1200,"(-22.91319, -43.241878)",0.0
80.0,1.0,2.0,1700,"(-23.017635000000002, -43.453629)",0.0
140.0,3.0,3.0,4200,"(-22.968132699999998, -43.1830609)",0.0
40.0,1.0,1.0,1600,"(-22.9255259, -43.17292970000001)",0.0
49.0,1.0,2.0,1000,"(-22.9548472, -43.3765899)",0.0
110.0,1.0,3.0,6500,"(-22.983158399999997, -43.2050161)",0.0
200.0,4.0,3.0,20000,"(-22.9805083, -43.213479299999996)",0.0
220.0,5.0,4.0,3900,"(-22.9393527, -43.1745967)",0.0
109.0,3.0,3.0,4400,"(-22.9312548, -43.1766407)",0.0
280.0,5.0,4.0,7000,"(-22.9997388, -43.2684256)",0.0
60.0,2.0,2.0,1300,"(-22.963252, -43.39719960000001)",0.0
380.0,3.0,4.0,4000,"(-22.9393527, -43.1745967)",0.0
80.0,3.0,2.0,3100,"(-22.9654545, -43.18084520000001)",0.0
407.0,3.0,4.0,7000,"(-22.975583899999997, -43.193523600000006)",0.0
110.0,4.0,3.0,2500,"(-23.0199675, -43.4689148)",0.0
550.0,,4.0,33000,"(-22.9862375, -43.209178200000004)",0.0
75.0,3.0,2.0,4000,"(-22.98698730000001, -43.1909986)",0.0
77.0,1.0,2.0,3200,"(-22.9494286, -43.1873596)",0.0
38.0,2.0,1.0,1700,"(-22.9848029, -43.2143121)",0.0
85.0,2.0,2.0,5100,"(-23.0143229, -43.2972041)",0.0
170.0,1.0,3.0,8000,"(-22.98679, -43.2200859)",0.0
50.0,1.0,2.0,1400,"(-22.928988, -43.353419099999996)",1.0
60.0,1.0,2.0,900,"(-22.9026425, -43.281726299999995)",0.0
30.0,1.0,1.0,800,"(-30.0342118, -51.2393593)",0.0
70.0,2.0,2.0,2700,"(-22.9624017, -43.2182329)",0.0
70.0,2.0,3.0,1500,"(-22.937735600000003, -43.3446284)",0.0
110.0,1.0,2.0,2500,"(-22.933985999999997, -43.1760735)",0.0
450.0,,3.0,19000,"(-22.9997388, -43.2684256)",0.0
70.0,,2.0,900,"(-22.9148218, -43.250558399999996)",0.0
556.0,,4.0,23000,"(-22.9862375, -43.209178200000004)",0.0
40.0,1.0,1.0,900,"(-22.8997237, -43.285844899999994)",0.0
70.0,1.0,1.0,2000,"(-22.9642979, -43.1771955)",0.0
28.0,1.0,1.0,1500,"(-22.8975185, -43.1843067)",0.0
55.0,1.0,1.0,2400,"(-22.968132699999998, -43.1830609)",0.0
150.0,4.0,4.0,6000,"(-22.988339899999996, -43.3529408)",0.0
90.0,3.0,3.0,1400,"(-23.0197777, -43.479158899999995)",0.0
373.0,2.0,3.0,9000,"(-22.9343173, -43.1878165)",0.0
85.0,1.0,3.0,1200,"(-22.936621600000002, -43.3626578)",0.0
93.0,,2.0,1500,"(-22.8850647, -43.332004)",1.0
250.0,,4.0,14000,"(-22.981271300000003, -43.2004164)",0.0
186.0,1.0,4.0,4000,"(-23.014923800000002, -43.407209)",0.0
200.0,5.0,3.0,4500,"(-22.9729585, -43.3822057)",0.0
55.0,2.0,2.0,1300,"(-22.9183909, -43.3971464)",1.0
85.0,2.0,3.0,1450,"(-22.936621600000002, -43.3626578)",0.0
100.0,2.0,3.0,2000,"(-23.0138747, -43.4472612)",0.0
85.0,2.0,2.0,2500,"(-23.0063466, -43.4358159)",0.0
41.0,1.0,1.0,1500,"(-22.8865583, -43.2800414)",0.0
160.0,,3.0,15000,"(-22.9819833, -43.206933)",0.0
70.0,2.0,2.0,2700,"(-22.98459200000001, -43.2241076)",0.0
80.0,3.0,2.0,2500,"(-22.9674748, -43.18745360000001)",0.0
80.0,2.0,2.0,950,"(-22.8865367, -43.3442536)",0.0
336.0,3.0,3.0,7500,"(-22.9766415, -43.188297)",0.0
110.0,3.0,3.0,3000,"(-22.9719642, -43.1843432)",0.0
130.0,4.0,4.0,4000,"(-22.983556, -43.22493770000001)",0.0
120.0,2.0,3.0,5000,"(-22.9631893, -43.2225979)",0.0
136.0,2.0,3.0,5500,"(-22.9848957, -43.1952136)",0.0
75.0,1.0,2.0,1600,"(-22.9997404, -43.3659929)",0.0
85.0,3.0,3.0,1400,"(-23.0195449, -43.47383720000001)",0.0
54.0,1.0,1.0,650,"(-22.8702349, -43.4657544)",0.0
280.0,5.0,4.0,20000,"(-22.98679, -43.2200859)",0.0
102.0,4.0,2.0,5500,"(-22.9871664, -43.2242641)",0.0
57.0,,2.0,1600,"(-22.9037722, -43.21981820000001)",0.0
85.0,2.0,3.0,2000,"(-23.0223214, -43.5099059)",0.0
135.0,2.0,4.0,6989,"(-22.9805083, -43.213479299999996)",0.0
160.0,2.0,3.0,7990,"(-22.984338600000005, -43.2328045)",0.0
550.0,6.0,5.0,9200,"(-22.9997388, -43.2684256)",0.0
160.0,3.0,4.0,3000,"(-23.0011303, -43.3608268)",0.0
26.0,1.0,1.0,1000,"(-22.9218044, -43.180240399999995)",1.0
164.0,1.0,3.0,2800,"(-22.9228633, -43.2280357)",0.0
40.0,2.0,2.0,1200,"(-22.8355116, -43.3182064)",0.0
59.0,1.0,2.0,3400,"(-22.965476199999998, -43.2299029)",0.0
66.0,2.0,2.0,2000,"(-22.9130141, -43.216724799999994)",0.0
70.0,2.0,3.0,1900,"(-22.9216346, -43.257501)",0.0
180.0,3.0,4.0,4000,"(-22.9770236, -43.230294)",0.0
160.0,2.0,3.0,3900,"(-22.9639208, -43.1739732)",0.0
70.0,2.0,2.0,3200,"(-22.9427792, -43.1928084)",0.0
70.0,1.0,1.0,1500,"(-22.988001899999997, -43.3660133)",0.0
51.0,1.0,2.0,800,"(-22.9109742, -43.2775098)",1.0
35.0,1.0,1.0,750,"(-22.8810956, -43.314291409690775)",0.0
90.0,1.0,2.0,2900,"(-22.937425, -43.193449799999996)",0.0
50.0,2.0,1.0,1450,"(-22.8128362, -43.2007792)",0.0
60.0,1.0,1.0,1200,"(-22.9240387, -43.234421399999995)",0.0
100.0,2.0,3.0,1300,"(-22.8928956, -43.2738066)",0.0
270.0,5.0,4.0,25000,"(-22.9848029, -43.2143121)",0.0
460.0,6.0,4.0,16000,"(-23.014923800000002, -43.407209)",0.0
126.0,2.0,3.0,5500,"(-22.9770236, -43.230294)",0.0
140.0,2.0,3.0,5079,"(-22.9847565, -43.19540679999999)",0.0
35.0,1.0,1.0,700,"(-22.8966961, -43.3055126)",0.0
100.0,,3.0,1500,"(-22.90999110000001, -43.2406283)",0.0
289.0,1.0,4.0,19000,"(-22.9804456, -43.2221655)",0.0
70.0,2.0,2.0,900,"(-22.93048030000001, -43.3555556)",0.0
110.0,3.0,4.0,8500,"(-22.9766415, -43.188297)",0.0
50.0,1.0,1.0,900,"(-22.8887124, -43.268156299999994)",0.0
160.0,4.0,3.0,11800,"(-22.986895, -43.2275735)",0.0
55.0,1.0,2.0,1500,"(-22.9294089, -43.3756395)",0.0
30.0,,1.0,1500,"(-22.9509157, -43.19362720000001)",0.0
45.0,1.0,1.0,1000,"(-22.9210997, -43.2188249)",0.0
84.0,1.0,2.0,2300,"(-22.9226421, -43.177021)",0.0
170.0,3.0,3.0,5000,"(-22.9387029, -43.17358170000001)",0.0
62.0,2.0,2.0,1700,"(-22.9665038, -43.3713193)",0.0
100.0,3.0,2.0,6500,"(-22.9775074, -43.194117299999995)",1.0
57.0,1.0,2.0,800,"(-22.9028079, -43.304363099999996)",0.0
90.0,2.0,3.0,4000,"(-22.983158399999997, -43.2050161)",0.0
580.0,6.0,4.0,40000,"(-23.014923800000002, -43.407209)",0.0
65.0,1.0,2.0,950,"(-22.9022005, -43.2718717)",0.0
49.0,1.0,1.0,1100,"(-22.9181164, -43.2664799)",0.0
65.0,1.0,2.0,2000,"(-22.930774600000003, -43.1868679)",0.0
160.0,5.0,4.0,5500,"(-23.0063466, -43.4358159)",0.0
38.0,1.0,1.0,4000,"(-22.9721962, -43.1865848)",0.0
110.0,3.0,3.0,3500,"(-22.917883899999996, -43.1799132)",0.0
73.0,1.0,2.0,850,"(-22.9137208, -43.3684508)",0.0
47.0,1.0,2.0,930,"(-22.9047924, -43.26502070000001)",0.0
78.0,1.0,2.0,1000,"(-22.88124280000001, -43.3617523)",0.0
700.0,5.0,5.0,9500,"(-22.988828899999998, -43.3014227)",0.0
333.0,4.0,4.0,12000,"(-23.000417300000002, -43.332459)",0.0
210.0,5.0,3.0,12000,"(-22.9766415, -43.188297)",0.0
60.0,,2.0,1100,"(-22.9997404, -43.3659929)",0.0
83.0,2.0,3.0,2500,"(-23.013892000000002, -43.4634254)",0.0
196.0,4.0,3.0,4000,"(-22.9997388, -43.2684256)",0.0
43.0,1.0,2.0,900,"(-22.967120899999998, -43.335389)",0.0
120.0,2.0,3.0,3500,"(-22.968132699999998, -43.1830609)",0.0
70.0,2.0,2.0,2800,"(-23.0063466, -43.4358159)",0.0
80.0,2.0,2.0,16000,"(-22.98698730000001, -43.1909986)",0.0
171.0,2.0,3.0,5000,"(-22.9766415, -43.188297)",0.0
72.0,2.0,3.0,1800,"(-22.9548472, -43.3765899)",0.0
80.0,2.0,2.0,1200,"(-22.926794100000002, -43.2615768)",1.0
23.0,1.0,1.0,600,"(-22.8926665, -43.3110001)",0.0
80.0,,3.0,1300,"(-20.4640173, -54.61629470000001)",0.0
81.0,2.0,2.0,2600,"(-22.921198999999998, -43.2186933)",0.0
500.0,3.0,4.0,30000,"(-22.9865648, -43.2324401)",0.0
407.0,4.0,4.0,16000,"(-22.9938255, -43.35094820000001)",0.0
60.0,1.0,2.0,800,"(-22.88879, -43.2985088)",0.0
115.0,3.0,3.0,2990,"(-22.9332703, -43.237241)",0.0
114.0,1.0,2.0,3300,"(-22.968132699999998, -43.1830609)",0.0
108.0,2.0,3.0,3400,"(-22.9722264, -43.1919672)",0.0
90.0,2.0,2.0,2400,"(-22.93536210000001, -43.1921849)",0.0
61.0,1.0,2.0,1300,"(-22.7911775, -43.185465)",0.0
100.0,1.0,2.0,2900,"(-22.9821181, -43.2140392)",0.0
100.0,3.0,2.0,5000,"(-22.9628638, -43.1699883)",0.0
420.0,4.0,3.0,10000,"(-22.951239800000003, -43.1752885)",0.0
83.0,2.0,3.0,2200,"(-23.0233396, -43.4857059)",0.0
80.0,1.0,2.0,1600,"(-22.8954366, -43.2787678)",0.0
110.0,3.0,2.0,3800,"(-23.014923800000002, -43.407209)",0.0
100.0,3.0,2.0,5000,"(-23.000725199999998, -43.421142700000004)",0.0
69.0,1.0,2.0,800,"(-22.8062272, -43.3082284)",0.0
217.0,1.0,4.0,9000,"(-22.9363319, -43.1933919)",0.0
140.0,3.0,3.0,2820,"(-22.9690461, -43.18946629999999)",0.0
65.0,1.0,2.0,3000,"(-22.9545054, -43.1740626)",0.0
35.0,1.0,1.0,1200,"(-22.9548472, -43.3765899)",0.0
75.0,3.0,2.0,4000,"(-22.9839032, -43.2242984)",0.0
125.0,2.0,3.0,6000,"(-22.9832566, -43.2265394)",0.0
43.0,1.0,2.0,850,"(-22.8995282, -43.67939920000001)",0.0
120.0,3.0,4.0,3500,"(-22.9252297, -43.2213959)",0.0
179.0,4.0,3.0,4500,"(-22.9339841, -43.1745744)",0.0
48.0,1.0,1.0,2500,"(-22.9367372, -43.1898261)",0.0
84.0,,3.0,1800,"(-23.013892000000002, -43.4634254)",0.0
131.0,2.0,3.0,10000,"(-22.984189699999998, -43.2223282)",0.0
230.0,,4.0,4500,"(-22.966940100000002, -43.181606200000004)",0.0
44.0,,1.0,1800,"(-22.9642979, -43.1771955)",0.0
124.0,2.0,3.0,2900,"(-23.0111148, -43.46874260000001)",0.0
86.0,2.0,2.0,4500,"(-22.987760199999997, -43.2281667147424)",0.0
157.0,3.0,3.0,1900,"(-22.9279379, -43.236188)",0.0
150.0,4.0,4.0,8500,"(-6.5899848, -37.9149013)",0.0
40.0,1.0,1.0,2250,"(-22.9619842, -43.2175062)",0.0
90.0,2.0,2.0,7500,"(-22.9855992, -43.1969718)",0.0
70.0,1.0,2.0,3500,"(-22.9855992, -43.1969718)",0.0
90.0,2.0,3.0,2700,"(-22.9707145, -43.1899429)",0.0
230.0,3.0,4.0,6000,"(-22.9387029, -43.17358170000001)",0.0
50.0,1.0,1.0,829,"(-22.8373235, -43.3210006)",0.0
50.0,1.0,2.0,1200,"(-22.7982725, -43.2011307)",0.0
280.0,,4.0,11000,"(-22.9622039, -43.2099987)",0.0
578.0,8.0,6.0,18500,"(-22.9766415, -43.188297)",0.0
78.0,2.0,2.0,1300,"(-22.9168533, -43.1960653)",1.0
174.0,,3.0,4000,"(-23.0132586, -43.29810850000001)",0.0
130.0,,3.0,4200,"(-23.0048388, -43.366279799999994)",0.0
87.0,3.0,2.0,2800,"(-22.930325600000003, -43.1812518)",0.0
65.0,1.0,2.0,1200,"(-22.879766500000002, -43.2633315)",0.0
65.0,2.0,3.0,1300,"(-22.964776399999998, -43.40202539999999)",0.0
200.0,3.0,3.0,4800,"(-22.9707145, -43.1899429)",0.0
50.0,1.0,2.0,710,"(-22.8256491, -43.32704260000001)",0.0
50.0,2.0,2.0,1350,"(-22.9548472, -43.3765899)",0.0
67.0,,2.0,2100,"(-23.0000794, -43.4164657)",0.0
105.0,1.0,3.0,3000,"(-22.9674748, -43.18745360000001)",0.0
48.0,1.0,2.0,533,"(-22.9368986, -43.5739182)",0.0
580.0,7.0,4.0,6000,"(-22.9822342, -43.241168200000004)",0.0
220.0,5.0,4.0,4000,"(-23.018515100000002, -43.4634021)",0.0
53.0,1.0,1.0,1100,"(-22.923339399999996, -43.2096069)",0.0
47.0,1.0,2.0,1200,"(-22.9665038, -43.371319299999996)",0.0
54.0,,2.0,900,"(3.6536376000000006, -61.0848973)",0.0
110.0,2.0,3.0,5000,"(-22.9790043, -43.21843320000001)",0.0
70.0,1.0,2.0,1150,"(-22.9216346, -43.257501)",0.0
50.0,2.0,2.0,1000,"(-22.9183909, -43.3971464)",1.0
84.0,,2.0,3000,"(-22.98698730000001, -43.1909986)",0.0
80.0,3.0,3.0,1900,"(-23.0138985, -43.4556901)",0.0
80.0,3.0,3.0,3200,"(-22.9997404, -43.3659929)",0.0
30.0,1.0,1.0,650,"(-22.873253899999998, -43.288860299999996)",0.0
50.0,1.0,1.0,900,"(-22.964776399999998, -43.40202539999999)",0.0
130.0,2.0,4.0,2800,"(-22.975583899999997, -43.193523600000006)",0.0
78.0,1.0,2.0,2700,"(-22.98459200000001, -43.2241076)",0.0
202.0,3.0,4.0,12000,"(-22.9855992, -43.1969718)",0.0
76.0,2.0,2.0,1100,"(-22.90182080000001, -43.269192)",0.0
30.0,1.0,1.0,1800,"(-22.968515300000004, -43.1850961)",0.0
87.0,2.0,3.0,2000,"(-23.0197777, -43.479158899999995)",0.0
60.0,2.0,2.0,1400,"(-22.924411199999998, -43.2476356)",0.0
90.0,2.0,3.0,1800,"(-22.9140435, -43.2430874)",0.0
86.0,2.0,3.0,1400,"(-23.0211861, -43.4540997)",0.0
70.0,2.0,2.0,1550,"(-22.936339899999997, -43.3330978)",0.0
120.0,1.0,3.0,2800,"(-22.9198776, -43.225731700000004)",0.0
77.0,1.0,3.0,2000,"(-22.95334505, -43.19681178206104)",0.0
110.0,1.0,3.0,2100,"(-23.0204421, -43.4563215)",0.0
45.0,1.0,2.0,900,"(-22.939245899999996, -43.3212971)",0.0
78.0,1.0,2.0,2000,"(-22.9196614, -43.23863460000001)",0.0
65.0,2.0,2.0,1250,"(-22.9224565, -43.2668482)",0.0
60.0,1.0,2.0,1500,"(-22.9339841, -43.1745744)",0.0
70.0,2.0,3.0,1000,"(-22.9121741, -43.2460158)",0.0
180.0,,4.0,4200,"(-23.0011303, -43.3608268)",0.0
61.0,2.0,2.0,1200,"(-22.9070091, -43.2833301)",0.0
69.0,1.0,2.0,1600,"(-22.9279379, -43.236188)",0.0
315.0,4.0,4.0,14000,"(-23.014923800000002, -43.407209)",0.0
57.0,1.0,2.0,900,"(-22.888440799999998, -43.3883198)",0.0
202.0,2.0,4.0,8800,"(-22.9855992, -43.1969718)",0.0
230.0,,2.0,20000,"(-22.984189699999998, -43.2223282)",0.0
200.0,5.0,3.0,9000,"(-22.9997388, -43.2684256)",0.0
20.0,,1.0,400,"(-22.917451, -43.2061374)",0.0
100.0,3.0,2.0,5000,"(-23.0143229, -43.2972041)",0.0
102.0,3.0,3.0,2900,"(-22.9279379, -43.236188)",0.0
358.0,4.0,4.0,15000,"(-22.9997388, -43.2684256)",0.0
80.0,2.0,3.0,2900,"(-22.9363262, -43.19153789999999)",0.0
66.0,2.0,2.0,1450,"(-23.0255504, -43.49052620000001)",0.0
72.0,1.0,2.0,3000,"(-22.960399, -43.2013465)",0.0
161.0,3.0,4.0,5000,"(-22.9693408, -43.2053745)",0.0
78.0,3.0,2.0,2200,"(-22.9662234, -43.382768799999994)",0.0
300.0,4.0,4.0,8000,"(-22.9387029, -43.17358170000001)",0.0
250.0,1.0,4.0,4400,"(-22.9454241, -43.18079099640421)",0.0
160.0,5.0,4.0,9000,"(-22.9862574, -43.1922967)",0.0
49.0,2.0,1.0,1800,"(-22.968515300000004, -43.1850961)",0.0
57.0,2.0,1.0,1900,"(-22.97579330000001, -43.1912304)",0.0
300.0,,4.0,9000,"(-22.9862574, -43.1922967)",0.0
56.0,3.0,2.0,700,"(-22.902816, -43.5544406)",0.0
60.0,1.0,2.0,900,"(-22.9548472, -43.3765899)",0.0
230.0,,4.0,9000,"(-23.014923800000002, -43.407209)",0.0
89.0,1.0,2.0,1900,"(-22.9451467, -43.3374151)",0.0
210.0,3.0,4.0,6800,"(-22.9857245, -43.19650410000001)",0.0
86.0,3.0,2.0,3460,"(-22.959020300000002, -43.2035583)",0.0
460.0,5.0,4.0,5000,"(-22.9997388, -43.2684256)",0.0
276.0,,4.0,10500,"(-22.9624658, -43.20248839999999)",0.0
125.0,2.0,2.0,3500,"(-22.9690461, -43.18946629999999)",0.0
64.0,2.0,2.0,1750,"(-22.9224565, -43.2668482)",0.0
90.0,2.0,2.0,4000,"(-22.9819833, -43.206933)",0.0
155.0,3.0,4.0,8600,"(-22.981749100000002, -43.1906689)",0.0
420.0,5.0,5.0,18000,"(-22.9865648, -43.2324401)",0.0
212.0,3.0,4.0,8500,"(-22.9758762, -43.2187075)",0.0
64.0,2.0,2.0,1600,"(-22.9279379, -43.236188)",0.0
330.0,3.0,3.0,38000,"(-22.9862375, -43.209178200000004)",0.0
85.0,2.0,2.0,2000,"(-22.933985999999997, -43.1760735)",0.0
118.0,3.0,3.0,2600,"(-23.0197777, -43.479158899999995)",0.0
45.0,1.0,2.0,600,"(-22.8184938, -43.2854951)",0.0
230.0,3.0,3.0,40000,"(-22.9855992, -43.1969718)",0.0
80.0,2.0,2.0,1300,"(-22.9210288, -43.2609171)",0.0
170.0,,3.0,2700,"(-23.0122082, -43.4538158)",0.0
50.0,1.0,2.0,2100,"(-30.0342118, -51.2393593)",0.0
372.0,5.0,4.0,33000,"(-22.9803652, -43.2139765)",0.0
74.0,1.0,2.0,900,"(-22.926862399999997, -43.38811670000001)",0.0
389.0,6.0,4.0,13000,"(-22.9997388, -43.2684256)",0.0
68.0,1.0,2.0,1200,"(-22.9332164, -43.2381453)",0.0
40.0,1.0,2.0,780,"(-23.001839899999997, -43.6356667)",0.0
78.0,2.0,2.0,2700,"(-22.98459200000001, -43.2241076)",0.0
65.0,1.0,2.0,2500,"(-22.9554257, -43.20050420000001)",0.0
155.0,5.0,4.0,12000,"(-6.5899848, -37.9149013)",0.0
124.0,2.0,4.0,4500,"(-22.95854, -43.1949511)",0.0
388.0,4.0,4.0,12000,"(-6.5899848, -37.9149013)",0.0
37.0,1.0,1.0,2000,"(-22.9778117, -43.191251799999996)",1.0
85.0,,2.0,8500,"(-22.9855992, -43.1969718)",0.0
125.0,3.0,3.0,2500,"(-23.014163800000002, -43.4585169)",0.0
75.0,,2.0,2500,"(-22.915698100000004, -43.2319433)",0.0
250.0,,4.0,15000,"(-22.9865648, -43.2324401)",0.0
102.0,,2.0,3200,"(-22.9890302, -43.3549717)",0.0
89.0,2.0,2.0,3000,"(-22.9500463, -43.191054799999996)",0.0
89.0,3.0,3.0,1550,"(-23.003173699999998, -43.4840149)",0.0
50.0,1.0,2.0,1950,"(-22.9548472, -43.3765899)",0.0
400.0,1.0,5.0,5000,"(-22.9997388, -43.2684256)",0.0
35.0,1.0,1.0,500,"(-22.928988, -43.3534191)",1.0
63.0,2.0,2.0,1850,"(-22.9654545, -43.18084520000001)",0.0
123.0,3.0,3.0,2000,"(-23.0188373, -43.4620261)",0.0
99.0,4.0,2.0,5200,"(-22.9849095, -43.219823999999996)",0.0
140.0,2.0,3.0,3400,"(-22.9855992, -43.1969718)",0.0
53.0,1.0,2.0,800,"(-22.893523499999997, -43.3974274)",0.0
136.0,3.0,3.0,3900,"(-23.0096083, -43.3169506)",0.0
95.0,1.0,2.0,2200,"(-22.97579330000001, -43.1912304)",0.0
140.0,3.0,3.0,3900,"(-22.932849800000003, -43.178870700000004)",0.0
150.0,2.0,3.0,3500,"(-22.968132699999998, -43.1830609)",0.0
55.0,1.0,3.0,800,"(-22.9047924, -43.26502070000001)",0.0
40.0,1.0,1.0,1020,"(-22.889529, -43.2790571)",0.0
106.0,4.0,3.0,4000,"(-23.0015257, -43.395351700000006)",0.0
60.0,2.0,2.0,1150,"(-22.9548472, -43.3765899)",0.0
65.0,2.0,2.0,3500,"(-22.9849095, -43.219823999999996)",0.0
160.0,3.0,3.0,3500,"(-22.9719642, -43.1843432)",0.0
1147.0,9.0,6.0,24000,"(-23.014923800000002, -43.407209)",0.0
,,4.0,1000,"(-22.9151927, -43.3557471)",0.0
,,3.0,8500,"(-10.8040231, -37.1658336)",0.0
,,1.0,4300,"(-22.9628638, -43.1699883)",0.0
,,3.0,12000,"(-22.981271300000003, -43.2004164)",0.0
,,4.0,12000,"(-22.9622039, -43.2099987)",0.0
,,1.0,1500,"(-22.9042268, -43.2775135)",0.0
,,2.0,1200,"(-22.8676979, -43.3060881)",0.0
,,4.0,7900,"(-22.9997388, -43.2684256)",0.0
,,3.0,1100,"(-22.9665038, -43.3713193)",0.0
,,3.0,8500,"(-22.9624658, -43.20248839999999)",0.0
,,1.0,7989,"(-23.0143229, -43.2972041)",0.0
,,4.0,10000,"(-22.9855992, -43.1969718)",0.0
,,2.0,4000,"(-22.98698730000001, -43.1909986)",0.0
,,2.0,3000,"(-22.9763665, -43.22726110000001)",0.0
,,3.0,3800,"(-6.5899848, -37.9149013)",0.0
,,4.0,9000,"(-22.9849095, -43.219823999999996)",0.0
,,4.0,8500,"(-6.5899848, -37.9149013)",0.0
,,2.0,1350,"(-22.93394695, -43.33649233654077)",0.0
,,1.0,2250,"(-22.9619842, -43.2175062)",0.0
,,2.0,7500,"(-22.9855992, -43.1969718)",0.0
,,2.0,3500,"(-22.9855992, -43.1969718)",0.0
,,3.0,2700,"(-22.9707145, -43.1899429)",0.0
,,2.0,3000,"(-22.943613199999998, -43.185880499999996)",0.0
,,4.0,6000,"(-22.9387029, -43.17358170000001)",0.0
,,1.0,829,"(-22.8373235, -43.3210006)",0.0
,,2.0,1200,"(-22.7982725, -43.2011307)",0.0
,,4.0,11000,"(-22.9622039, -43.2099987)",0.0
,,6.0,18500,"(-22.9766415, -43.188297)",0.0
,,3.0,1600,"(-22.9306672, -43.242268100000004)",0.0
,,2.0,1300,"(-22.9168533, -43.1960653)",1.0
,,3.0,4000,"(-23.0132586, -43.29810850000001)",0.0
,,3.0,2500,"(-23.000417300000002, -43.332459)",0.0
,,2.0,2800,"(-22.930325600000003, -43.1812518)",0.0
60.0,2.0,2.0,1400,"(-22.923718700000002, -43.2558997)",0.0
50.0,2.0,1.0,1100,"(-22.9109214, -43.2221052)",0.0
40.0,1.0,2.0,1775,"(-22.822127300000002, -43.1718358)",0.0
49.0,1.0,2.0,900,"(-22.8936484, -43.2761179)",0.0
297.0,4.0,4.0,7000,"(-23.003173699999998, -43.4840149)",0.0
275.0,4.0,4.0,7000,"(-22.9803652, -43.2139765)",0.0
110.0,2.0,2.0,4500,"(-23.014923800000002, -43.407209)",0.0
105.0,1.0,3.0,3300,"(-22.9607126, -43.2154771)",0.0
45.0,1.0,1.0,2200,"(-22.9248707, -43.1767511)",0.0
27.0,1.0,1.0,2300,"(-22.9560012, -43.1850648)",0.0
180.0,3.0,4.0,3900,"(-22.99969, -43.37631029999999)",0.0
83.0,2.0,2.0,2200,"(-22.9323641, -43.1821872)",0.0
200.0,4.0,4.0,7900,"(-23.0015518, -43.3806777)",0.0
250.0,1.0,3.0,5500,"(-22.9387029, -43.17358170000001)",0.0
90.0,1.0,3.0,1800,"(-22.9209625, -43.1763804)",1.0
38.0,1.0,1.0,900,"(-22.889529, -43.2790571)",0.0
