Avg. Rate,Configs,Possession Date,location,price,title,Avg. Price,Built Up Area,Possession Status,Plot Area
,,,"Kandivali West, Mumbai",95.0 L,1 BHK Apartment, 15.57k / sqft.,610 sqft.,,
,,,"Malad West, Mumbai",1.55 Cr,2 BHK Apartment, 15.58k / sqft.,995 sqft.,,
,,,"Malad East, Mumbai",1.48 Cr,2 BHK Apartment, 15.58k / sqft.,950 sqft.,,
,,,"Kurla East, Mumbai",1.05 Cr,1 BHK Apartment, 15.58k / sqft.,674 sqft.,Ready to move in,
,,"30th May, 2020","Mulund East, Mumbai",1.48 Cr,2 BHK Apartment, 15.58k / sqft.,950 sqft.,,
,,,"Bhandup West, Mumbai",1.48 Cr,2 BHK Apartment, 15.58k / sqft.,950 sqft.,,
,,,"Mulund West, Mumbai",1.48 Cr,2 BHK Apartment, 15.58k / sqft.,950 sqft.,,
,,,"Malad West, Mumbai",1.48 Cr,2 BHK Apartment, 15.58k / sqft.,950 sqft.,,
,,"30th Dec, 2022","Mulund West, Mumbai",2.15 Cr,3 BHK Apartment, 15.58k / sqft.,1380 sqft.,,
,,,"Kandivali East, Mumbai",2.15 Cr,3 BHK Apartment, 15.58k / sqft.,1380 sqft.,,
,,,"Chembur, Mumbai",5.5 Cr,5 BHK Apartment, 15.58k / sqft.,3530 sqft.,,
,,,"Borivali West, Mumbai",2.01 Cr,3 BHK Apartment, 15.58k / sqft.,1290 sqft.,,
,,"30th Dec, 2021","Dahisar East, Mumbai",67.0 L,1 BHK Apartment, 15.58k / sqft.,430 sqft.,,
,,,"Chembur, Mumbai",2.8 Cr,3 BHK Apartment, 15.58k / sqft.,1797 sqft.,,
,,"30th Nov, 2022","Malad West, Mumbai",91.0 L,1 BHK Apartment, 15.58k / sqft.,584 sqft.,,
,,,"Bhandup West, Mumbai",1.27 Cr,2 BHK Apartment, 15.58k / sqft.,815 sqft.,,
,,"30th Dec, 2024","Mulund West, Mumbai",1.87 Cr,2 BHK Apartment, 15.58k / sqft.,1200 sqft.,,
,,,"Malad East, Mumbai",1.8 Cr,2 BHK Apartment, 15.58k / sqft.,1155 sqft.,,
,,,"Kandivali East, Mumbai",1.2 Cr,2 BHK Apartment, 15.58k / sqft.,770 sqft.,,
,,,"Kandivali East, Mumbai",2.4 Cr,3 BHK Apartment, 15.58k / sqft.,1540 sqft.,,
,,,"Dahisar West, Mumbai",60.0 L,Studio Apartment, 15.58k / sqft.,385 sqft.,,
,,"24th Dec, 2025","Mulund West, Mumbai",1.3 Cr,2 BHK Apartment, 15.59k / sqft.,834 sqft.,,
,,,"Andheri West, Mumbai",2.65 Cr,3 BHK Apartment, 15.59k / sqft.,1700 sqft.,,
,,,"Kandivali East, Mumbai",1.33 Cr,2 BHK Apartment, 15.59k / sqft.,850 sqft.,,
,,,"Wadala East, Mumbai",2.05 Cr,2 BHK Apartment, 15.59k / sqft.,1315 sqft.,,
,,"30th Mar, 2020","Kanjurmarg West, Mumbai",2.46 Cr,3 BHK Apartment, 15.59k / sqft.,1578 sqft.,,
,,,"Borivali East, Mumbai",2.05 Cr,2 BHK Apartment, 15.59k / sqft.,1315 sqft.,,
,,,"Kurla East, Mumbai",1.4 Cr,2 BHK Apartment, 15.59k / sqft.,898 sqft.,Ready to move in,
,,,"Kandivali West, Mumbai",1.4 Cr,2 BHK Apartment, 15.59k / sqft.,898 sqft.,,
,,,"Kandivali East, Mumbai",1.45 Cr,2 BHK Apartment, 15.59k / sqft.,930 sqft.,,
,,,"Ghatkopar West, Mumbai",1.91 Cr,2 BHK Apartment, 15.59k / sqft.,1225 sqft.,,
,,,"Dahisar West, Mumbai",1.45 Cr,2 BHK Apartment, 15.59k / sqft.,930 sqft.,,
,,,"Borivali West, Mumbai",92.0 L,1 BHK Apartment, 15.59k / sqft.,590 sqft.,,
,,,"Bhandup West, Mumbai",2.3 Cr,3 BHK Apartment, 15.59k / sqft.,1475 sqft.,,
,,,"Powai, Mumbai",1.6 Cr,2 BHK Apartment, 15.59k / sqft.,1026 sqft.,,
,,,"Malad East, Mumbai",2.4 Cr,2 BHK Apartment, 15.59k / sqft.,1539 sqft.,,
,,,"Wadala East, Mumbai",3.2 Cr,3 BHK Apartment, 15.59k / sqft.,2052 sqft.,,
,,"30th Dec, 2021","Bhandup West, Mumbai",1.57 Cr,2 BHK Apartment, 15.59k / sqft.,1009 sqft.,,
,,"20th Dec, 2021","Andheri West, Mumbai",1.31 Cr,1 BHK Apartment, 15.6k / sqft.,840 sqft.,,
,,,"Borivali West, Mumbai",1.31 Cr,2 BHK Apartment, 15.6k / sqft.,840 sqft.,,
,,,"Malad West, Mumbai",85.0 L,1 BHK Apartment, 15.6k / sqft.,545 sqft.,,
,,,"Borivali West, Mumbai",1.75 Cr,2 BHK Apartment, 15.6k / sqft.,1122 sqft.,,
15.6k per sqft.,"1, 2, 3 BHK Apartments",,"Mulund West, Mumbai",95.0 L - 1.88 Cr,Ansal Whispering Meadows ,,,Ready to Move,
,,"30th Dec, 2020","Kanjurmarg West, Mumbai",1.17 Cr,1.5 BHK Apartment, 15.6k / sqft.,750 sqft.,,
,,,"Borivali West, Mumbai",78.0 L,1 BHK Apartment, 15.6k / sqft.,500 sqft.,,
,,"30th Dec, 2020","Malad East, Mumbai",78.0 L,1 BHK Apartment, 15.6k / sqft.,500 sqft.,,
,,,"Goregaon East, Mumbai",78.0 L,1 RK Apartment, 15.6k / sqft.,500 sqft.,,
,,,"Dahisar East, Mumbai",78.0 L,1 BHK Apartment, 15.6k / sqft.,500 sqft.,,
,,,"Jogeshwari East, Mumbai",39.0 L,1 RK Apartment, 15.6k / sqft.,250 sqft.,,
,,,"Andheri West, Mumbai",1.95 Cr,2 BHK Apartment, 15.6k / sqft.,1250 sqft.,,
,,"30th Dec, 2020","Kanjurmarg East, Mumbai",78.0 L,1 BHK Apartment, 15.6k / sqft.,500 sqft.,,
15.6k per sqft.,"1, 1.5, 2 BHK Apartments",,"Dahisar East, Mumbai",52.86 L - 92.61 L,Right 4810 Heights,,,Ready to Move,
,,,"Goregaon West, Mumbai",1.95 Cr,2 BHK Apartment, 15.6k / sqft.,1250 sqft.,,
,,,"Goregaon West, Mumbai",1.17 Cr,2 BHK Apartment, 15.6k / sqft.,750 sqft.,,
,,,"Chembur, Mumbai",1.95 Cr,2 BHK Apartment, 15.6k / sqft.,1250 sqft.,,
,,,"Kandivali West, Mumbai",78.0 L,1 BHK Apartment, 15.6k / sqft.,500 sqft.,,
,,,"Kandivali East, Mumbai",78.0 L,1 BHK Apartment, 15.6k / sqft.,500 sqft.,,
,,,"Andheri East, Mumbai",83.0 L,1 BHK Apartment, 15.6k / sqft.,532 sqft.,,
,,,"Dahisar West, Mumbai",1.1 Cr,1 BHK Apartment, 15.6k / sqft.,705 sqft.,,
,,,"Vikhroli East, Mumbai",1.2 Cr,2 BHK Apartment, 15.6k / sqft.,769 sqft.,,
,,"14th Mar, 2020","Goregaon East, Mumbai",2.06 Cr,3 BHK Apartment, 15.61k / sqft.,1320 sqft.,,
,,,"Borivali West, Mumbai",1.67 Cr,2 BHK Apartment, 15.61k / sqft.,1070 sqft.,,
,,,"Powai, Mumbai",1.67 Cr,2 BHK Apartment, 15.61k / sqft.,1070 sqft.,,
,,,"Kandivali East, Mumbai",1.13 Cr,2 BHK Apartment, 15.61k / sqft.,724 sqft.,,
,,,"Borivali West, Mumbai",1.4 Cr,2 BHK Apartment, 15.61k / sqft.,897 sqft.,,
,,,"Mulund East, Mumbai",1.6 Cr,3 BHK Apartment, 15.61k / sqft.,1025 sqft.,,
,,,"Bhandup West, Mumbai",1.32 Cr,2 BHK Apartment, 15.61k / sqft.,845 sqft.,,
,,,"Jogeshwari West, Mumbai",1.7 Cr,2 BHK Apartment, 15.61k / sqft.,1089 sqft.,,
,,,"Goregaon West, Mumbai",1.8 Cr,3 BHK Apartment, 15.61k / sqft.,1153 sqft.,,
,,,"Andheri East, Mumbai",42.0 L,1 RK Apartment, 15.61k / sqft.,269 sqft.,,
,,,"Powai, Mumbai",2.1 Cr,3 BHK Apartment, 15.61k / sqft.,1345 sqft.,,
,,"30th Dec, 2022","Chembur, Mumbai",1.08 Cr,1 BHK Apartment, 15.62k / sqft.,690 sqft.,,
,,,"Chembur, Mumbai",2.55 Cr,3 BHK Apartment, 15.62k / sqft.,1633 sqft.,,
,,,"Kandivali East, Mumbai",1.71 Cr,2 BHK Apartment, 15.62k / sqft.,1095 sqft.,,
,,,"Mulund East, Mumbai",1.49 Cr,2 BHK Apartment, 15.62k / sqft.,954 sqft.,,
,,,"Jogeshwari East, Mumbai",82.0 L,1 BHK Apartment, 15.62k / sqft.,525 sqft.,,
,,,"Chembur, Mumbai",82.0 L,1 BHK Apartment, 15.62k / sqft.,525 sqft.,,
,,"20th Dec, 2021","Andheri West, Mumbai",1.64 Cr,2 BHK Apartment, 15.62k / sqft.,1050 sqft.,,
,,,"Bhandup East, Mumbai",82.0 L,1 BHK Apartment, 15.62k / sqft.,525 sqft.,,
,,,"Chembur, Mumbai",1.67 Cr,2 BHK Apartment, 15.62k / sqft.,1069 sqft.,,
,,,"Borivali West, Mumbai",1.5 Cr,2 BHK Apartment, 15.63k / sqft.,960 sqft.,,
,,,"Borivali West, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Jogeshwari East, Mumbai",50.0 L,1 RK Apartment, 15.63k / sqft.,320 sqft.,,
,,,"Kandivali West, Mumbai",1.0 Cr,1 BHK Apartment, 15.63k / sqft.,640 sqft.,,
,,,"Powai, Mumbai",80.0 L,1 BHK Apartment, 15.63k / sqft.,512 sqft.,,
,,,"Powai, Mumbai",50.0 L,1 RK Apartment, 15.63k / sqft.,320 sqft.,,
,,,"Kandivali West, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Goregaon East, Mumbai",2.0 Cr,2 BHK Independent Floor, 15.63k / sqft.,1280 sqft.,,
,,,"Jogeshwari West, Mumbai",1.75 Cr,2 BHK Apartment, 15.63k / sqft.,1120 sqft.,,
,,,"Santacruz East, Mumbai",1.0 Cr,1 BHK Apartment, 15.63k / sqft.,640 sqft.,,
,,,"Mahim, Mumbai",50.0 L,2 BHK Independent House, 15.63k / sqft.,320 sqft.,,
,,,"Borivali West, Mumbai",1.35 Cr,2 BHK Apartment, 15.63k / sqft.,864 sqft.,,
,,,"Mulund East, Mumbai",2.0 Cr,3 BHK Apartment, 15.63k / sqft.,1280 sqft.,,
,,,"Govandi, Mumbai",1.3 Cr,1 BHK Apartment, 15.63k / sqft.,832 sqft.,,
,,,"Goregaon East, Mumbai",75.0 L,1 BHK Independent House, 15.63k / sqft.,480 sqft.,,
,,,"Goregaon East, Mumbai",75.0 L,1 BHK Apartment, 15.63k / sqft.,480 sqft.,,
,,,"Chembur, Mumbai",1.25 Cr,1 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Jogeshwari West, Mumbai",75.0 L,1 RK Apartment, 15.63k / sqft.,480 sqft.,Ready to move in,
,,,"Borivali East, Mumbai",2.25 Cr,3 BHK Apartment, 15.63k / sqft.,1440 sqft.,,
,,,"Goregaon West, Mumbai",1.0 Cr,1 BHK Apartment, 15.63k / sqft.,640 sqft.,,
,,,"Jogeshwari West, Mumbai",1.0 Cr,1 BHK Apartment, 15.63k / sqft.,640 sqft.,,
,,,"Powai, Mumbai",1.75 Cr,2 BHK Apartment, 15.63k / sqft.,1120 sqft.,,
,,,"Powai, Mumbai",2.5 Cr,3 BHK Apartment, 15.63k / sqft.,1600 sqft.,,
,,,"Vikhroli West, Mumbai",1.75 Cr,2 BHK Apartment, 15.63k / sqft.,1120 sqft.,,
,,,"Chembur, Mumbai",2.5 Cr,3 BHK Apartment, 15.63k / sqft.,1600 sqft.,,
,,,"Ghatkopar West, Mumbai",7.5 Cr,4 BHK Apartment, 15.63k / sqft.,4800 sqft.,,
,,,"Dahisar West, Mumbai",2.5 Cr,4 BHK Apartment, 15.63k / sqft.,1600 sqft.,,
,,,"Mulund East, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Dahisar West, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Goregaon West, Mumbai",1.25 Cr,1 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Malad West, Mumbai",2.5 Cr,4 BHK Apartment, 15.63k / sqft.,1600 sqft.,,
,,,"Mulund East, Mumbai",1.35 Cr,2 BHK Apartment, 15.63k / sqft.,864 sqft.,,
,,,"Sion, Mumbai",1.0 Cr,1 BHK Apartment, 15.63k / sqft.,640 sqft.,,
,,,"Bhandup West, Mumbai",1.0 Cr,1 BHK Apartment, 15.63k / sqft.,640 sqft.,,
,,,"Malad West, Mumbai",1.75 Cr,2 BHK Apartment, 15.63k / sqft.,1120 sqft.,,
,,"19th Jun, 2020","Kandivali West, Mumbai",1.4 Cr,2 BHK Apartment, 15.63k / sqft.,896 sqft.,,
,,,"Bhandup West, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,"13th Dec, 2022","Vikhroli West, Mumbai",62.5 L,1 BHK Apartment, 15.63k / sqft.,400 sqft.,,
,,,"Andheri East, Mumbai",2.0 Cr,3 BHK Apartment, 15.63k / sqft.,1280 sqft.,,
,,,"Andheri East, Mumbai",1.5 Cr,2 BHK Apartment, 15.63k / sqft.,960 sqft.,,
,,,"Kandivali West, Mumbai",1.7 Cr,2 BHK Apartment, 15.63k / sqft.,1088 sqft.,,
,,,"Borivali West, Mumbai",50.0 L,1 RK Apartment, 15.63k / sqft.,320 sqft.,,
,,,"Girgaon, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Borivali West, Mumbai",2.75 Cr,3 BHK Apartment, 15.63k / sqft.,1760 sqft.,,
,,,"Goregaon West, Mumbai",1.5 Cr,2 BHK Apartment, 15.63k / sqft.,960 sqft.,,
,,,"Kurla East, Mumbai",1.4 Cr,2 BHK Apartment, 15.63k / sqft.,896 sqft.,Ready to move in,
,,,"Goregaon East, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Kandivali East, Mumbai",1.5 Cr,2 BHK Apartment, 15.63k / sqft.,960 sqft.,,
,,,"Mulund East, Mumbai",2.5 Cr,3 BHK Apartment, 15.63k / sqft.,1600 sqft.,,
,,,"Kurla West, Mumbai",2.25 Cr,2 BHK Apartment, 15.63k / sqft.,1440 sqft.,,
,,,"Bhandup East, Mumbai",1.5 Cr,3 BHK Apartment, 15.63k / sqft.,960 sqft.,,
,,,"Kanjurmarg East, Mumbai",1.25 Cr,2 BHK Apartment, 15.63k / sqft.,800 sqft.,,
,,,"Kurla East, Mumbai",1.28 Cr,2 BHK Apartment, 15.63k / sqft.,819 sqft.,Ready to move in,
,,,"Kandivali East, Mumbai",1.58 Cr,2 BHK Apartment, 15.63k / sqft.,1011 sqft.,,
,,,"Malad West, Mumbai",1.69 Cr,2 BHK Apartment, 15.63k / sqft.,1080 sqft.,,
,,"20th Mar, 2021","Malad East, Mumbai",93.0 L,2 BHK Apartment, 15.63k / sqft.,595 sqft.,,
,,,"Kurla West, Mumbai",93.0 L,1 BHK Apartment, 15.63k / sqft.,595 sqft.,,
,,,"Borivali East, Mumbai",93.0 L,1 BHK Apartment, 15.63k / sqft.,595 sqft.,,
,,,"Malad West, Mumbai",86.0 L,1 BHK Apartment, 15.64k / sqft.,550 sqft.,,
,,,"Borivali West, Mumbai",86.0 L,1 BHK Apartment, 15.64k / sqft.,550 sqft.,Ready to move in,
,,,"Mulund West, Mumbai",86.0 L,1 BHK Apartment, 15.64k / sqft.,550 sqft.,,
,,,"Bhandup West, Mumbai",2.58 Cr,3 BHK Apartment, 15.64k / sqft.,1650 sqft.,,
,,,"Dahisar West, Mumbai",86.0 L,1 BHK Apartment, 15.64k / sqft.,550 sqft.,,
,,,"Borivali West, Mumbai",86.0 L,1 BHK Apartment, 15.64k / sqft.,550 sqft.,,
,,,"Andheri East, Mumbai",86.0 L,1 BHK Apartment, 15.64k / sqft.,550 sqft.,,
,,"14th Nov, 2021","Powai, Mumbai",1.72 Cr,2 BHK Apartment, 15.64k / sqft.,1100 sqft.,,
,,,"Govandi, Mumbai",1.9 Cr,2 BHK Apartment, 15.64k / sqft.,1215 sqft.,Ready to move in,
,,,"Chembur, Mumbai",1.78 Cr,2 BHK Apartment, 15.64k / sqft.,1138 sqft.,,
,,,"Vikhroli East, Mumbai",61.0 Cr,Residential Plot in Swastik, 15.64k / sqft.,,,39000 sqft.
,,,"Borivali West, Mumbai",1.4 Cr,2 BHK Apartment, 15.64k / sqft.,895 sqft.,,
,,,"Kandivali East, Mumbai",1.58 Cr,2 BHK Apartment, 15.64k / sqft.,1010 sqft.,,
,,,"Kandivali East, Mumbai",1.33 Cr,2 BHK Apartment, 15.65k / sqft.,850 sqft.,,
,,"29th May, 2020","Mulund East, Mumbai",1.54 Cr,2 BHK Apartment, 15.65k / sqft.,984 sqft.,,
,,,"Wadala East, Mumbai",6.37 Cr,4 BHK Apartment, 15.65k / sqft.,4070 sqft.,,
,,,"Mulund East, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,Ready to move in,
,,,"Dahisar East, Mumbai",90.0 L,1 BHK Apartment, 15.65k / sqft.,575 sqft.,,
,,,"Powai, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Malad West, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Sion, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Malad West, Mumbai",90.0 L,1 BHK Apartment, 15.65k / sqft.,575 sqft.,,
,,,"Kurla West, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Bhandup West, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Kandivali West, Mumbai",90.0 L,1 BHK Apartment, 15.65k / sqft.,575 sqft.,,
,,,"Kurla West, Mumbai",90.0 L,1 BHK Apartment, 15.65k / sqft.,575 sqft.,,
,,,"Malad East, Mumbai",1.8 Cr,3 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Goregaon East, Mumbai",90.0 L,1 BHK Apartment, 15.65k / sqft.,575 sqft.,,
,,,"Kanjurmarg East, Mumbai",90.0 L,1 BHK Apartment, 15.65k / sqft.,575 sqft.,,
,,,"Chembur, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Goregaon East, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Mulund West, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Malad West, Mumbai",1.8 Cr,3 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Kandivali West, Mumbai",2.16 Cr,3 BHK Apartment, 15.65k / sqft.,1380 sqft.,,
,,,"Goregaon West, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Malad East, Mumbai",1.8 Cr,2 BHK Apartment, 15.65k / sqft.,1150 sqft.,,
,,,"Wadala, Mumbai",2.24 Cr,2 BHK Apartment, 15.65k / sqft.,1431 sqft.,,
,,,"Wadala East, Mumbai",2.24 Cr,2 BHK Apartment, 15.65k / sqft.,1431 sqft.,,
,,,"Kanjurmarg West, Mumbai",2.45 Cr,3 BHK Apartment, 15.65k / sqft.,1565 sqft.,,
,,"3rd Jan, 2022","Mulund West, Mumbai",1.65 Cr,2 BHK Apartment, 15.65k / sqft.,1054 sqft.,,
,,"30th Mar, 2021","Jogeshwari West, Mumbai",1.45 Cr,2 BHK Apartment, 15.66k / sqft.,926 sqft.,,
,,"30th Dec, 2020","Mulund East, Mumbai",1.01 Cr,1 BHK Apartment, 15.66k / sqft.,645 sqft.,,
,,,"Bhandup West, Mumbai",2.2 Cr,3 BHK Apartment, 15.66k / sqft.,1405 sqft.,,
,,"29th Dec, 2022","Mulund West, Mumbai",1.4 Cr,2 BHK Apartment, 15.66k / sqft.,894 sqft.,,
,,,"Mulund West, Mumbai",83.0 L,1 BHK Apartment, 15.66k / sqft.,530 sqft.,,
,,,"Dahisar West, Mumbai",83.0 L,1 BHK Apartment, 15.66k / sqft.,530 sqft.,,
,,,"Dahisar East, Mumbai",1.3 Cr,2 BHK Apartment, 15.66k / sqft.,830 sqft.,,
,,,"Kandivali East, Mumbai",1.95 Cr,3 BHK Apartment, 15.66k / sqft.,1245 sqft.,,
,,,"Goregaon West, Mumbai",1.3 Cr,2 BHK Apartment, 15.66k / sqft.,830 sqft.,,
,,,"Borivali East, Mumbai",1.3 Cr,2 BHK Apartment, 15.66k / sqft.,830 sqft.,,
,,"30th Dec, 2022","Chembur, Mumbai",1.59 Cr,2 BHK Apartment, 15.67k / sqft.,1015 sqft.,,
,,,"Bhandup West, Mumbai",94.0 L,1 BHK Apartment, 15.67k / sqft.,600 sqft.,,
,,"30th Dec, 2024","Bhandup West, Mumbai",94.0 L,1 BHK Apartment, 15.67k / sqft.,600 sqft.,,
,,,"Borivali West, Mumbai",2.35 Cr,3 BHK Apartment, 15.67k / sqft.,1500 sqft.,,
,,,"Borivali West, Mumbai",1.88 Cr,2 BHK Apartment, 15.67k / sqft.,1200 sqft.,,
,,,"Kandivali West, Mumbai",2.35 Cr,3 BHK Apartment, 15.67k / sqft.,1500 sqft.,,
,,,"Chembur, Mumbai",2.35 Cr,2 BHK Apartment, 15.67k / sqft.,1500 sqft.,,
,,,"Goregaon East, Mumbai",2.35 Cr,3 BHK Apartment, 15.67k / sqft.,1500 sqft.,,
,,,"Goregaon East, Mumbai",94.0 L,1 BHK Apartment, 15.67k / sqft.,600 sqft.,,
,,"30th Dec, 2022","Chembur, Mumbai",2.35 Cr,3 BHK Apartment, 15.67k / sqft.,1500 sqft.,,
,,,"Malad West, Mumbai",94.0 L,1 BHK Apartment, 15.67k / sqft.,600 sqft.,,
,,"30th Jun, 2025","Mulund West, Mumbai",94.0 L,1 BHK Apartment, 15.67k / sqft.,600 sqft.,,
,,,"Mulund East, Mumbai",1.88 Cr,2 BHK Apartment, 15.67k / sqft.,1200 sqft.,,
,,,"Malad East, Mumbai",2.35 Cr,3 BHK Apartment, 15.67k / sqft.,1500 sqft.,,
,,,"Bhandup West, Mumbai",2.35 Cr,3 BHK Apartment, 15.67k / sqft.,1500 sqft.,,
,,,"Borivali East, Mumbai",81.0 L,1 BHK Apartment, 15.67k / sqft.,517 sqft.,,
,,,"Malad West, Mumbai",1.1 Cr,1 BHK Apartment, 15.67k / sqft.,702 sqft.,,
,,,"Borivali East, Mumbai",1.05 Cr,1 BHK Apartment, 15.67k / sqft.,670 sqft.,,
,,,"Borivali West, Mumbai",1.05 Cr,2 BHK Independent House, 15.67k / sqft.,670 sqft.,,
,,"21st Dec, 2021","Andheri West, Mumbai",1.05 Cr,1 BHK Apartment, 15.67k / sqft.,670 sqft.,,
,,"31st Dec, 2023","Kanjurmarg West, Mumbai",1.65 Cr,2 BHK Apartment, 15.67k / sqft.,1050 sqft.,,
,,,"Borivali West, Mumbai",2.21 Cr,3 BHK Apartment, 15.67k / sqft.,1410 sqft.,,
,,,"Dahisar East, Mumbai",1.5 Cr,2 BHK Apartment, 15.67k / sqft.,957 sqft.,,
,,,"Goregaon West, Mumbai",1.0 Cr,1 BHK Apartment, 15.67k / sqft.,638 sqft.,,
,,"30th Mar, 2020","Malad West, Mumbai",1.0 Cr,1 BHK Apartment, 15.67k / sqft.,638 sqft.,,
,,,"Kandivali East, Mumbai",58.0 L,1 RK Apartment, 15.68k / sqft.,370 sqft.,,
,,,"Borivali East, Mumbai",2.9 Cr,3 BHK Apartment, 15.68k / sqft.,1850 sqft.,,
,,,"Kandivali West, Mumbai",1.45 Cr,2 BHK Apartment, 15.68k / sqft.,925 sqft.,,
,,,"Malad East, Mumbai",1.85 Cr,3 BHK Apartment, 15.68k / sqft.,1180 sqft.,,
,,,"Powai, Mumbai",1.4 Cr,2 BHK Apartment, 15.68k / sqft.,893 sqft.,,
,,,"Kanjurmarg East, Mumbai",2.25 Cr,3 BHK Apartment, 15.68k / sqft.,1435 sqft.,,
,,"30th Dec, 2020","Chembur, Mumbai",1.72 Cr,2 BHK Apartment, 15.68k / sqft.,1097 sqft.,,
,,,"Mulund West, Mumbai",98.0 L,1 BHK Apartment, 15.68k / sqft.,625 sqft.,,
,,,"Bhandup West, Mumbai",4.75 Cr,4 BHK Apartment, 15.68k / sqft.,3029 sqft.,,
,,,"Jogeshwari West, Mumbai",1.49 Cr,3 BHK Apartment, 15.68k / sqft.,950 sqft.,,
,,,"Mulund East, Mumbai",1.49 Cr,2 BHK Apartment, 15.68k / sqft.,950 sqft.,,
,,,"Kandivali West, Mumbai",1.49 Cr,2 BHK Apartment, 15.68k / sqft.,950 sqft.,,
,,,"Borivali West, Mumbai",1.76 Cr,2 BHK Apartment, 15.69k / sqft.,1122 sqft.,,
,,,"Borivali East, Mumbai",1.6 Cr,2 BHK Apartment, 15.69k / sqft.,1020 sqft.,,
,,,"Dahisar West, Mumbai",80.0 L,1 BHK Apartment, 15.69k / sqft.,510 sqft.,,
,,,"Borivali East, Mumbai",1.76 Cr,2 BHK Apartment, 15.69k / sqft.,1122 sqft.,,
,,,"Kandivali East, Mumbai",80.0 L,1 BHK Apartment, 15.69k / sqft.,510 sqft.,,
,,,"Dahisar East, Mumbai",1.2 Cr,2 BHK Apartment, 15.69k / sqft.,765 sqft.,,
,,,"Kandivali East, Mumbai",1.2 Cr,2 BHK Apartment, 15.69k / sqft.,765 sqft.,,
,,"30th Mar, 2020","Malad West, Mumbai",2.51 Cr,3 BHK Apartment, 15.69k / sqft.,1600 sqft.,,
,,,"Kandivali East, Mumbai",1.71 Cr,2 BHK Apartment, 15.69k / sqft.,1090 sqft.,,
,,,"Dahisar East, Mumbai",99.0 L,2 BHK Apartment, 15.69k / sqft.,631 sqft.,,
,,,"Dahisar East, Mumbai",91.0 L,2 BHK Apartment, 15.69k / sqft.,580 sqft.,,
,,,"Bhandup West, Mumbai",91.0 L,1 BHK Apartment, 15.69k / sqft.,580 sqft.,,
,,,"Kanjurmarg East, Mumbai",1.9 Cr,2 BHK Apartment, 15.69k / sqft.,1211 sqft.,Ready to move in,
,,,"Malad West, Mumbai",1.02 Cr,1 BHK Apartment, 15.69k / sqft.,650 sqft.,,
,,,"Mulund East, Mumbai",1.02 Cr,1 BHK Apartment, 15.69k / sqft.,650 sqft.,,
,,,"Borivali East, Mumbai",1.02 Cr,1 BHK Apartment, 15.69k / sqft.,650 sqft.,,
,,,"Chembur, Mumbai",1.02 Cr,1 BHK Apartment, 15.69k / sqft.,650 sqft.,,
,,,"Goregaon East, Mumbai",2.04 Cr,2 BHK Apartment, 15.69k / sqft.,1300 sqft.,,
,,,"Kandivali West, Mumbai",1.02 Cr,1 BHK Apartment, 15.69k / sqft.,650 sqft.,,
,,,"Chembur, Mumbai",1.02 Cr,2 BHK Apartment, 15.69k / sqft.,650 sqft.,,
,,,"Mulund West, Mumbai",2.15 Cr,3 BHK Apartment, 15.69k / sqft.,1370 sqft.,,
,,,"Mulund West, Mumbai",1.62 Cr,2 BHK Apartment, 15.7k / sqft.,1029 sqft.,,
,,,"Borivali West, Mumbai",70.0 L,1 RK Apartment, 15.7k / sqft.,446 sqft.,,
,,,"Bhandup West, Mumbai",1.35 Cr,2 BHK Apartment, 15.7k / sqft.,860 sqft.,,
