price,longitude,latitude,bathroom,coord,bhk,sqft
12500.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,950.0
13000.0,13.05345058441162,80.26639556884766,,"(13.0543459, 80.2643496)",1.0,
12000.0,13.05935287475586,80.15817260742188,,"(13.0610135, 80.1519923)",2.0,1200.0
7500.0,13.04335880279541,80.2005844116211,,"(17.385044, 78.486671)",2.0,880.0
,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,2850.0
11000.0,12.944738388061525,80.24282836914062,,"(17.385044, 78.486671)",3.0,1560.0
13000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,675.0
10000.0,12.8662742,80.07810409999998,,"(17.385044, 78.486671)",2.0,1150.0
22000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,1000.0
6000.0,80.15410279999998,13.1274616,,"(13.1274616, 80.15410279999999)",1.0,
17500.0,13.07938289642334,80.21477508544922,,"(13.0707554, 80.1599481)",2.0,868.0
12000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,3566.0
,80.24882219999998,13.0224013,,"(13.0224013, 80.24882219999999)",4.0,5500.0
28000.0,80.22357199999998,13.031169,,"(13.031169, 80.22357199999999)",3.0,1370.0
15000.0,13.065472602844238,80.18089294433594,,"(13.1274616, 80.15410279999999)",2.0,1200.0
20000.0,80.13357579999999,13.130848199999999,,"(13.1308482, 80.1335758)",3.0,1517.0
20000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1400.0
10000.0,12.908565402030899,80.0978100299835,,"(17.385044, 78.486671)",2.0,900.0
