,title,price_per_month,deposit,rooms,baths,FOR FAMILY,FOR SINGLE MEN,FOR SINGLE WOMEN,FURNISHED,price
10760,1 BHK Flat for rent in Ghatkopar West,"₹ 31,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '31,000', '/monthDeposit', '₹', '150000']"
10761,3 BHK Flat for rent in Sector-2 Kopar Khairane,"₹ 37,000",₹ 125000,BHK3,3,1.0,1.0,1.0,,"['₹', '37,000', '/monthDeposit', '₹', '125000']"
10762,2 BHK Flat for rent in Sector 7 Kharghar,"₹ 35,000",₹ 150000,BHK2,2,1.0,,1.0,1.0,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
10763,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 80,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
10764,2 BHK Flat for rent in Chembur,"₹ 40,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
10765,2 BHK Flat for rent in Prabhadevi,"₹ 75,001",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '75,001', '/monthDeposit', '5', 'month(s)', 'rent']"
10766,4 BHK Flat for rent in Bandra Kurla Complex,₹ 1.45,₹ 400000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.45', 'Lac', '/monthDeposit', '₹', '400000']"
10767,1 BHK Flat for rent in Kalyan (West),₹ 9500,₹ 50000,BHK1,1,1.0,,,1.0,"['₹', '9500', '/monthDeposit', '₹', '50000']"
10768,2 BHK Flat for rent in Kolshet Road,"₹ 20,200",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '20,200', '/monthDeposit', '6', 'month(s)', 'rent']"
10769,3 BHK Flat for rent in Mira Road East,"₹ 29,000",₹ 150000,BHK3,3,1.0,,,,"['₹', '29,000', '/monthDeposit', '₹', '150000']"
10770,3 BHK Flat for rent in Mahavir Nagar,"₹ 70,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '70,000', '/monthDeposit', '₹', '300000']"
10771,2 BHK Flat for rent in Sector 1 Kopar Khairane,"₹ 40,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '40,000', '/monthDeposit', '₹', '150000']"
10772,2 BHK Flat for rent in Hiranandani Estate,"₹ 30,000",₹ 170000,BHK2,2,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '₹', '170000']"
10773,2 BHK Flat for rent in Khar West,"₹ 80,000",₹ 240000,BHK2,2,1.0,,,1.0,"['₹', '80,000', '/monthDeposit', '₹', '240000']"
10774,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 80,000",₹ 400000,BHK2,2,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '400000']"
10775,2 BHK Flat for rent in Sector-20 Koparkhairane,"₹ 30,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
10776,3 BHK Flat for rent in Sector 12 Kharghar,"₹ 35,000",₹ 150000,BHK3,3,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
10777,2 BHK Flat for rent in Santacruz (West),"₹ 60,000",₹ 170000,BHK2,2,1.0,,,1.0,"['₹', '60,000', '/monthDeposit', '₹', '170000']"
10778,2 BHK Flat for rent in Kandivali (East),"₹ 42,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
10779,2 BHK Flat for rent in Thakur complex,"₹ 40,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
10780,2 BHK Flat for rent in Thakur complex,"₹ 40,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
10781,3 BHK Flat for rent in Borivali (East),"₹ 48,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '48,000', '/monthDeposit', '₹', '250000']"
10782,3 BHK Flat for rent in Vasant Vihar,"₹ 39,000",₹ 150000,BHK3,3,1.0,,,1.0,"['₹', '39,000', '/monthDeposit', '₹', '150000']"
10783,2 BHK Flat for rent in Waghbil,"₹ 18,000",₹ 70000,BHK2,2,1.0,1.0,1.0,,"['₹', '18,000', '/monthDeposit', '₹', '70000']"
10784,5 BHK Flat for rent in Jogeshwari (East),₹ 1.5,₹ 700000,BHK4,4,1.0,,,,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '700000']"
10785,5 BHK Flat for rent in Jogeshwari (East),₹ 1.5,₹ 700000,BHK4,4,1.0,,,,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '700000']"
10786,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 28,000",₹ 125000,BHK2,2,1.0,,,,"['₹', '28,000', '/monthDeposit', '₹', '125000']"
10787,5 BHK Flat for rent in Jogeshwari (East),₹ 1.5,₹ 700000,BHK4,4,1.0,,,,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '700000']"
10788,3 BHK Flat for rent in Kolshet Road,"₹ 30,000",month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '5', 'month(s)', 'rent']"
10789,3 BHK Flat for rent in Worli,₹ 1.75,₹ 600000,BHK4,4,1.0,,,,"['₹', '1.75', 'Lac', '/monthDeposit', '₹', '600000']"
10790,1 BHK Flat for rent in Wadala East,"₹ 34,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '34,000', '/monthDeposit', '₹', '100000']"
10791,1 BHK Flat for rent in Vikroli Wast,"₹ 28,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '28,000', '/monthDeposit', '₹', '100000']"
10792,3 BHK Flat for rent in Sector 19 Kharghar,"₹ 35,000",₹ 150000,BHK3,3,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
10793,2 BHK Flat for rent in Sindhi Society Chembur,"₹ 47,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '47,000', '/monthDeposit', '₹', '150000']"
10794,1 BHK Flat for rent in Sector-19 Belapur,"₹ 11,500",₹ 30000,BHK1,1,1.0,1.0,1.0,,"['₹', '11,500', '/monthDeposit', '₹', '30000']"
10795,2 BHK Flat for rent in Sector-20B Airoli,"₹ 30,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
10796,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 32,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '32,000', '/monthDeposit', '₹', '150000']"
10797,1 BHK Flat for rent in Bandra (West),"₹ 70,000",₹ 300000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '70,000', '/monthDeposit', '₹', '300000']"
10798,3 BHK Flat for rent in Kharghar,"₹ 25,000",₹ 150000,BHK3,3,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '150000']"
10799,4 BHK Flat for rent in Worli,₹ 1.85,month(s) rent,BHK4,4,1.0,,,,"['₹', '1.85', 'Lac', '/monthDeposit', '5', 'month(s)', 'rent']"
10800,3 BHK Flat for rent in Chembur Shell Colony,"₹ 60,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
10801,2 BHK Flat for rent in Bandra (West),"₹ 80,000",month(s) rent,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '80,000', '/monthDeposit', '3', 'month(s)', 'rent']"
10802,3 BHK Flat for rent in Kandivali (West),"₹ 38,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '38,000', '/monthDeposit', '₹', '200000']"
10803,3 BHK Flat for rent in Mahalaxmi,₹ 4,₹ 1200000,BHK3,3,1.0,1.0,1.0,,"['₹', '4', 'Lac', '/monthDeposit', '₹', '1200000']"
10804,4 BHK Flat for rent in Goregaon (East),₹ 2,₹ 1000000,BHK5,5,1.0,,,,"['₹', '2', 'Lac', '/monthDeposit', '₹', '1000000']"
10805,3 BHK Flat for rent in Bandra (West),₹ 1.2,₹ 500000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.2', 'Lac', '/monthDeposit', '₹', '500000']"
10806,2 BHK Flat for rent in Goregaon (East),"₹ 49,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '49,000', '/monthDeposit', '₹', '200000']"
10807,2 BHK Flat for rent in Pimpripada,"₹ 28,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '28,000', '/monthDeposit', '₹', '100000']"
10808,4 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 72,000",₹ 500000,BHK4,4,1.0,,,1.0,"['₹', '72,000', '/monthDeposit', '₹', '500000']"
10809,2 BHK Flat for rent in Thakur Village,"₹ 27,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '27,000', '/monthDeposit', '₹', '150000']"
10810,2 BHK Flat for rent in Tilak Nagar,"₹ 40,000","40,000 /month",BHK2,2,1.0,,,,"['₹', '40,000', '/month']"
10811,2 BHK Flat for rent in Tilak Nagar,"₹ 40,000","40,000 /month",BHK2,2,1.0,,,,"['₹', '40,000', '/month']"
10812,3 BHK Flat for rent in Khar West,₹ 1.35,Lac /month,BHK3,3,1.0,1.0,1.0,,"['₹', '1.35', 'Lac', '/month']"
10813,2 BHK Flat for rent in Sector 5 Ulwe,"₹ 15,000",₹ 75000,BHK2,2,1.0,,,,"['₹', '15,000', '/monthDeposit', '₹', '75000']"
10814,1 BHK Flat for rent in Sector-35 Kamothe,"₹ 11,200",₹ 50000,BHK1,1,1.0,,,,"['₹', '11,200', '/monthDeposit', '₹', '50000']"
10815,3 BHK Flat for rent in Andheri (West),"₹ 99,000",₹ 500000,BHK3,3,1.0,1.0,1.0,,"['₹', '99,000', '/monthDeposit', '₹', '500000']"
10816,1 BHK Flat for rent in Malad (West),"₹ 27,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
10817,3 BHK Flat for rent in Powai,₹ 1.43,₹ 500000,BHK4,4,1.0,,,1.0,"['₹', '1.43', 'Lac', '/monthDeposit', '₹', '500000']"
10818,2 BHK Flat for rent in Gawand Baug,"₹ 25,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '150000']"
10819,3 BHK Flat for rent in 4 Bunglows,₹ 1.23,₹ 500000,BHK3,3,1.0,,,1.0,"['₹', '1.23', 'Lac', '/monthDeposit', '₹', '500000']"
10820,3 BHK Flat for rent in Hiranandani Estate,"₹ 45,000",₹ 150000,BHK3,3,1.0,1.0,,,"['₹', '45,000', '/monthDeposit', '₹', '150000']"
10821,1 BHK Flat for rent in Dindoshi,"₹ 35,000",₹ 150000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
10822,2 BHK Flat for rent in Raheja Vihar,"₹ 42,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '42,000', '/monthDeposit', '₹', '150000']"
10823,3 BHK Flat for rent in Chandivali,"₹ 65,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
10824,4 BHK Flat for rent in Aarey Milk Colony,"₹ 22,000",₹ 50000,BHK2,2,,1.0,,,"['₹', '22,000', '/monthDeposit', '₹', '50000']"
10825,2 BHK Flat for rent in Sindhi Society Chembur,"₹ 50,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
10826,3 BHK Flat for rent in Bandra Kurla Complex,₹ 1.4,₹ 500000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '1.4', 'Lac', '/monthDeposit', '₹', '500000']"
10827,3 BHK Flat for rent in Mulund (West),"₹ 52,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '52,000', '/monthDeposit', '₹', '250000']"
10828,2 BHK Flat for rent in Jankalyan Nagar,"₹ 33,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '33,000', '/monthDeposit', '₹', '100000']"
10829,1 BHK Flat for rent in Asha Nagar,"₹ 27,000",₹ 100000,BHK1,1,1.0,,,1.0,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
10830,1 BHK Flat for rent in Powai,"₹ 32,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
10831,2 BHK Flat for rent in Waghbil,"₹ 20,900",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '20,900', '/monthDeposit', '5', 'month(s)', 'rent']"
10832,2 BHK Flat for rent in kavesar,"₹ 20,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
10833,3 BHK Flat for rent in Kandivali (East),"₹ 53,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '53,000', '/monthDeposit', '₹', '250000']"
10834,2 BHK Flat for rent in Hiranandani Estate,"₹ 35,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
10835,1 BHK Flat for rent in Thakur complex,"₹ 22,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
10836,1 BHK Flat for rent in Dadar (West),"₹ 65,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
10837,1 BHK Flat for rent in Dahisar (East),"₹ 19,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '100000']"
10838,2 BHK Flat for rent in Kalina,"₹ 55,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
10839,2 BHK Flat for rent in Tilak Nagar,"₹ 40,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
10840,5 BHK Flat for rent in Bandra (West),₹ 7.95,month(s) rent,BHK6,6,1.0,1.0,1.0,,"['₹', '7.95', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
10841,1 BHK Flat for rent in Kandivali (East),"₹ 18,500",₹ 80000,BHK1,1,1.0,,,,"['₹', '18,500', '/monthDeposit', '₹', '80000']"
10842,1 BHK Flat for rent in Kandivali (East),"₹ 18,500",₹ 80000,BHK1,1,1.0,,,,"['₹', '18,500', '/monthDeposit', '₹', '80000']"
10843,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 34,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '34,000', '/monthDeposit', '₹', '150000']"
10844,3 BHK Flat for rent in Wadala East,"₹ 65,000","65,000 /month",BHK3,3,1.0,1.0,1.0,1.0,"['₹', '65,000', '/month']"
10845,1 BHK Flat for rent in Sector 8 Airoli,"₹ 19,000",month(s) rent,BHK1,1,1.0,,,,"['₹', '19,000', '/monthDeposit', '3', 'month(s)', 'rent']"
10846,1 BHK Flat for rent in Sewri,"₹ 37,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '37,000', '/monthDeposit', '₹', '100000']"
10847,3 BHK Flat for rent in Kandivali (West),"₹ 44,000",₹ 200000,BHK3,3,1.0,,,,"['₹', '44,000', '/monthDeposit', '₹', '200000']"
10848,2 BHK Flat for rent in Sindhi Society Chembur,"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
10849,2 BHK Flat for rent in Dadar (West),"₹ 80,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
10850,1 BHK Flat for rent in Sector 1 Sanpada,"₹ 18,000",₹ 60000,BHK1,1,1.0,1.0,1.0,,"['₹', '18,000', '/monthDeposit', '₹', '60000']"
10851,1 BHK Flat for rent in Andheri (West),"₹ 32,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
10852,3 BHK Flat for rent in Samata Nagar,"₹ 40,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
10853,2 BHK Flat for rent in Sector 1 Kopar Khairane,"₹ 33,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '33,000', '/monthDeposit', '₹', '100000']"
10854,3 BHK Flat for rent in Bandra Kurla Complex,₹ 1.3,₹ 400000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.3', 'Lac', '/monthDeposit', '₹', '400000']"
10855,2 BHK Flat for rent in Khadakpada,"₹ 14,000",₹ 50000,BHK1,1,1.0,,,,"['₹', '14,000', '/monthDeposit', '₹', '50000']"
10856,3 BHK Flat for rent in Thakur Village,"₹ 40,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '250000']"
10857,3 BHK Flat for rent in Juhu,₹ 2.5,₹ 2000000,BHK3,3,1.0,1.0,1.0,,"['₹', '2.5', 'Lac', '/monthDeposit', '₹', '2000000']"
10858,3 BHK Flat for rent in Bhandup (West),"₹ 50,000",₹ 200000,BHK3,3,1.0,,,,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
10859,1 BHK Flat for rent in Kasar vadavali,"₹ 13,500",₹ 60000,BHK2,2,1.0,1.0,1.0,,"['₹', '13,500', '/monthDeposit', '₹', '60000']"
10860,6 BHK Flat for rent in Andheri (West),₹ 2.5,₹ 1000000,BHK4,4,1.0,,,1.0,"['₹', '2.5', 'Lac', '/monthDeposit', '₹', '1000000']"
10861,2 BHK Flat for rent in Sector-58 Seawoods,"₹ 45,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
10862,3 BHK Flat for rent in Sector-58 Seawoods,"₹ 65,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
10863,1 BHK Flat for rent in Kandivali (East),"₹ 20,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
10864,3 BHK Flat for rent in Manpada,"₹ 32,000",month(s) rent,BHK3,3,1.0,,,,"['₹', '32,000', '/monthDeposit', '6', 'month(s)', 'rent']"
10865,1 BHK Flat for rent in Thane West,"₹ 19,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '100000']"
10866,2 BHK Flat for rent in Gokuldham,"₹ 40,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
10867,3 BHK Flat for rent in Manpada,"₹ 32,000",₹ 150000,BHK3,3,1.0,,,1.0,"['₹', '32,000', '/monthDeposit', '₹', '150000']"
10868,1 BHK Flat for rent in Bonkode,"₹ 16,500",₹ 50000,BHK1,1,1.0,,,,"['₹', '16,500', '/monthDeposit', '₹', '50000']"
10869,1 BHK Flat for rent in Sector-14 Koparkhairane,"₹ 19,000",₹ 70000,BHK2,2,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '70000']"
10870,2 BHK Flat for rent in Thakur Village,"₹ 38,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '38,000', '/monthDeposit', '₹', '200000']"
10871,3 BHK Flat for rent in Chembur (East),"₹ 40,500",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '40,500', '/monthDeposit', '₹', '200000']"
10872,2 BHK Flat for rent in Malad (East),"₹ 48,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '48,000', '/monthDeposit', '₹', '200000']"
10873,2 BHK Flat for rent in Malad (East),"₹ 48,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '48,000', '/monthDeposit', '₹', '200000']"
10874,2 BHK Flat for rent in Goregaon (East),"₹ 36,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '36,000', '/monthDeposit', '₹', '150000']"
10875,3 BHK Flat for rent in Parel,₹ 1.15,₹ 500000,BHK3,3,1.0,,,,"['₹', '1.15', 'Lac', '/monthDeposit', '₹', '500000']"
10876,3 BHK Flat for rent in Kandivali (West),"₹ 69,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '69,000', '/monthDeposit', '₹', '300000']"
10877,4 BHK Flat for rent in Parel,₹ 1.7,₹ 500000,BHK5,5,1.0,,,,"['₹', '1.7', 'Lac', '/monthDeposit', '₹', '500000']"
10878,1 BHK Flat for rent in Virar West,₹ 8000,₹ 40000,BHK1,1,1.0,,,,"['₹', '8000', '/monthDeposit', '₹', '40000']"
10879,2 BHK Flat for rent in Malad (West),"₹ 35,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
10880,2 BHK Flat for rent in Khar West,₹ 1.1,Lac /month,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '1.1', 'Lac', '/month']"
10881,3 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 65,000",₹ 400000,BHK3,3,1.0,1.0,1.0,,"['₹', '65,000', '/monthDeposit', '₹', '400000']"
10882,3 BHK Flat for rent in Chembur,"₹ 63,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '63,000', '/monthDeposit', '₹', '300000']"
10883,2 BHK Flat for rent in Four Bungalows,"₹ 36,000",₹ 150000,BHK2,2,1.0,,,1.0,"['₹', '36,000', '/monthDeposit', '₹', '150000']"
10884,2 BHK Flat for rent in Malad (West),"₹ 35,000","35,000 /month",BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/month']"
10885,2 BHK Flat for rent in Taloja Panchanand,"₹ 12,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '12,000', '/monthDeposit', '₹', '50000']"
10886,2 BHK Flat for rent in Chembur,"₹ 43,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '43,000', '/monthDeposit', '₹', '150000']"
10887,3 BHK Flat for rent in Bandra West Bandstand,₹ 2.5,₹ 1000000,BHK4,4,1.0,1.0,1.0,1.0,"['₹', '2.5', 'Lac', '/monthDeposit', '₹', '1000000']"
10888,2 BHK Flat for rent in Tilak Nagar,"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
10889,4 BHK Flat for rent in Manpada,"₹ 60,000",₹ 200000,BHK4,4,1.0,,,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
10890,1 BHK Flat for rent in Vakola,"₹ 22,000",₹ 50000,BHK1,1,1.0,1.0,1.0,,"['₹', '22,000', '/monthDeposit', '₹', '50000']"
10891,3 BHK Flat for rent in Colaba,₹ 1.8,₹ 800000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.8', 'Lac', '/monthDeposit', '₹', '800000']"
10892,3 BHK Flat for rent in Kandivali (East),"₹ 48,000",₹ 250000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '48,000', '/monthDeposit', '₹', '250000']"
10893,3 BHK Flat for rent in Sector 17 Ulwe,"₹ 19,000",₹ 60000,BHK3,3,1.0,1.0,,,"['₹', '19,000', '/monthDeposit', '₹', '60000']"
10894,2 BHK Flat for rent in Sector-34B Kharghar,"₹ 20,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
10895,2 BHK Flat for rent in Kashimira,"₹ 21,000",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '21,000', '/monthDeposit', '₹', '100000']"
10896,3 BHK Flat for rent in Nerul,₹ 1.05,₹ 600000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.05', 'Lac', '/monthDeposit', '₹', '600000']"
10897,2 BHK Flat for rent in Bhandup (West),"₹ 46,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '46,000', '/monthDeposit', '₹', '200000']"
10898,4 BHK Flat for rent in Mahalaxmi,₹ 6.5,Lac /month,BHK5,5,1.0,,,,"['₹', '6.5', 'Lac', '/month']"
10899,1 BHK Flat for rent in Sector-8A Airoli,"₹ 24,000",₹ 80000,BHK1,1,1.0,,,,"['₹', '24,000', '/monthDeposit', '₹', '80000']"
10900,3 BHK Flat for rent in Mulund (West),"₹ 54,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '54,000', '/monthDeposit', '₹', '250000']"
10901,2 BHK Flat for rent in Vasant Vihar,"₹ 23,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '23,000', '/monthDeposit', '₹', '100000']"
10902,3 BHK Flat for rent in Sector 7 Airoli,"₹ 50,000",month(s) rent,BHK3,3,1.0,1.0,,,"['₹', '50,000', '/monthDeposit', '6', 'month(s)', 'rent']"
10903,1 BHK Flat for rent in Kasar vadavali,"₹ 14,400",₹ 70000,BHK2,2,1.0,,,,"['₹', '14,400', '/monthDeposit', '₹', '70000']"
10904,1 BHK Flat for rent in Kasar vadavali,"₹ 14,400",₹ 70000,BHK2,2,1.0,,,,"['₹', '14,400', '/monthDeposit', '₹', '70000']"
10905,2 BHK Flat for rent in Vikhroli (East),"₹ 60,000",₹ 240000,BHK2,2,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '240000']"
10906,1 BHK Flat for rent in Vikhroli (East),"₹ 50,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '50,000', '/monthDeposit', '₹', '100000']"
10907,2 BHK Flat for rent in Ghodbunder Road,"₹ 23,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '23,000', '/monthDeposit', '₹', '100000']"
10908,2 BHK Flat for rent in Marol,"₹ 55,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '55,000', '/monthDeposit', '₹', '150000']"
10909,2 BHK Flat for rent in Marol,"₹ 48,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '48,000', '/monthDeposit', '₹', '150000']"
10910,2 BHK Flat for rent in Shankar Pada,"₹ 35,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
10911,3 BHK Flat for rent in Sector 10 Kharghar,"₹ 30,000",₹ 120000,BHK3,3,1.0,,,,"['₹', '30,000', '/monthDeposit', '₹', '120000']"
10912,1 BHK Flat for rent in Bhandup (West),"₹ 23,500",₹ 100000,BHK2,2,1.0,,,,"['₹', '23,500', '/monthDeposit', '₹', '100000']"
10913,2 BHK Flat for rent in Worli,"₹ 68,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '68,000', '/monthDeposit', '₹', '200000']"
10914,3 BHK Flat for rent in Goregaon (East),₹ 1.05,₹ 500000,BHK4,4,1.0,,,,"['₹', '1.05', 'Lac', '/monthDeposit', '₹', '500000']"
10915,2 BHK Flat for rent in Prabhadevi,"₹ 86,000",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '86,000', '/monthDeposit', '5', 'month(s)', 'rent']"
10916,1 BHK Flat for rent in I C Colony,"₹ 22,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
10917,3 BHK Flat for rent in Andheri (East),"₹ 80,000",₹ 400000,BHK3,3,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '400000']"
10918,3 BHK Flat for rent in Lower Parel,₹ 3.5,₹ 1000000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '3.5', 'Lac', '/monthDeposit', '₹', '1000000']"
10919,2 BHK Flat for rent in Jogeshwari (West),"₹ 35,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
10920,2 BHK Flat for rent in Goregaon (East),"₹ 67,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '67,000', '/monthDeposit', '₹', '300000']"
