,title,price_per_month,deposit,rooms,baths,FOR FAMILY,FOR SINGLE MEN,FOR SINGLE WOMEN,FURNISHED,price
161,4 BHK Flat for rent in Dadar,₹ 2.25,month(s) rent,BHK4,4,1.0,,1.0,,"['₹', '2.25', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
162,2 BHK Flat for rent in Seven Bunglow,"₹ 81,000",₹ 400000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '81,000', '/monthDeposit', '₹', '400000']"
163,2 BHK Flat for rent in Borivali (West),"₹ 31,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '31,000', '/monthDeposit', '₹', '150000']"
164,2 BHK Flat for rent in I C Colony,"₹ 31,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '31,000', '/monthDeposit', '₹', '100000']"
165,1 BHK Flat for rent in Vikhroli (East),"₹ 52,000",₹ 150000,BHK1,1,1.0,1.0,1.0,,"['₹', '52,000', '/monthDeposit', '₹', '150000']"
166,2 BHK Flat for rent in Mira Road East,"₹ 20,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
167,1 BHK Flat for rent in Parel,"₹ 20,000",₹ 240000,BHK1,1,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '240000']"
168,3 BHK Flat for rent in Breach Candy,₹ 2.5,₹ 1000000,BHK3,3,1.0,,,,"['₹', '2.5', 'Lac', '/monthDeposit', '₹', '1000000']"
169,1 BHK Flat for rent in Sainath Nagar,"₹ 21,000",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '21,000', '/monthDeposit', '6', 'month(s)', 'rent']"
170,2 BHK Flat for rent in Mulund (West),"₹ 36,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '36,000', '/monthDeposit', '₹', '200000']"
171,2 BHK Flat for rent in Dombivli (East),"₹ 21,500",₹ 80000,BHK2,2,1.0,1.0,1.0,,"['₹', '21,500', '/monthDeposit', '₹', '80000']"
172,3 BHK Flat for rent in Hiranandani Gardens - Powai,₹ 1.2,₹ 500000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1.2', 'Lac', '/monthDeposit', '₹', '500000']"
173,2 BHK Flat for rent in Kohinoor City kurla West,"₹ 62,000",₹ 300000,BHK2,2,1.0,,,1.0,"['₹', '62,000', '/monthDeposit', '₹', '300000']"
174,3 BHK Flat for rent in Upper Govind Nagar,"₹ 50,000",month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '50,000', '/monthDeposit', '4', 'month(s)', 'rent']"
175,1 BHK Flat for rent in Dombivli (West),₹ 9500,₹ 50000,BHK1,1,1.0,,,,"['₹', '9500', '/monthDeposit', '₹', '50000']"
176,2 BHK Flat for rent in Sector 20 Ulwe,"₹ 14,000",₹ 70000,BHK2,2,1.0,,,1.0,"['₹', '14,000', '/monthDeposit', '₹', '70000']"
177,2 BHK Flat for rent in Thakur complex,"₹ 35,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
178,3 BHK Flat for rent in Walkeshwar,₹ 3.5,month(s) rent,BHK3,3,1.0,,1.0,,"['₹', '3.5', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
179,3 BHK Flat for rent in Chembur,"₹ 72,000",₹ 25000,BHK2,2,1.0,1.0,1.0,,"['₹', '72,000', '/monthDeposit', '₹', '25000']"
180,2 BHK Flat for rent in Goregaon (West),"₹ 50,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
181,2 BHK Flat for rent in Gokuldham Colony,"₹ 65,000",₹ 300000,BHK2,2,1.0,,,1.0,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
182,2 BHK Flat for rent in Sector-8 Kopar Khairane,"₹ 35,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
183,3 BHK Flat for rent in Sector-4 Nerul,₹ 1,₹ 400000,BHK3,3,1.0,,,1.0,"['₹', '1', 'Lac', '/monthDeposit', '₹', '400000']"
184,1 BHK Flat for rent in Hiranandani Estate,"₹ 20,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
185,1 BHK Flat for rent in Hiranandani Estate,"₹ 20,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
186,3 BHK Flat for rent in Kalyan (West),"₹ 20,000",₹ 80000,BHK2,2,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '80000']"
187,3 BHK Flat for rent in Hiranandani Estate,"₹ 44,000",₹ 200000,BHK3,3,1.0,,,,"['₹', '44,000', '/monthDeposit', '₹', '200000']"
188,2 BHK Flat for rent in Kandivali (East),"₹ 31,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '31,000', '/monthDeposit', '₹', '150000']"
189,2 BHK Flat for rent in Kandivali (East),"₹ 31,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '31,000', '/monthDeposit', '₹', '150000']"
190,2 BHK Flat for rent in Malad (East),"₹ 47,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '47,000', '/monthDeposit', '₹', '200000']"
191,2 BHK Flat for rent in Goregaon (East),"₹ 49,500",₹ 250000,BHK2,2,1.0,1.0,1.0,,"['₹', '49,500', '/monthDeposit', '₹', '250000']"
192,2 BHK Flat for rent in Alika Nagar,"₹ 32,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '200000']"
193,4 BHK Flat for rent in Hiranandani Gardens - Powai,₹ 1.85,₹ 1000000,BHK4,4,1.0,1.0,1.0,,"['₹', '1.85', 'Lac', '/monthDeposit', '₹', '1000000']"
194,1 BHK Flat for rent in Goregaon (East),"₹ 27,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
195,1 BHK Flat for rent in Borivali (West),"₹ 25,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
196,2 BHK Flat for rent in Raheja Vihar,"₹ 61,000",₹ 250000,BHK2,2,1.0,,,1.0,"['₹', '61,000', '/monthDeposit', '₹', '250000']"
197,3 BHK Flat for rent in Sector-3 Kopar Khairane,"₹ 40,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
198,1 BHK Flat for rent in Raunak City Adharwadi Jail Road Kalyan West,₹ 8500,₹ 40000,BHK1,1,1.0,,,,"['₹', '8500', '/monthDeposit', '₹', '40000']"
199,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 25,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
200,2 BHK Flat for rent in Dombivli (East),"₹ 13,000",₹ 50000,BHK2,2,1.0,1.0,1.0,,"['₹', '13,000', '/monthDeposit', '₹', '50000']"
201,2 BHK Flat for rent in Kolshet Road,"₹ 25,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '6', 'month(s)', 'rent']"
202,1 BHK Flat for rent in Chembur,"₹ 35,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
203,2 BHK Flat for rent in Jogeshwari (West),"₹ 40,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
204,3 BHK Flat for rent in Chandivali,"₹ 80,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
205,1 BHK Flat for rent in Bandra (West),"₹ 95,000",₹ 300000,BHK1,1,1.0,1.0,1.0,,"['₹', '95,000', '/monthDeposit', '₹', '300000']"
206,2 BHK Flat for rent in Dombivli (East),"₹ 14,000",₹ 50000,BHK2,2,1.0,1.0,1.0,,"['₹', '14,000', '/monthDeposit', '₹', '50000']"
207,2 BHK Flat for rent in Dombivli (East),"₹ 14,500",₹ 50000,BHK2,2,1.0,1.0,1.0,,"['₹', '14,500', '/monthDeposit', '₹', '50000']"
208,2 BHK Flat for rent in Dombivli (East),"₹ 12,000",₹ 50000,BHK2,2,1.0,1.0,1.0,,"['₹', '12,000', '/monthDeposit', '₹', '50000']"
209,3 BHK Flat for rent in Napean Sea Road,₹ 2.25,₹ 800000,BHK3,3,1.0,,,,"['₹', '2.25', 'Lac', '/monthDeposit', '₹', '800000']"
210,2 BHK Flat for rent in Majiwada,"₹ 28,500",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '28,500', '/monthDeposit', '6', 'month(s)', 'rent']"
211,2 BHK Flat for rent in Thakur Village,"₹ 33,000",₹ 150000,BHK2,2,1.0,,,1.0,"['₹', '33,000', '/monthDeposit', '₹', '150000']"
212,3 BHK Flat for rent in Lohana Colony,"₹ 98,000",₹ 98000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '98,000', '/monthDeposit', '₹', '98000']"
213,2 BHK Flat for rent in Sion (East),"₹ 39,000",₹ 1,BHK2,2,,,,,"['₹', '39,000', '/monthDeposit', '₹', '1']"
214,1 BHK Flat for rent in Powai,"₹ 35,000",₹ 150000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
215,2 BHK Flat for rent in Kanjur Marg (East),"₹ 52,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '52,000', '/monthDeposit', '₹', '200000']"
216,2 BHK Flat for rent in Kanjur Marg (East),"₹ 52,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '52,000', '/monthDeposit', '₹', '200000']"
217,2 BHK Flat for rent in Sector 23 Ulwe,"₹ 17,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '17,000', '/monthDeposit', '₹', '50000']"
218,1 BHK Flat for rent in Lower Parel,"₹ 21,000",₹ 50000,BHK1,1,1.0,1.0,1.0,,"['₹', '21,000', '/monthDeposit', '₹', '50000']"
219,3 BHK Flat for rent in Sector-35D Kharghar,"₹ 23,000",₹ 100000,BHK3,3,1.0,,,,"['₹', '23,000', '/monthDeposit', '₹', '100000']"
220,3 BHK Flat for rent in Malad (West),"₹ 65,000",₹ 200000,BHK3,3,,1.0,1.0,1.0,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
221,2 BHK Flat for rent in Owale,"₹ 16,000",₹ 60000,BHK2,2,1.0,,1.0,,"['₹', '16,000', '/monthDeposit', '₹', '60000']"
222,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 80,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
223,2 BHK Flat for rent in Mulund (West),"₹ 40,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
224,2 BHK Flat for rent in Chandivali,"₹ 55,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
225,2 BHK Flat for rent in Hiranandani Estate,"₹ 40,000",month(s) rent,BHK2,2,,1.0,1.0,1.0,"['₹', '40,000', '/monthDeposit', '6', 'month(s)', 'rent']"
226,2 BHK Flat for rent in Vile Parle (East),"₹ 75,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
227,1 BHK Flat for rent in Powai,"₹ 45,000",₹ 100000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '45,000', '/monthDeposit', '₹', '100000']"
228,1 BHK Flat for rent in Kasar vadavali,"₹ 12,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '12,000', '/monthDeposit', '₹', '50000']"
229,2 BHK Flat for rent in Goregaon (East),"₹ 35,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
230,3 BHK Flat for rent in Thakur Village,"₹ 44,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '44,000', '/monthDeposit', '₹', '200000']"
231,3 BHK Flat for rent in Worli,₹ 1.5,month(s) rent,BHK5,5,1.0,,,,"['₹', '1.5', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
232,2 BHK Flat for rent in Marine Drive Chowpatty,₹ 1.5,₹ 500000,BHK2,2,1.0,,,,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '500000']"
233,3 BHK Flat for rent in Powai,"₹ 85,000","85,000 /month",BHK3,3,1.0,,,,"['₹', '85,000', '/month']"
234,2 BHK Flat for rent in Juhu Scheme,"₹ 80,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
235,4 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 72,000",₹ 500000,BHK4,4,1.0,,,1.0,"['₹', '72,000', '/monthDeposit', '₹', '500000']"
236,3 BHK Flat for rent in Goregaon (East),₹ 1.15,₹ 500000,BHK3,3,1.0,,,1.0,"['₹', '1.15', 'Lac', '/monthDeposit', '₹', '500000']"
237,3 BHK Flat for rent in Dombivli (East),"₹ 14,000",₹ 50000,BHK2,2,1.0,1.0,1.0,,"['₹', '14,000', '/monthDeposit', '₹', '50000']"
238,2 BHK Flat for rent in Balkum,"₹ 25,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '6', 'month(s)', 'rent']"
239,3 BHK Flat for rent in Chakala,"₹ 85,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '85,000', '/monthDeposit', '₹', '300000']"
240,2 BHK Flat for rent in Sewri,₹ 1,₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '1', 'Lac', '/monthDeposit', '₹', '300000']"
241,2 BHK Flat for rent in Juhu,"₹ 68,000",₹ 280000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '68,000', '/monthDeposit', '₹', '280000']"
242,2 BHK Flat for rent in Kandivali (East),"₹ 28,050",₹ 200000,BHK2,2,1.0,,,,"['₹', '28,050', '/monthDeposit', '₹', '200000']"
243,1 BHK Flat for rent in Kandivali (West),"₹ 28,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '28,000', '/monthDeposit', '₹', '100000']"
244,2 BHK Flat for rent in Sai Nagar,"₹ 18,500","18,500 /month",BHK2,2,1.0,,,,"['₹', '18,500', '/month']"
245,2 BHK Flat for rent in Kanchpada,"₹ 53,000",₹ 250000,BHK2,2,1.0,1.0,1.0,,"['₹', '53,000', '/monthDeposit', '₹', '250000']"
246,3 BHK Flat for rent in Thakur Village,"₹ 42,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
247,3 BHK Flat for rent in Thakur Village,"₹ 42,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
248,3 BHK Flat for rent in Ghansoli,"₹ 55,000",₹ 200000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
249,2 BHK Flat for rent in Sector-14 Koparkhairane,"₹ 26,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '26,000', '/monthDeposit', '₹', '100000']"
250,3 BHK Flat for rent in Jogeshwari (East),"₹ 71,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '71,000', '/monthDeposit', '₹', '300000']"
251,2 BHK Flat for rent in Tilak Nagar,"₹ 35,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
252,2 BHK Flat for rent in Sector-20B Airoli,"₹ 30,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
253,1 BHK Flat for rent in Kasar vadavali,"₹ 12,400",₹ 50000,BHK1,1,1.0,1.0,1.0,,"['₹', '12,400', '/monthDeposit', '₹', '50000']"
254,2 BHK Flat for rent in Kala Nagar,"₹ 60,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
255,4 BHK Flat for rent in Hiranandani Estate,"₹ 90,000",₹ 500000,BHK4,4,1.0,,,1.0,"['₹', '90,000', '/monthDeposit', '₹', '500000']"
256,1 BHK Flat for rent in Colaba,"₹ 65,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
257,3 BHK Flat for rent in Chembur,"₹ 78,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '78,000', '/monthDeposit', '₹', '300000']"
258,2 BHK Flat for rent in Waghbil,"₹ 27,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '27,000', '/monthDeposit', '₹', '150000']"
259,2 BHK Flat for rent in Chembur (East),"₹ 40,000",₹ 200000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
260,1 BHK Flat for rent in Sher E Punjab Colony,"₹ 25,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
261,1 BHK Flat for rent in Khar West,"₹ 55,000",₹ 200000,BHK1,1,1.0,1.0,1.0,,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
262,3 BHK Flat for rent in Churchgate,₹ 2.8,₹ 800000,BHK2,2,1.0,,,,"['₹', '2.8', 'Lac', '/monthDeposit', '₹', '800000']"
263,2 BHK Flat for rent in Santacruz (East),"₹ 50,010",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '50,010', '/monthDeposit', '₹', '200000']"
264,3 BHK Flat for rent in Mira Road,"₹ 28,000",₹ 125000,BHK3,3,1.0,,,,"['₹', '28,000', '/monthDeposit', '₹', '125000']"
265,2 BHK Flat for rent in Kanjur Marg (East),"₹ 39,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '39,000', '/monthDeposit', '₹', '150000']"
266,2 BHK Flat for rent in Rawalpada,"₹ 25,000",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
267,1 BHK Flat for rent in Dombivli (West),₹ 8500,₹ 50000,BHK1,1,1.0,,,,"['₹', '8500', '/monthDeposit', '₹', '50000']"
268,2 BHK Flat for rent in Chembur (East),"₹ 55,000",₹ 250000,BHK2,2,1.0,,,,"['₹', '55,000', '/monthDeposit', '₹', '250000']"
269,4 BHK Flat for rent in Goregaon (East),"₹ 77,000",₹ 400000,BHK4,4,1.0,1.0,1.0,,"['₹', '77,000', '/monthDeposit', '₹', '400000']"
270,3 BHK Flat for rent in Sector 20 Kharghar,"₹ 28,000",₹ 150000,BHK3,3,1.0,,,,"['₹', '28,000', '/monthDeposit', '₹', '150000']"
271,3 BHK Flat for rent in Vile Parle (West),₹ 1.4,₹ 500000,BHK3,3,1.0,,,,"['₹', '1.4', 'Lac', '/monthDeposit', '₹', '500000']"
272,3 BHK Flat for rent in Sewri,"₹ 89,500",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '89,500', '/monthDeposit', '₹', '300000']"
273,2 BHK Flat for rent in Subhash Nagar,"₹ 42,000",₹ 4,BHK2,2,1.0,1.0,1.0,,"['₹', '42,000', '/monthDeposit', '₹', '4']"
274,3 BHK Flat for rent in Kanjur Marg (East),"₹ 75,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
275,2 BHK Flat for rent in Sector-14 Koparkhairane,"₹ 40,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '150000']"
276,2 BHK Flat for rent in Sector-4 Nerul,"₹ 50,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '50,000', '/monthDeposit', '6', 'month(s)', 'rent']"
277,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 85,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '85,000', '/monthDeposit', '₹', '300000']"
278,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 85,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '85,000', '/monthDeposit', '₹', '300000']"
279,2 BHK Flat for rent in Bhandup (West),"₹ 35,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
280,2 BHK Flat for rent in Deonar,"₹ 45,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
281,1 BHK Flat for rent in Pali Village,"₹ 90,000",₹ 300000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '90,000', '/monthDeposit', '₹', '300000']"
282,4 BHK Flat for rent in Powai,₹ 1.8,₹ 1000000,BHK4,4,1.0,,,,"['₹', '1.8', 'Lac', '/monthDeposit', '₹', '1000000']"
283,1 BHK Flat for rent in Borivali (West),"₹ 20,000",₹ 75000,BHK2,2,1.0,,,,"['₹', '20,000', '/monthDeposit', '₹', '75000']"
284,2 BHK Flat for rent in Sakinaka,"₹ 53,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '53,000', '/monthDeposit', '₹', '200000']"
285,3 BHK Flat for rent in Napean Sea Road,₹ 4.5,month(s) rent,BHK3,3,1.0,,,1.0,"['₹', '4.5', 'Lac', '/monthDeposit', '6', 'month(s)', 'rent']"
286,3 BHK Flat for rent in Thane West,"₹ 47,000",₹ 275000,BHK4,4,1.0,,,1.0,"['₹', '47,000', '/monthDeposit', '₹', '275000']"
287,1 BHK Flat for rent in Wadala,"₹ 49,700",₹ 200000,BHK1,1,1.0,1.0,1.0,,"['₹', '49,700', '/monthDeposit', '₹', '200000']"
288,1 BHK Flat for rent in Garodia Nagar,"₹ 27,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
289,2 BHK Flat for rent in Ghatkopar West,"₹ 45,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
290,2 BHK Flat for rent in Kalina,"₹ 55,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
291,3 BHK Flat for rent in Chembur (East),"₹ 75,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
292,1 BHK Flat for rent in Ramedi Vadai Gaon Vasai West,₹ 5,₹ 500000,BHK1,1,1.0,,,,"['₹', '5', 'Lac', '/monthDeposit', '₹', '500000']"
293,3 BHK Flat for rent in Andheri (West),"₹ 70,000",₹ 200000,BHK3,3,1.0,,,1.0,"['₹', '70,000', '/monthDeposit', '₹', '200000']"
294,1 BHK Flat for rent in Vikhroli (East),"₹ 48,000",₹ 200000,BHK1,1,1.0,1.0,1.0,,"['₹', '48,000', '/monthDeposit', '₹', '200000']"
295,2 BHK Flat for rent in Battipada,"₹ 32,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '150000']"
296,3 BHK Flat for rent in Kandivali (West),"₹ 40,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
297,3 BHK Flat for rent in Thakur Village,"₹ 46,000",₹ 250000,BHK2,2,1.0,,,,"['₹', '46,000', '/monthDeposit', '₹', '250000']"
298,2 BHK Flat for rent in Bhandup (West),"₹ 35,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
299,3 BHK Flat for rent in Worli,₹ 1.25,₹ 600000,BHK2,2,1.0,1.0,1.0,,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '600000']"
300,4 BHK Flat for rent in Powai,₹ 1.7,₹ 1000000,BHK5,5,1.0,,,1.0,"['₹', '1.7', 'Lac', '/monthDeposit', '₹', '1000000']"
301,3 BHK Flat for rent in Vikhroli (East),"₹ 90,000",₹ 500000,BHK3,3,1.0,,,,"['₹', '90,000', '/monthDeposit', '₹', '500000']"
302,2 BHK Flat for rent in Panvel,"₹ 17,500","17,500 /month",BHK2,2,1.0,,,,"['₹', '17,500', '/month']"
303,2 BHK Flat for rent in Sector-2 Kopar Khairane,"₹ 35,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
304,3 BHK Flat for rent in Prabhadevi,₹ 2.75,month(s) rent,BHK3,3,1.0,,1.0,,"['₹', '2.75', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
305,1 BHK Flat for rent in Worli,"₹ 27,000","27,000 /month",BHK1,1,1.0,1.0,1.0,,"['₹', '27,000', '/month']"
306,1 BHK Flat for rent in Worli,"₹ 25,000","25,000 /month",BHK1,1,1.0,1.0,1.0,,"['₹', '25,000', '/month']"
307,3 BHK Flat for rent in Hari Om Nagar,"₹ 38,000",₹ 200000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '38,000', '/monthDeposit', '₹', '200000']"
308,2 BHK Flat for rent in Hira Nagar,"₹ 37,000",₹ 175000,BHK2,2,1.0,,,,"['₹', '37,000', '/monthDeposit', '₹', '175000']"
309,2 BHK Flat for rent in Hira Nagar,"₹ 37,000",₹ 175000,BHK2,2,1.0,,,,"['₹', '37,000', '/monthDeposit', '₹', '175000']"
310,2 BHK Flat for rent in Sector 8 Airoli,"₹ 32,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
311,1 BHK Flat for rent in Bandra (West),"₹ 68,000","68,000 /month",BHK2,2,,,,1.0,"['₹', '68,000', '/month']"
312,3 BHK Flat for rent in Worli,₹ 2,₹ 500000,BHK4,4,1.0,1.0,1.0,,"['₹', '2', 'Lac', '/monthDeposit', '₹', '500000']"
313,3 BHK Flat for rent in Breach Candy,₹ 3.5,₹ 900000,BHK4,4,1.0,,,,"['₹', '3.5', 'Lac', '/monthDeposit', '₹', '900000']"
314,1 BHK Flat for rent in Kemps corner,"₹ 54,500",₹ 0,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '54,500', '/monthDeposit', '₹', '0']"
315,2 BHK Flat for rent in Thakur Village,"₹ 35,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
316,2 BHK Flat for rent in Malad (East),"₹ 35,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
317,2 BHK Flat for rent in Mira Road East,"₹ 19,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '100000']"
318,1 BHK Flat for rent in Bandra (West),"₹ 50,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '50,000', '/monthDeposit', '₹', '100000']"
319,1 BHK Flat for rent in Hiranandani Estate,"₹ 16,000",₹ 80000,BHK1,1,1.0,1.0,1.0,,"['₹', '16,000', '/monthDeposit', '₹', '80000']"
320,3 BHK Flat for rent in Mulund (West),"₹ 55,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '55,000', '/monthDeposit', '₹', '300000']"
321,1 BHK Flat for rent in Thakur Village,"₹ 24,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '24,000', '/monthDeposit', '₹', '100000']"
322,2 BHK Flat for rent in Mazgaon,"₹ 39,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '39,000', '/monthDeposit', '₹', '200000']"
323,3 BHK Flat for rent in Powai,"₹ 65,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
