price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,balcony,availability,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 80,000",3 BHK House for rent in Vasant Vihar 1500 sqft,77.1617358,28.560257,,Unfurnished,Bachelors/Family,3,2,Immediately,,,2 Open,," Vasant Vihar, New Delhi","[{'address_components': [{'long_name': 'Vasant Vihar', 'short_name': 'Vasant Vihar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Vasant Vihar, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5758869, 'lng': 77.171318}, 'southwest': {'lat': 28.547028, 'lng': 77.14882399999999}}, 'location': {'lat': 28.560257, 'lng': 77.1617358}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5758869, 'lng': 77.171318}, 'southwest': {'lat': 28.547028, 'lng': 77.14882399999999}}}, 'place_id': 'ChIJQaNeiK8dDTkROvIiGWvbi30', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.560257, 77.1617358)"
"₹ 40,000",2 BHK House for rent in Sarvodaya Enclave 1300 sqft,77.2011857,28.5372066,,Unfurnished,Bachelors/Family,2,,Immediately,,,1 Open,," Sarvodaya Enclave, New Delhi","[{'address_components': [{'long_name': 'Sarvodaya Enclave', 'short_name': 'Sarvodaya Enclave', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110017', 'short_name': '110017', 'types': ['postal_code']}], 'formatted_address': 'Sarvodaya Enclave, New Delhi, Delhi 110017, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5394001, 'lng': 77.204635}, 'southwest': {'lat': 28.5339811, 'lng': 77.197274}}, 'location': {'lat': 28.5372066, 'lng': 77.2011857}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5394001, 'lng': 77.204635}, 'southwest': {'lat': 28.5339811, 'lng': 77.197274}}}, 'place_id': 'ChIJIQhdRwTiDDkR_0O7K0URh2c', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5372066, 77.2011857)"
"₹ 33,000",3 BHK Builder Floor for rent in Vikaspuri 150 sqyrd,77.07206,28.6386438,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,,,,," Vikaspuri, New Delhi","[{'address_components': [{'long_name': 'Vikaspuri', 'short_name': 'Vikaspuri', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110018', 'short_name': '110018', 'types': ['postal_code']}], 'formatted_address': 'Vikaspuri, New Delhi, Delhi 110018, India', 'geometry': {'bounds': {'northeast': {'lat': 28.655628, 'lng': 77.088539}, 'southwest': {'lat': 28.6256079, 'lng': 77.06020099999999}}, 'location': {'lat': 28.6386438, 'lng': 77.07206}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.655628, 'lng': 77.088539}, 'southwest': {'lat': 28.6256079, 'lng': 77.06020099999999}}}, 'place_id': 'ChIJdwE-SekEDTkRuaLKac94nzE', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.6386438, 77.07206)"
"₹ 55,000",3 BHK Builder Floor for rent in Safdarjung Enclave 1800 sqft,28.564027786254886,77.19450378417969,2 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,North,"Pool, Garden/Park, Main Road",,," Safdarjung Enclave, New Delhi","[{'address_components': [{'long_name': 'Safdarjung Enclave', 'short_name': 'Safdarjung Enclave', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Safdarjung Enclave, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.569732, 'lng': 77.20096889999999}, 'southwest': {'lat': 28.5580725, 'lng': 77.1880319}}, 'location': {'lat': 28.564726, 'lng': 77.1949164}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.569732, 'lng': 77.20096889999999}, 'southwest': {'lat': 28.5580725, 'lng': 77.1880319}}}, 'place_id': 'ChIJz7NwAXjiDDkRugH1cLcD2OY', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.564726, 77.1949164)"
"₹ 12,000",1 BHK Builder Floor for rent in Chhattarpur,77.1848254,28.4958562,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,East,Main Road,,," Chhattarpur, New Delhi","[{'address_components': [{'long_name': 'Chhatarpur', 'short_name': 'Chhatarpur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Chhatarpur, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5115369, 'lng': 77.2072701}, 'southwest': {'lat': 28.4802771, 'lng': 77.16452869999999}}, 'location': {'lat': 28.4958562, 'lng': 77.1848254}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5115369, 'lng': 77.2072701}, 'southwest': {'lat': 28.4802771, 'lng': 77.16452869999999}}}, 'place_id': 'ChIJwed9ykEeDTkRMLlUc--IGpI', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.4958562, 77.1848254)"
"₹ 20,000",3 BHK Builder Floor for rent in Laxmi Nagar 1000 sqft,28.62958335876465,77.27577209472656,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,East,"Garden/Park, Main Road",,," Laxmi Nagar, New Delhi","[{'address_components': [{'long_name': 'Laxmi Nagar', 'short_name': 'Laxmi Nagar', 'types': ['neighborhood', 'political']}, {'long_name': 'Block S1', 'short_name': 'Block S1', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Nanakpura', 'short_name': 'Nanakpura', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Shakarpur', 'short_name': 'Shakarpur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'East Delhi', 'short_name': 'East Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110092', 'short_name': '110092', 'types': ['postal_code']}], 'formatted_address': 'Laxmi Nagar, Block S1, Nanakpura, Shakarpur, New Delhi, Delhi 110092, India', 'geometry': {'bounds': {'northeast': {'lat': 28.628037, 'lng': 77.27903359999999}, 'southwest': {'lat': 28.6270614, 'lng': 77.27794469999999}}, 'location': {'lat': 28.6275609, 'lng': 77.2784081}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.6288981802915, 'lng': 77.2798381302915}, 'southwest': {'lat': 28.6262002197085, 'lng': 77.27714016970849}}}, 'place_id': 'ChIJ_6e2GVPjDDkRJ9U6QoDKfRI', 'types': ['neighborhood', 'political']}]","(28.6275609, 77.2784081)"
"₹ 10,000",Studio Apartment for rent in Mukerjee Nagar,28.706226348876953,77.21569061279297,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,East,,1 Open,," Mukerjee Nagar, New Delhi","[{'address_components': [{'long_name': 'Mukherjee Nagar', 'short_name': 'Mukherjee Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Delhi', 'short_name': 'Delhi', 'types': ['locality', 'political']}, {'long_name': 'North West Delhi', 'short_name': 'North West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Mukherjee Nagar, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.7179129, 'lng': 77.22653609999999}, 'southwest': {'lat': 28.6988301, 'lng': 77.1952378}}, 'location': {'lat': 28.7093202, 'lng': 77.21384429999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.7179129, 'lng': 77.22653609999999}, 'southwest': {'lat': 28.6988301, 'lng': 77.1952378}}}, 'place_id': 'ChIJFdaQ4uD9DDkRWsla56JhDww', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.7093202, 77.21384429999999)"
"₹ 90,000",3 BHK Builder Floor for rent in Panchsheel Enclave 265 sqyrd,28.54292869567871,77.229736328125,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,1,Immediately,East,"Garden/Park, Main Road",1 Covered,," Panchsheel Enclave, New Delhi","[{'address_components': [{'long_name': 'Panchsheel Enclave', 'short_name': 'Panchsheel Enclave', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110017', 'short_name': '110017', 'types': ['postal_code']}], 'formatted_address': 'Panchsheel Enclave, New Delhi, Delhi 110017, India', 'geometry': {'bounds': {'northeast': {'lat': 28.548654, 'lng': 77.2317441}, 'southwest': {'lat': 28.5417311, 'lng': 77.226912}}, 'location': {'lat': 28.54482, 'lng': 77.2283008}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.548654, 'lng': 77.2317441}, 'southwest': {'lat': 28.5417311, 'lng': 77.226912}}}, 'place_id': 'ChIJ26h-AjDiDDkRMsgzDEb0k7E', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.54482, 77.2283008)"
₹ 2 Lac,4 BHK Builder Floor for rent in Panchsheel Park 500 sqyrd,28.54228210449219,77.21334075927734,3 out of 3 Floors,Semi-Furnished,Bachelors,4,4,Immediately,North - East,"Garden/Park, Main Road",2 Covered,," Panchsheel Park, New Delhi","[{'address_components': [{'long_name': 'Panchsheel Park', 'short_name': 'Panchsheel Park', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Panchsheel Park, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}, 'location': {'lat': 28.5415056, 'lng': 77.21608499999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}}, 'place_id': 'ChIJE7FydxfiDDkR8askjRAvueA', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5415056, 77.21608499999999)"
₹ 1.5 Lac,3 BHK Builder Floor for rent in Panchsheel Park 2048 sqft,28.568744659423828,77.17278289794922,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - East,"Garden/Park, Main Road",,," Panchsheel Park, New Delhi","[{'address_components': [{'long_name': 'Panchsheel Park', 'short_name': 'Panchsheel Park', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Panchsheel Park, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}, 'location': {'lat': 28.5415056, 'lng': 77.21608499999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}}, 'place_id': 'ChIJE7FydxfiDDkR8askjRAvueA', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5415056, 77.21608499999999)"
"₹ 30,000",Studio Apartment for rent in New Friends Colony,77.26913259999999,28.5674621,3 out of 3 Floors,Furnished,Bachelors/Family,,,Immediately,,,,," New Friends Colony, New Delhi","[{'address_components': [{'long_name': 'New Friends Colony', 'short_name': 'New Friends Colony', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'New Friends Colony, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5931179, 'lng': 77.302908}, 'southwest': {'lat': 28.557051, 'lng': 77.25725899999999}}, 'location': {'lat': 28.5674621, 'lng': 77.26913259999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5931179, 'lng': 77.302908}, 'southwest': {'lat': 28.557051, 'lng': 77.25725899999999}}}, 'place_id': 'ChIJ765TsJHjDDkR3s38yGvaZjw', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5674621, 77.26913259999999)"
₹ 1 Lac,3 BHK House for rent in New Friends Colony 3000 sqft,77.26913259999999,28.5674621,,Semi-Furnished,Bachelors/Family,3,4,Immediately,,,1 Covered,," New Friends Colony, New Delhi","[{'address_components': [{'long_name': 'New Friends Colony', 'short_name': 'New Friends Colony', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'New Friends Colony, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5931179, 'lng': 77.302908}, 'southwest': {'lat': 28.557051, 'lng': 77.25725899999999}}, 'location': {'lat': 28.5674621, 'lng': 77.26913259999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5931179, 'lng': 77.302908}, 'southwest': {'lat': 28.557051, 'lng': 77.25725899999999}}}, 'place_id': 'ChIJ765TsJHjDDkR3s38yGvaZjw', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5674621, 77.26913259999999)"
"₹ 45,000","2 BHK House for rent in Nizamuddin West, Nizamuddin 1400 sqft",77.24267069999999,28.5892126,,Unfurnished,Bachelors/Family,2,,Immediately,,,,," Nizamuddin West, Nizamuddin, New Delhi","[{'address_components': [{'long_name': 'Nizamuddin West', 'short_name': 'Nizamuddin West', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nizamuddin West, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.593478, 'lng': 77.24800410000002}, 'southwest': {'lat': 28.585319, 'lng': 77.2398271}}, 'location': {'lat': 28.5892126, 'lng': 77.24267069999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.593478, 'lng': 77.24800410000002}, 'southwest': {'lat': 28.585319, 'lng': 77.2398271}}}, 'place_id': 'ChIJwwQHdQPjDDkRDdCNyS6KAbM', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5892126, 77.24267069999999)"
"₹ 80,000","2 BHK Apartment for rent in Nizamuddin East, Nizamuddin 1200 sqft",77.24993669999999,28.5902107,3 out of 12 Floors,Furnished,Bachelors/Family,2,,Immediately,,,1 Covered,," Nizamuddin East, Nizamuddin, New Delhi","[{'address_components': [{'long_name': 'Nizamuddin East', 'short_name': 'Nizamuddin East', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110013', 'short_name': '110013', 'types': ['postal_code']}], 'formatted_address': 'Nizamuddin East, New Delhi, Delhi 110013, India', 'geometry': {'bounds': {'northeast': {'lat': 28.595426, 'lng': 77.2568189}, 'southwest': {'lat': 28.583847, 'lng': 77.24389}}, 'location': {'lat': 28.5902107, 'lng': 77.24993669999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.595426, 'lng': 77.2568189}, 'southwest': {'lat': 28.583847, 'lng': 77.24389}}}, 'place_id': 'ChIJ9d0tyQXjDDkRL2l4bcZ81EY', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5902107, 77.24993669999999)"
"₹ 30,000",2 BHK Builder Floor for rent in Malviya Nagar 900 sqft,77.2094473,28.5342332,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,," Malviya Nagar, New Delhi","[{'address_components': [{'long_name': 'Malviya Nagar', 'short_name': 'Malviya Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110017', 'short_name': '110017', 'types': ['postal_code']}], 'formatted_address': 'Malviya Nagar, New Delhi, Delhi 110017, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5418811, 'lng': 77.22456009999999}, 'southwest': {'lat': 28.5277799, 'lng': 77.1949881}}, 'location': {'lat': 28.5342332, 'lng': 77.2094473}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5418811, 'lng': 77.22456009999999}, 'southwest': {'lat': 28.5277799, 'lng': 77.1949881}}}, 'place_id': 'ChIJA20wfR7iDDkRSHY9MsuMSwk', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5342332, 77.2094473)"
₹ 1.5 Lac,3 BHK Builder Floor for rent in Anand Niketan 2000 sqft,77.16505269999999,28.5789383,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,," Anand Niketan, New Delhi","[{'address_components': [{'long_name': 'Anand Niketan', 'short_name': 'Anand Niketan', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110021', 'short_name': '110021', 'types': ['postal_code']}], 'formatted_address': 'Anand Niketan, New Delhi, Delhi 110021, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5820871, 'lng': 77.167682}, 'southwest': {'lat': 28.5723, 'lng': 77.159769}}, 'location': {'lat': 28.5789383, 'lng': 77.16505269999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5820871, 'lng': 77.167682}, 'southwest': {'lat': 28.5723, 'lng': 77.159769}}}, 'place_id': 'ChIJebeMuQ4dDTkRQpoS0f_8rd4', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5789383, 77.16505269999999)"
₹ 1.5 Lac,"4 BHK Builder Floor for rent in Nizamuddin East, Nizamuddin 2500 sqft",77.24993669999999,28.5902107,1 out of 3 Floors,Unfurnished,Bachelors/Family,4,4,Immediately,North,Garden/Park,2 Covered,," Nizamuddin East, Nizamuddin, New Delhi","[{'address_components': [{'long_name': 'Nizamuddin East', 'short_name': 'Nizamuddin East', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110013', 'short_name': '110013', 'types': ['postal_code']}], 'formatted_address': 'Nizamuddin East, New Delhi, Delhi 110013, India', 'geometry': {'bounds': {'northeast': {'lat': 28.595426, 'lng': 77.2568189}, 'southwest': {'lat': 28.583847, 'lng': 77.24389}}, 'location': {'lat': 28.5902107, 'lng': 77.24993669999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.595426, 'lng': 77.2568189}, 'southwest': {'lat': 28.583847, 'lng': 77.24389}}}, 'place_id': 'ChIJ9d0tyQXjDDkRL2l4bcZ81EY', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5902107, 77.24993669999999)"
"₹ 75,000",3 BHK Builder Floor for rent in Gulmohar Park 1800 sqft,28.5576572418213,77.2124938964844,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - East,Garden/Park,2 Covered,," Gulmohar Park, New Delhi","[{'address_components': [{'long_name': 'Gulmohar Park', 'short_name': 'Gulmohar Park', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110049', 'short_name': '110049', 'types': ['postal_code']}], 'formatted_address': 'Gulmohar Park, New Delhi, Delhi 110049, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5607465, 'lng': 77.21622409999999}, 'southwest': {'lat': 28.5542709, 'lng': 77.208947}}, 'location': {'lat': 28.5572098, 'lng': 77.2127891}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5607465, 'lng': 77.21622409999999}, 'southwest': {'lat': 28.5542709, 'lng': 77.208947}}}, 'place_id': 'ChIJA2tLnmviDDkRheQBIV_pUKI', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5572098, 77.2127891)"
"₹ 25,000",Apartment for rent in Vikaspuri,28.63776588439941,77.07596588134766,,,Bachelors/Family,,,Immediately,,,,," Vikaspuri, New Delhi","[{'address_components': [{'long_name': 'Vikaspuri', 'short_name': 'Vikaspuri', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110018', 'short_name': '110018', 'types': ['postal_code']}], 'formatted_address': 'Vikaspuri, New Delhi, Delhi 110018, India', 'geometry': {'bounds': {'northeast': {'lat': 28.655628, 'lng': 77.088539}, 'southwest': {'lat': 28.6256079, 'lng': 77.06020099999999}}, 'location': {'lat': 28.6386438, 'lng': 77.07206}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.655628, 'lng': 77.088539}, 'southwest': {'lat': 28.6256079, 'lng': 77.06020099999999}}}, 'place_id': 'ChIJdwE-SekEDTkRuaLKac94nzE', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.6386438, 77.07206)"
"₹ 29,000",3 BHK Builder Floor for rent in Paschim Vihar Block B4 1500 sqft,28.664140701293945,77.10627746582031,2 out of 3 Floors,Semi-Furnished,Bachelors,2,2,Immediately,East,,,," Paschim Vihar Block B4, New Delhi","[{'address_components': [{'long_name': 'B4 Block', 'short_name': 'B4 Block', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Paschim Vihar', 'short_name': 'Paschim Vihar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110063', 'short_name': '110063', 'types': ['postal_code']}], 'formatted_address': 'B4 Block, Paschim Vihar, New Delhi, Delhi 110063, India', 'geometry': {'bounds': {'northeast': {'lat': 28.666932, 'lng': 77.1084559}, 'southwest': {'lat': 28.663437, 'lng': 77.103993}}, 'location': {'lat': 28.665008, 'lng': 77.1060866}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.666932, 'lng': 77.1084559}, 'southwest': {'lat': 28.663437, 'lng': 77.103993}}}, 'place_id': 'ChIJFQHTuYYDDTkRK7AxvlAD4Gw', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.665008, 77.1060866)"
