price,bathroom,longitude,latitude,coord,bhk,sqft
7000.0,1.0,78.55650290000001,17.408417800000002,"(17.4084178, 78.5565029)",1.0,
40000.0,,17.399043,78.355424,"(17.3987619, 78.35547780000002)",3.0,1834.0
60000.0,3.0,17.458379745483402,78.45382690429688,"(17.451398, 78.30924259999999)",3.0,3800.0
18000.0,2.0,78.38351170000001,17.3936156,"(17.3936156, 78.3835117)",3.0,150.0
30000.0,,17.399043,78.355424,"(17.3987619, 78.35547780000002)",2.0,1314.0
18000.0,2.0,78.40235240000001,17.4016335,"(17.4016335, 78.4023524)",2.0,150.0
18000.0,2.0,17.406291961669922,78.49032592773438,"(17.4065284, 78.5139136)",3.0,1600.0
52000.0,3.0,17.374908447265625,78.5130386352539,"(17.3712445, 78.5118499)",3.0,2011.0
11000.0,2.0,17.398256301879886,78.49009704589844,"(17.4125847, 78.5053248)",2.0,1000.0
9000.0,2.0,78.30975129999999,17.5078681,"(17.5078681, 78.3097513)",2.0,1100.0
10000.0,3.0,78.4915429,17.4161086,"(17.4161086, 78.4915429)",2.0,1350.0
40000.0,5.0,78.5549542,17.4545951,"(17.4545951, 78.5549542)",5.0,2400.0
22000.0,2.0,17.551816940307614,78.38607025146484,"(17.5612236, 78.36979339999999)",2.0,1210.0
12500.0,2.0,17.429807662963867,78.42669677734375,"(17.509399, 78.29983829999999)",2.0,1350.0
45000.0,,17.406372,78.404193,"(17.4035841, 78.40492549999999)",3.0,2385.0
12000.0,2.0,78.5288156,17.3747833,"(17.3747833, 78.5288156)",2.0,200.0
6000.0,1.0,78.5695016,17.3714737,"(17.3714737, 78.5695016)",1.0,
44000.0,,17.406372,78.404193,"(17.4035841, 78.40492549999999)",3.0,1990.0
14500.0,2.0,78.4538802,17.3868117,"(17.3868117, 78.4538802)",2.0,1000.0
7500.0,2.0,78.5938192,17.5003026,"(17.5003026, 78.5938192)",2.0,1100.0
60000.0,,17.458604,78.368989,"(17.4585375, 78.36899799999999)",3.0,2051.0
25000.0,,78.3413698,17.4640421,"(17.4640421, 78.3413698)",2.0,1250.0
5000.0,1.0,17.407947540283207,78.51384735107422,"(17.4065284, 78.5139136)",2.0,250.0
18000.0,2.0,17.39021873474121,78.39976501464844,"(17.3903871, 78.35169189999999)",3.0,1430.0
21000.0,2.0,17.51755714416504,78.3985595703125,"(17.497722, 78.3944485)",3.0,
16000.0,2.0,78.3556287,17.4153172,"(17.4153172, 78.3556287)",2.0,1100.0
30000.0,2.0,78.3588692,17.428599399999996,"(17.4285994, 78.3588692)",2.0,1250.0
9500.0,,17.41673666666667,78.37749166666667,"(17.4153172, 78.3556287)",1.0,
7000.0,1.0,17.382871627807614,78.48974609375,"(17.3827111, 78.48975659999999)",1.0,
9000.0,2.0,17.47542381286621,78.44730377197266,"(17.4740032, 78.451038)",2.0,200.0
12000.0,2.0,78.4844543,17.4213199,"(17.4213199, 78.4844543)",2.0,950.0
30000.0,2.0,78.44518670000002,17.4344744,"(17.4344744, 78.44518670000001)",2.0,1100.0
18000.0,3.0,17.46061897277832,78.27516174316406,"(17.4578074, 78.2511115)",3.0,
10000.0,2.0,78.4156933,17.399002300000003,"(17.3990023, 78.4156933)",1.0,
14000.0,2.0,78.4156933,17.399002300000003,"(17.3990023, 78.4156933)",2.0,1000.0
23000.0,2.0,78.476188,17.4102364,"(17.4102364, 78.476188)",2.0,1190.0
10000.0,2.0,78.50994159999998,17.3941099,"(17.3941099, 78.50994159999999)",2.0,925.0
55000.0,,17.4196647,78.3537616,"(17.4193857, 78.35328489999999)",3.0,3300.0
6000.0,,78.54387919999998,17.4124638,"(17.4124638, 78.54387919999999)",2.0,124.0
21000.0,2.0,17.37082290649414,78.4199447631836,"(17.3698887, 78.4304712)",3.0,1600.0
13000.0,2.0,78.5139136,17.4065284,"(17.4065284, 78.5139136)",2.0,1000.0
45000.0,,17.406372,78.404193,"(17.4035841, 78.40492549999999)",3.0,2100.0
12000.0,2.0,78.2785379,17.4415837,"(17.4415837, 78.2785379)",2.0,180.0
,,78.35655539999998,17.411476399999998,"(17.4114764, 78.35655539999999)",4.0,4700.0
40000.0,3.0,17.467227935791016,78.3655014038086,"(17.4698577, 78.3578246)",3.0,2000.0
30000.0,2.0,78.3588692,17.428599399999996,"(17.4285994, 78.3588692)",2.0,1250.0
35000.0,2.0,17.45631217956543,78.37528991699219,"(17.5316572, 78.3913328)",2.0,1200.0
13000.0,2.0,17.35848045349121,78.41730499267578,"(17.3556582, 78.4221304)",2.0,1200.0
12500.0,2.0,78.32779479999998,17.4934113,"(17.4934113, 78.32779479999999)",2.0,1000.0
38000.0,3.0,78.3588692,17.428599399999996,"(17.4285994, 78.3588692)",3.0,1520.0
17500.0,2.0,78.4311944,17.395784699999997,"(17.3957847, 78.4311944)",2.0,140.0
10000.0,2.0,78.5355606,17.4738342,"(17.4738342, 78.5355606)",2.0,1100.0
45000.0,3.0,78.3556287,17.4153172,"(17.4153172, 78.3556287)",3.0,2600.0
21000.0,3.0,17.487815856933597,78.37942504882812,"(17.4967483, 78.3936193)",3.0,1550.0
25000.0,2.0,17.429773330688473,78.53114318847656,"(17.4300625, 78.5415931)",3.0,2100.0
7000.0,1.0,78.55063709999999,17.4784775,"(17.4784775, 78.5506371)",1.0,
